Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction_alpha[1]	extinction_alpha[2]	extinction_alpha[3]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	q_12	q_13	q_21	q_23	q_31	q_32	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation_alpha[1]	speciation_alpha[2]	speciation_alpha[3]	speciation_beta[1]	speciation_beta[2]
2501	-8366.865	-8374.969	8.10316	0.112131	0.0384776	0.0401176	0.012043	0.00413252	0.00430865	-2.18809	-3.25768	-3.21594	-2.23119	0.418611	1.627683	0.003948795	0.0001015986	0.2590345	6.725398e-07	2.7921e-06	0.002201586	0.1788417	0.0094142	0.101168	0.281769	0.0529853	0.144731	0.409932	0.166639	0.0151283	0.0939255	0.302327	0.0274467	0.170405	-1.79192	-4.19119	-2.36525	0.595678	0.00251276
2502	-8369.772	-8378.431	8.659106	0.123261	0.0358636	0.0399864	0.0132383	0.00385178	0.00429457	-2.09345	-3.32803	-3.21922	-2.23119	0.391003	1.246159	0.004875771	0.0001219471	0.2378165	5.771992e-07	1.825987e-06	0.001969027	0.1788417	0.0111182	0.123202	0.14451	0.064525	0.157434	0.499211	0.158679	0.0141089	0.0939255	0.287886	0.0255971	0.170405	-1.84087	-4.26095	-2.36525	0.595678	0.00251276
2503	-8372.475	-8381.258	8.783181	0.119965	0.0358636	0.042776	0.0119635	0.0035765	0.00426583	-2.12056	-3.32803	-3.15178	-2.30534	0.433182	1.001816	0.005889933	0.0001338074	0.2378165	3.557786e-07	2.141868e-06	0.002404579	0.1788417	0.0107445	0.119061	0.139652	0.0623561	0.185756	0.482431	0.158679	0.0141089	0.0939255	0.287886	0.0255971	0.170405	-1.84087	-4.26095	-2.36525	0.595678	0.00251276
2504	-8370.98	-8379.755	8.774813	0.123301	0.0358636	0.0429325	0.0122961	0.0035765	0.00428144	-2.09313	-3.32803	-3.14813	-2.30534	0.521202	1.147342	0.005889933	0.0001265646	0.2378165	3.120619e-07	2.367595e-06	0.002173551	0.1551359	0.0215226	0.238494	0.279741	0.0282667	0.372092	0.0598844	0.15941	0.0147231	0.0847055	0.289211	0.0267115	0.153678	-1.83628	-4.21834	-2.46858	0.595678	0.0577875
2505	-8370.381	-8379.201	8.819912	0.123301	0.0358636	0.0429325	0.0122961	0.0035765	0.00428144	-2.09313	-3.32803	-3.14813	-2.30534	0.575179	1.212741	0.006171311	0.0001122862	0.2378165	2.318608e-07	3.519831e-06	0.001367807	0.1622374	0.0215226	0.238494	0.279741	0.0282667	0.372092	0.0598844	0.15941	0.0146429	0.085515	0.289211	0.026566	0.155147	-1.83628	-4.2238	-2.45906	0.595678	0.124362
2506	-8370.956	-8378.57	7.614265	0.126638	0.0358636	0.0429325	0.0118273	0.00334948	0.00400968	-2.06642	-3.32803	-3.14813	-2.37092	0.575179	1.451607	0.006295971	0.0003497251	0.2378165	2.543724e-07	4.008369e-06	0.001367807	0.1845219	0.0215226	0.238494	0.279741	0.0282667	0.372092	0.0598844	0.15941	0.0146429	0.085515	0.302642	0.0277997	0.162351	-1.83628	-4.2238	-2.45906	0.641069	0.124362
2507	-8373.074	-8380.535	7.460848	0.126638	0.0378858	0.0429325	0.0118273	0.00353834	0.00400968	-2.06642	-3.27318	-3.14813	-2.37092	0.537805	1.553228	0.005553771	0.0003497251	0.2378165	2.543724e-07	4.544591e-06	0.001367807	0.1845219	0.0215226	0.238494	0.279741	0.0282667	0.372092	0.0598844	0.15941	0.0146429	0.085515	0.321582	0.0295395	0.172512	-1.83628	-4.2238	-2.45906	0.701772	0.119257
2508	-8372.345	-8379.129	6.78332	0.117449	0.0378858	0.0429325	0.00993674	0.00320533	0.00363231	-2.14176	-3.27318	-3.14813	-2.46976	0.537805	2.027973	0.005696388	0.0003497251	0.2378165	4.554866e-07	3.663243e-06	0.001005041	0.1590681	0.0198863	0.220362	0.258473	0.100402	0.343803	0.0570733	0.15941	0.0146429	0.085515	0.321582	0.0295395	0.172512	-1.83628	-4.2238	-2.45906	0.701772	0.156752
2509	-8369.251	-8375.465	6.213732	0.1126	0.0351869	0.0429325	0.00952654	0.00297699	0.00363231	-2.18391	-3.34708	-3.14813	-2.46976	0.537805	2.202235	0.006472445	0.000764793	0.2378165	3.833526e-07	4.909564e-06	0.0009022768	0.1604962	0.0184786	0.204763	0.240176	0.0932945	0.319466	0.123822	0.15941	0.0145597	0.0789696	0.311045	0.0284093	0.154088	-1.83628	-4.2295	-2.53869	0.668459	0.0922106
2510	-8369.605	-8375.752	6.147543	0.1126	0.0351869	0.0412328	0.0102967	0.00321765	0.00377051	-2.18391	-3.34708	-3.18852	-2.39202	0.499521	2.508771	0.006916823	0.0005276519	0.2378165	3.833526e-07	3.884665e-06	0.001220809	0.1470093	0.0112206	0.124337	0.145841	0.0566507	0.193987	0.467963	0.15941	0.0131988	0.0789696	0.310242	0.0256874	0.15369	-1.83628	-4.32763	-2.53869	0.665874	0.0922106
2511	-8370.31	-8376.604	6.293808	0.117253	0.0324559	0.0393636	0.0107222	0.00296791	0.00359958	-2.14342	-3.42787	-3.23491	-2.39202	0.654704	2.234618	0.006786314	0.000262611	0.2378165	6.790152e-07	3.327213e-06	0.001622921	0.1470093	0.0149135	0.123873	0.145296	0.0564391	0.193263	0.466216	0.15941	0.0144171	0.0789696	0.310242	0.0280584	0.15369	-1.83628	-4.23934	-2.53869	0.665874	0.157391
2512	-8374.998	-8380.893	5.894324	0.143143	0.0339168	0.0430416	0.0121242	0.00287274	0.0036456	-1.94391	-3.38385	-3.14559	-2.46864	0.654704	2.27018	0.00759268	0.0002503104	0.2378165	1.006245e-06	3.180519e-06	0.002725079	0.122347	0.0162476	0.130143	0.152651	0.059296	0.151848	0.489815	0.15941	0.0143288	0.0725368	0.285633	0.0256746	0.129972	-1.83628	-4.24548	-2.62366	0.583229	0.176176
2513	-8373.742	-8379.208	5.465247	0.143143	0.0339168	0.0390982	0.0121242	0.00287274	0.0033116	-1.94391	-3.38385	-3.24168	-2.46864	0.654704	2.742265	0.007095809	0.000383071	0.2378165	6.685413e-07	1.790484e-06	0.002777614	0.1568385	0.0167421	0.134104	0.157297	0.0708777	0.116258	0.504722	0.157115	0.0143288	0.0725368	0.281521	0.0256746	0.129972	-1.85078	-4.24548	-2.62366	0.583229	0.176176
2514	-8372.433	-8377.628	5.195107	0.130611	0.0323096	0.0424962	0.0122073	0.00301973	0.0039718	-2.03553	-3.43239	-3.15834	-2.3702	0.716559	2.984966	0.00661589	0.000383071	0.2378165	9.532767e-07	1.790484e-06	0.002638684	0.1568385	0.0705248	0.208297	0.244323	0.110091	0.180579	0.186185	0.167714	0.0135766	0.0725368	0.309818	0.02508	0.133997	-1.7855	-4.29941	-2.62366	0.613725	0.149506
2515	-8370.824	-8376.417	5.593318	0.130611	0.0338843	0.0424962	0.0122073	0.00316691	0.0039718	-2.03553	-3.3848	-3.15834	-2.3702	0.726629	2.695359	0.006141648	0.0005473755	0.2647483	9.532767e-07	1.802896e-06	0.001673741	0.1335802	0.0776479	0.229336	0.1693	0.119908	0.198818	0.20499	0.167714	0.0136621	0.0711482	0.309818	0.0252379	0.131432	-1.7855	-4.29313	-2.64299	0.613725	0.149506
2516	-8369.857	-8375.394	5.536666	0.127357	0.0332776	0.0424962	0.0119031	0.0031102	0.0039718	-2.06076	-3.40287	-3.15834	-2.3702	0.778348	3.002611	0.005832279	0.0007545209	0.2647483	7.153531e-07	1.392026e-06	0.001170528	0.1288591	0.322201	0.165968	0.122521	0.0867765	0.154184	0.148349	0.174266	0.0136621	0.0711482	0.321921	0.0252379	0.131432	-1.74717	-4.29313	-2.64299	0.613725	0.149506
2517	-8369.344	-8375.011	5.667753	0.116449	0.0354161	0.0424962	0.0110748	0.00336823	0.00404159	-2.1503	-3.34059	-3.15834	-2.35278	0.56109	2.846041	0.00589958	0.0007406949	0.2647483	7.153531e-07	1.95977e-06	0.001234612	0.1288591	0.0543871	0.231546	0.170932	0.121064	0.215106	0.206965	0.173408	0.0136621	0.0741063	0.320336	0.0252379	0.136897	-1.75211	-4.29313	-2.60225	0.613725	0.246359
2518	-8369.065	-8375.019	5.953961	0.120713	0.0365576	0.0424962	0.011912	0.00360752	0.00419355	-2.11434	-3.30887	-3.15834	-2.31587	0.610944	2.605945	0.005505191	0.0006823204	0.2529246	6.224275e-07	1.998882e-06	0.001950647	0.1288591	0.0543871	0.231546	0.170932	0.121064	0.215106	0.206965	0.170242	0.0136621	0.0741063	0.314488	0.0252379	0.136897	-1.77054	-4.29313	-2.60225	0.613725	0.194743
2519	-8378.041	-8383.786	5.744896	0.120713	0.0406312	0.0397234	0.011912	0.00400951	0.00391992	-2.11434	-3.20322	-3.22581	-2.31587	0.610944	2.336205	0.006114247	0.001184274	0.2529246	7.651535e-07	2.194698e-06	0.001856864	0.1449553	0.0648866	0.276246	0.20393	0.144435	0.0635809	0.24692	0.185734	0.0134465	0.0741063	0.343106	0.0248398	0.136897	-1.68344	-4.30903	-2.60225	0.613725	0.177439
2520	-8376.274	-8381.582	5.30848	0.120713	0.0378467	0.0397234	0.0132324	0.00414868	0.0043544	-2.11434	-3.27421	-3.22581	-2.21075	0.610944	2.460813	0.005777548	0.003166569	0.2529246	5.926799e-07	3.477056e-06	0.002879701	0.1449553	0.0529027	0.368003	0.20818	0.11776	0.0518381	0.201317	0.185734	0.0147886	0.0777843	0.343106	0.0273189	0.143691	-1.68344	-4.2139	-2.55382	0.613725	0.0146152
2521	-8369.465	-8374.044	4.579138	0.120713	0.0383173	0.0397234	0.0121544	0.00385811	0.00399969	-2.11434	-3.26185	-3.22581	-2.29572	0.610944	2.649778	0.005522248	0.004913081	0.2667711	5.108174e-07	4.205987e-06	0.002879701	0.1449553	0.0675492	0.31513	0.143716	0.150362	0.0661898	0.257052	0.171171	0.0144352	0.0856573	0.316204	0.0266662	0.158235	-1.76509	-4.23808	-2.4574	0.613725	0.104701
2522	-8370.222	-8374.686	4.463991	0.120713	0.038005	0.0397234	0.0128212	0.00403657	0.00421909	-2.11434	-3.27004	-3.22581	-2.24232	0.610944	3.206347	0.005636579	0.007865285	0.2667711	4.066966e-07	2.135507e-06	0.002599586	0.1449553	0.0592859	0.0666452	0.126136	0.48324	0.0390854	0.225607	0.184502	0.0152854	0.0856573	0.340831	0.0282368	0.158235	-1.69009	-4.18085	-2.4574	0.613725	0.104701
2523	-8372.169	-8376.014	3.844628	0.120444	0.038005	0.041868	0.0127926	0.00403657	0.00444688	-2.11657	-3.27004	-3.17323	-2.24232	0.610944	3.164403	0.007382036	0.007865285	0.2667711	8.004738e-07	4.746762e-06	0.002599586	0.1449553	0.0495448	0.0889443	0.124323	0.476298	0.0385239	0.222366	0.184502	0.0157754	0.0831049	0.340831	0.0291419	0.15352	-1.69009	-4.1493	-2.48765	0.613725	0.104701
2524	-8372.849	-8376.918	4.068746	0.111291	0.038005	0.0416244	0.0104916	0.0035828	0.00392401	-2.1956	-3.27004	-3.17907	-2.36157	0.459657	2.970799	0.007515293	0.006075253	0.2667711	8.004738e-07	2.963217e-06	0.002256947	0.1738178	0.0495448	0.0889443	0.124323	0.476298	0.0385239	0.222366	0.184502	0.01589	0.0897153	0.340831	0.0293536	0.165731	-1.69009	-4.14206	-2.41111	0.613725	0.220782
2525	-8371.022	-8376.069	5.046843	0.111291	0.0394587	0.0416244	0.0104916	0.00371984	0.00392401	-2.1956	-3.2325	-3.17907	-2.36157	0.544419	2.668252	0.006917845	0.002231882	0.2667711	3.388312e-07	4.426201e-06	0.002054205	0.1489057	0.0452575	0.125436	0.175331	0.286047	0.0543295	0.313599	0.184502	0.0135196	0.0833011	0.340831	0.0249748	0.153882	-1.69009	-4.30361	-2.48529	0.613725	0.160338
2526	-8367.961	-8373.187	5.226281	0.111291	0.0394587	0.0428347	0.00991687	0.00351606	0.00381688	-2.1956	-3.2325	-3.15041	-2.41792	0.581877	2.759845	0.00734685	0.002231882	0.2667711	2.360344e-07	4.134964e-06	0.001682272	0.1489057	0.0472159	0.130864	0.139646	0.298425	0.0566805	0.327169	0.174391	0.0141878	0.0830415	0.322153	0.0262092	0.153403	-1.74645	-4.25537	-2.48841	0.613725	0.160338
2527	-8368.708	-8373.296	4.588407	0.111291	0.0407177	0.0413319	0.00991687	0.00362824	0.00368297	-2.1956	-3.20109	-3.18612	-2.41792	0.649128	3.302764	0.006607073	0.002231882	0.2667711	2.202145e-07	3.791419e-06	0.002767562	0.1651807	0.0517994	0.046493	0.153202	0.327394	0.0621827	0.358929	0.174391	0.0154246	0.0830415	0.322153	0.0284938	0.153403	-1.74645	-4.17179	-2.48841	0.613725	0.0964531
2528	-8369.41	-8374.197	4.787726	0.110616	0.0407177	0.0413319	0.0098567	0.00362824	0.00368297	-2.20169	-3.20109	-3.18612	-2.41792	0.596161	3.121574	0.00738828	0.003551349	0.2667711	2.202145e-07	2.26091e-06	0.003445158	0.1497887	0.0559254	0.108275	0.165405	0.215741	0.0671357	0.387518	0.174391	0.0154246	0.0829258	0.329059	0.0291046	0.156473	-1.74645	-4.17179	-2.48981	0.634935	0.0678969
2529	-8370.691	-8375.086	4.394501	0.105549	0.0428381	0.0413319	0.00924379	0.00375168	0.00361977	-2.24858	-3.15033	-3.18612	-2.43522	0.666609	2.939637	0.006616567	0.00567776	0.2667711	2.998896e-07	2.377267e-06	0.004506791	0.1497887	0.0559699	0.108362	0.165536	0.215912	0.0663929	0.387827	0.15981	0.0157673	0.0829258	0.310288	0.0306139	0.161009	-1.83377	-4.14982	-2.48981	0.663516	0.0678969
2530	-8370.574	-8375.065	4.49188	0.0976123	0.0459726	0.0413319	0.00872891	0.00411107	0.00369608	-2.32675	-3.07971	-3.18612	-2.41436	0.666609	2.752543	0.005914397	0.006427545	0.2667711	2.303782e-07	3.272886e-06	0.004762687	0.1497887	0.043507	0.148435	0.128676	0.167835	0.210079	0.301469	0.159295	0.0150886	0.0826112	0.309288	0.0292961	0.160398	-1.837	-4.19382	-2.49361	0.663516	0.0678969
2531	-8368.188	-8373.487	5.299011	0.0873964	0.0459726	0.0413319	0.00748831	0.00393903	0.00354141	-2.4373	-3.07971	-3.18612	-2.45711	0.666609	2.522859	0.005302286	0.004892286	0.2667711	2.201493e-07	1.600447e-06	0.003250414	0.1562393	0.043507	0.148435	0.128676	0.167835	0.210079	0.301469	0.159295	0.0152414	0.0826112	0.309288	0.0295927	0.160398	-1.837	-4.18374	-2.49361	0.663516	0.0678969
2532	-8368.918	-8374.082	5.163974	0.0824585	0.0397825	0.0439246	0.00706522	0.00340865	0.00376355	-2.49546	-3.22433	-3.12528	-2.45711	0.675375	2.380792	0.005159138	0.003893718	0.2621016	2.201493e-07	2.458927e-06	0.003250414	0.1718692	0.0146951	0.0967225	0.445886	0.109364	0.136891	0.196442	0.154716	0.0147033	0.087599	0.300398	0.028548	0.170083	-1.86616	-4.21968	-2.43499	0.663516	0.0839794
2533	-8369.87	-8375.729	5.859219	0.0824585	0.0406912	0.0439246	0.00831998	0.0041057	0.00443194	-2.49546	-3.20174	-3.12528	-2.29364	0.588918	2.837011	0.007097642	0.005950752	0.2419933	1.096612e-07	9.064366e-07	0.003250414	0.1718692	0.0182968	0.13735	0.55517	0.0386982	0.170442	0.0800428	0.154716	0.0147033	0.087599	0.300398	0.028548	0.170083	-1.86616	-4.21968	-2.43499	0.663516	0.0839794
2534	-8370.643	-8375.188	4.545105	0.080747	0.0406912	0.0463573	0.00750482	0.00378193	0.00430856	-2.51643	-3.20174	-3.07138	-2.37578	0.625586	3.408809	0.007333912	0.01005405	0.2419933	1.611929e-07	9.064366e-07	0.003086926	0.1718692	0.0183965	0.138098	0.552746	0.0389091	0.171371	0.0804791	0.154716	0.0147033	0.087599	0.300398	0.028548	0.170083	-1.86616	-4.21968	-2.43499	0.663516	0.210267
2535	-8373.043	-8376.897	3.854473	0.0834265	0.0429575	0.0463573	0.00769454	0.00396203	0.0042756	-2.48379	-3.14754	-3.07138	-2.38345	0.625586	3.73044	0.007739838	0.009917022	0.2528278	1.730776e-07	9.579861e-07	0.00422448	0.1603333	0.0956446	0.279905	0.035126	0.0788629	0.347343	0.163119	0.163114	0.0130335	0.087599	0.316703	0.0253059	0.170083	-1.81331	-4.34023	-2.43499	0.663516	0.210267
2536	-8374.046	-8376.925	2.878521	0.0834265	0.0429575	0.0463573	0.00675853	0.00348007	0.00375549	-2.48379	-3.14754	-3.07138	-2.51316	0.625586	3.834016	0.00807752	0.01515674	0.2453608	1.921082e-07	1.553792e-06	0.004965031	0.1603333	0.116878	0.342044	0.0429241	0.0963707	0.202451	0.199332	0.163114	0.0130335	0.0848192	0.316703	0.0253059	0.164686	-1.81331	-4.34023	-2.46723	0.663516	0.187765
2537	-8373.434	-8376.111	2.676395	0.0839046	0.0395075	0.0463573	0.00727445	0.00342526	0.00401914	-2.47807	-3.23127	-3.07138	-2.44531	0.625586	4.130144	0.008975875	0.01120891	0.2499529	2.347777e-07	1.553792e-06	0.005003725	0.1603333	0.12873	0.376728	0.0472766	0.106143	0.22298	0.118143	0.163114	0.0126935	0.0820937	0.316703	0.0246457	0.159394	-1.81331	-4.36667	-2.49989	0.663516	0.187765
2538	-8373.266	-8376.81	3.544025	0.0912706	0.0395075	0.0501165	0.00728364	0.0031528	0.00399943	-2.39393	-3.23127	-2.9934	-2.5282	0.641552	3.444194	0.01060882	0.004249514	0.2499529	1.368148e-07	3.497301e-06	0.005003725	0.1603333	0.440157	0.105672	0.0434172	0.0974778	0.204777	0.108499	0.163114	0.0126935	0.0796995	0.316703	0.0246457	0.154745	-1.81331	-4.36667	-2.52949	0.663516	0.202288
2539	-8373.723	-8377.268	3.544823	0.0974528	0.0361199	0.045304	0.007777	0.00288247	0.00361538	-2.32839	-3.32091	-3.09436	-2.5282	0.541622	3.294077	0.008847081	0.001846053	0.2452501	3.816947e-07	3.362171e-06	0.005003725	0.1759551	0.438519	0.105279	0.0469785	0.0971149	0.204015	0.108095	0.163114	0.0126935	0.0796995	0.304696	0.0237113	0.148878	-1.81331	-4.36667	-2.52949	0.624864	0.202288
2540	-8369.352	-8373.54	4.188258	0.0968791	0.0361199	0.0515183	0.00773121	0.00288247	0.0041113	-2.33429	-3.32091	-2.96582	-2.5282	0.537817	3.197172	0.007698315	0.002024607	0.2452501	3.46038e-07	3.362171e-06	0.00292319	0.1413205	0.417716	0.116916	0.0447498	0.0925078	0.0675764	0.260534	0.163114	0.0128625	0.0796995	0.304696	0.024027	0.148878	-1.81331	-4.35344	-2.52949	0.624864	0.177384
2541	-8370.376	-8373.616	3.239877	0.0968791	0.0350286	0.0515183	0.00773121	0.00279537	0.0041113	-2.33429	-3.35159	-2.96582	-2.5282	0.537817	3.757437	0.006460619	0.002374912	0.2372907	6.65032e-07	3.758529e-06	0.002441238	0.1413205	0.204758	0.210359	0.0805153	0.166443	0.141406	0.196518	0.167805	0.0124554	0.0829071	0.30322	0.0225066	0.149812	-1.78495	-4.3856	-2.49003	0.591658	0.177384
2542	-8372.048	-8374.437	2.388606	0.0968791	0.0387398	0.0567403	0.00773121	0.00309154	0.00452803	-2.33429	-3.25089	-2.86927	-2.5282	0.452825	4.520631	0.005889261	0.002374642	0.2372907	6.806066e-07	3.758529e-06	0.003903008	0.1718038	0.328508	0.207796	0.0801637	0.12646	0.139683	0.117389	0.167805	0.0131871	0.0829071	0.297451	0.0233755	0.146961	-1.78495	-4.32851	-2.49003	0.572448	0.177384
2543	-8373.327	-8375.841	2.514292	0.0968791	0.0397325	0.0543245	0.00772461	0.00316805	0.00433154	-2.33429	-3.22559	-2.91278	-2.52905	0.452825	3.679566	0.006015755	0.005355487	0.2372907	7.742989e-07	3.886171e-06	0.004096811	0.1718038	0.328508	0.207796	0.0801637	0.12646	0.139683	0.117389	0.167805	0.0122551	0.084413	0.297451	0.0217234	0.149631	-1.78495	-4.40181	-2.47203	0.572448	0.259432
2544	-8375.468	-8377.945	2.476913	0.0914782	0.0397325	0.0472415	0.00729397	0.00316805	0.00376678	-2.39165	-3.22559	-3.05248	-2.52905	0.525203	3.54231	0.008006344	0.008099184	0.2372907	8.396991e-07	2.578203e-06	0.004096811	0.1718038	0.308367	0.214029	0.0825681	0.130253	0.143873	0.12091	0.171865	0.0122551	0.084413	0.304648	0.0217234	0.149631	-1.76104	-4.40181	-2.47203	0.572448	0.254256
2545	-8373.908	-8376.331	2.422647	0.0959476	0.0397325	0.0452417	0.00786342	0.00325629	0.0037078	-2.34395	-3.22559	-3.09574	-2.50158	0.525203	3.834331	0.008657189	0.009142823	0.2372907	9.228983e-07	2.578203e-06	0.001913566	0.1718038	0.0809246	0.29081	0.112189	0.156305	0.195486	0.164286	0.167323	0.0122551	0.0873812	0.296598	0.0217234	0.154892	-1.78783	-4.40181	-2.43748	0.572448	0.352201
2546	-8372.323	-8376.136	3.813639	0.0959476	0.0421705	0.0452417	0.00786342	0.0034561	0.0037078	-2.34395	-3.16603	-3.09574	-2.50158	0.467208	3.109484	0.007099603	0.009142823	0.2372907	6.151038e-07	1.379744e-06	0.001913566	0.1536319	0.0514828	0.242612	0.275361	0.130399	0.163087	0.137057	0.167323	0.0122551	0.0916253	0.296598	0.0217234	0.162415	-1.78783	-4.40181	-2.39005	0.572448	0.358768
2547	-8372.402	-8375.686	3.283584	0.0959476	0.0465575	0.046953	0.00786342	0.00381563	0.00384805	-2.34395	-3.06707	-3.05861	-2.50158	0.493311	3.539158	0.007536221	0.008331449	0.2254979	6.151038e-07	2.135136e-06	0.00246295	0.1536319	0.0527453	0.248561	0.177905	0.196198	0.167086	0.157504	0.167323	0.0122551	0.0815682	0.286456	0.0209806	0.139644	-1.78783	-4.40181	-2.50632	0.537656	0.289343
2548	-8372.911	-8375.495	2.584647	0.104377	0.0465575	0.048549	0.00825459	0.00368197	0.00383947	-2.25975	-3.06707	-3.02518	-2.53724	0.493311	3.958726	0.006056596	0.006021626	0.2226154	5.738395e-07	3.457584e-06	0.002592536	0.1536319	0.0594943	0.246973	0.200669	0.221303	0.0939029	0.177658	0.167323	0.0113137	0.0799859	0.286456	0.0193689	0.136935	-1.78783	-4.48174	-2.52591	0.537656	0.314974
2549	-8372.009	-8376.072	4.063434	0.104377	0.0439419	0.048549	0.00825459	0.00347512	0.00383947	-2.25975	-3.12489	-3.02518	-2.53724	0.493311	2.586833	0.006139746	0.006021626	0.2226154	6.892532e-07	3.457584e-06	0.001274323	0.1536319	0.061133	0.253776	0.178652	0.227398	0.0964893	0.182551	0.167323	0.0113137	0.0806499	0.286456	0.0193689	0.138072	-1.78783	-4.48174	-2.51764	0.537656	0.436015
2550	-8371.992	-8375.914	3.922873	0.103086	0.0465176	0.0594573	0.00812059	0.00366441	0.00468373	-2.27219	-3.06793	-2.8225	-2.54116	0.439535	2.729499	0.006399494	0.006021626	0.2226154	1.021681e-06	4.707416e-06	0.001105378	0.1353404	0.051327	0.22546	0.158718	0.202026	0.0915433	0.270926	0.167323	0.0113137	0.0806499	0.286456	0.0193689	0.138072	-1.78783	-4.48174	-2.51764	0.537656	0.399191
2551	-8372.873	-8376.114	3.240974	0.0873071	0.0465176	0.0594573	0.00687759	0.00366441	0.00468373	-2.43832	-3.06793	-2.8225	-2.54116	0.340645	2.653193	0.005887697	0.01158882	0.2226154	9.561465e-07	1.095046e-05	0.001019212	0.1353404	0.0411141	0.133229	0.373484	0.161827	0.0733283	0.217018	0.167323	0.0113137	0.0806499	0.286456	0.0193689	0.138072	-1.78783	-4.48174	-2.51764	0.537656	0.492639
2552	-8372.249	-8375.706	3.456668	0.0836039	0.0448076	0.0594573	0.00694007	0.00371953	0.00493563	-2.48166	-3.10538	-2.8225	-2.48878	0.33958	3.032365	0.006100379	0.006935779	0.2226154	6.454499e-07	1.095046e-05	0.001019212	0.1353404	0.0332116	0.299831	0.301696	0.130722	0.0592339	0.175305	0.167323	0.0115834	0.0806499	0.286456	0.0198306	0.138072	-1.78783	-4.45819	-2.51764	0.537656	0.492639
2553	-8370.41	-8373.432	3.021536	0.0836039	0.0430276	0.0594338	0.00694007	0.00357178	0.00493368	-2.48166	-3.14591	-2.82289	-2.48878	0.33958	3.618181	0.005580314	0.004735528	0.2312363	9.502762e-07	8.293144e-06	0.001029694	0.1353404	0.0426195	0.0534823	0.387158	0.215763	0.0760131	0.224964	0.174167	0.0124028	0.0806499	0.298172	0.0212334	0.138072	-1.74774	-4.38984	-2.51764	0.537656	0.520128
2554	-8373.377	-8376.84	3.463602	0.0836039	0.0430276	0.0579941	0.00694007	0.00357178	0.00481417	-2.48166	-3.14591	-2.84741	-2.48878	0.424503	2.792677	0.005971123	0.007593063	0.2312363	8.616888e-07	1.60869e-05	0.001029694	0.1353404	0.0289607	0.056387	0.408186	0.227482	0.0142354	0.264749	0.174167	0.01356	0.0806499	0.313288	0.0243915	0.145071	-1.74774	-4.30063	-2.51764	0.587107	0.428886
2555	-8371.372	-8375.588	4.215303	0.0872316	0.0430276	0.0557671	0.00724121	0.00357178	0.0046293	-2.43919	-3.14591	-2.88657	-2.48878	0.424503	2.446136	0.006461613	0.007930103	0.2399791	8.181077e-07	5.631068e-06	0.0008609272	0.1353404	0.0350895	0.0683199	0.494568	0.0639987	0.017248	0.320776	0.174167	0.0124457	0.0806499	0.297863	0.0212848	0.137929	-1.74774	-4.38638	-2.51764	0.53662	0.518816
2556	-8371.685	-8374.999	3.314171	0.0914426	0.0390622	0.0487058	0.00759077	0.0032426	0.00404313	-2.39204	-3.2426	-3.02196	-2.48878	0.424503	2.542436	0.005820177	0.01131198	0.2399791	8.181077e-07	9.427628e-06	0.001806735	0.1353404	0.0350895	0.0683199	0.494568	0.0639987	0.017248	0.320776	0.174167	0.0132486	0.0809243	0.297863	0.022658	0.138398	-1.74774	-4.32386	-2.51424	0.53662	0.473368
2557	-8371.88	-8375.26	3.380178	0.0761193	0.0357421	0.0487058	0.00631876	0.002967	0.00404313	-2.57545	-3.33143	-3.02196	-2.48878	0.424503	2.329594	0.005847927	0.01280027	0.2399791	5.605592e-07	8.784564e-06	0.002346286	0.1353404	0.0599288	0.116683	0.118321	0.109302	0.0479164	0.547849	0.174167	0.0127332	0.0809243	0.297863	0.0217766	0.138398	-1.74774	-4.36354	-2.51424	0.53662	0.473368
2558	-8371.231	-8374.509	3.278158	0.0761193	0.0357421	0.0460928	0.00691279	0.00324593	0.00418593	-2.57545	-3.33143	-3.0771	-2.39893	0.424503	2.543665	0.005054166	0.01448816	0.2531513	5.84931e-07	7.15111e-06	0.002198081	0.1400174	0.0835087	0.0671509	0.164876	0.0936227	0.0667698	0.524072	0.174167	0.0125316	0.0809243	0.308965	0.0222305	0.143556	-1.74774	-4.37951	-2.51424	0.573214	0.47354
2559	-8370.704	-8374.342	3.63877	0.0757077	0.0357421	0.0460928	0.00687541	0.00324593	0.00418593	-2.58088	-3.33143	-3.0771	-2.39893	0.361745	2.624089	0.004830576	0.0070907	0.2589918	8.077692e-07	5.7416e-06	0.002080389	0.1400174	0.0271079	0.0712833	0.175023	0.0993843	0.0708788	0.556323	0.174167	0.012533	0.0809243	0.302117	0.0217403	0.140375	-1.74774	-4.37939	-2.51424	0.5508	0.401822
