Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction_alpha[1]	extinction_alpha[2]	extinction_alpha[3]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	q_12	q_13	q_21	q_23	q_31	q_32	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation_alpha[1]	speciation_alpha[2]	speciation_alpha[3]	speciation_beta[1]	speciation_beta[2]
1557	-8371.924	-8372.118	0.1939684	0.0225863	0.073719	0.0386557	0.00141429	0.00461608	0.00242051	-3.79041	-2.60749	-3.25306	-2.77071	-0.495976	2.64571	8.063531e-06	0.001533756	0.2206254	3.887319e-05	0.0008780804	2.158084e-05	0.1234026	0.046119	0.0147373	0.0940004	0.182488	0.000452345	0.662203	0.222488	0.0110528	0.0966303	0.275271	0.013675	0.119555	-1.50288	-4.50507	-2.33686	0.212881	1.08306
1558	-8372.843	-8373.529	0.6862213	0.02289	0.0750683	0.0416346	0.00154249	0.00505864	0.00280564	-3.77705	-2.58936	-3.17882	-2.6973	-0.495976	2.575606	8.420908e-06	0.00107531	0.2206254	3.960876e-05	0.000862777	2.578342e-05	0.1234026	0.046119	0.0147373	0.0940004	0.182488	0.000452345	0.662203	0.215004	0.0110528	0.0992838	0.268099	0.0137823	0.123802	-1.5371	-4.50507	-2.30977	0.2207	1.03912
1559	-8371.414	-8372.464	1.050575	0.02289	0.0750683	0.0411777	0.00153484	0.00503352	0.00276108	-3.77705	-2.58936	-3.18986	-2.70228	-0.513969	2.527204	8.040967e-06	0.0007153778	0.2206254	1.646095e-05	0.001110201	2.061799e-05	0.1234026	0.0929399	0.029699	0.189431	0.367753	0.0160427	0.304134	0.209938	0.0101874	0.0989462	0.278542	0.0135165	0.13128	-1.56094	-4.5866	-2.31318	0.282757	1.12893
1560	-8370.804	-8371.438	0.6340074	0.02289	0.0711906	0.0411777	0.0015743	0.00489624	0.00283206	-3.77705	-2.64239	-3.18986	-2.67689	-0.455963	2.300646	7.381079e-06	0.0007153778	0.2369249	2.705356e-05	0.001565782	2.994658e-05	0.1234026	0.129605	0.0278218	0.198126	0.344508	0.0150286	0.284911	0.217471	0.0100987	0.0989462	0.297808	0.0138293	0.135498	-1.52569	-4.59535	-2.31318	0.314381	1.12893
1561	-8370.59	-8370.749	0.1583607	0.023282	0.0711906	0.0377884	0.0015587	0.00476611	0.00252988	-3.76007	-2.64239	-3.27575	-2.70383	-0.455963	2.24322	6.812889e-06	0.0008491953	0.2369249	4.375985e-05	0.001814227	2.863855e-05	0.1219643	0.198429	0.0262897	0.166322	0.325537	0.0142011	0.269221	0.217471	0.0100987	0.0896221	0.288366	0.0133908	0.118838	-1.52569	-4.59535	-2.41215	0.282163	1.19053
1562	-8371.588	-8371.188	-0.3999094	0.023282	0.0756619	0.0352824	0.00169337	0.00550313	0.0025662	-3.76007	-2.58148	-3.34437	-2.62096	-0.551301	2.144629	7.593493e-06	0.002317924	0.2369249	4.612383e-05	0.002013341	4.70933e-05	0.1137229	0.197959	0.0262274	0.165928	0.324765	0.0165381	0.268583	0.217471	0.0100987	0.0896221	0.288366	0.0133908	0.118838	-1.52569	-4.59535	-2.41215	0.282163	1.19523
1563	-8370.772	-8370.738	-0.03464979	0.0211683	0.0802589	0.0352824	0.0014132	0.00535812	0.00235547	-3.85525	-2.5225	-3.34437	-2.70664	-0.579722	1.889719	7.038656e-06	0.0008447135	0.2369249	5.644536e-05	0.001865731	4.635268e-05	0.1137229	0.217159	0.0255995	0.161955	0.31699	0.0161422	0.262154	0.217471	0.0100987	0.0896221	0.288366	0.0133908	0.118838	-1.52569	-4.59535	-2.41215	0.282163	1.19523
1564	-8372.344	-8372.512	0.1672301	0.0202331	0.0802589	0.0376282	0.00135684	0.0053822	0.00252337	-3.90044	-2.5225	-3.28	-2.70216	-0.579722	1.896382	6.950801e-06	0.001352442	0.2417133	5.818352e-05	0.002030115	1.884515e-05	0.1137229	0.218195	0.0257216	0.162728	0.318672	0.0112804	0.263404	0.217471	0.0103462	0.0983485	0.287956	0.0136995	0.130224	-1.52569	-4.57113	-2.31924	0.280741	1.19523
1565	-8371.516	-8372.022	0.5061545	0.0186183	0.0802589	0.0401153	0.00120209	0.00518193	0.00259005	-3.98361	-2.5225	-3.216	-2.74008	-0.516983	1.649535	6.809152e-06	0.0008761962	0.2417133	6.706774e-05	0.002030115	1.796944e-05	0.1137229	0.231708	0.0610713	0.172806	0.242719	0.011979	0.279717	0.215276	0.0104211	0.0920713	0.282465	0.0136737	0.120808	-1.53584	-4.56392	-2.38519	0.271636	1.16528
1566	-8370.814	-8371.339	0.5248185	0.0191104	0.0736246	0.0470961	0.00120665	0.00464876	0.00297371	-3.95752	-2.60878	-3.05556	-2.76238	-0.516983	1.725179	5.818037e-06	0.001093817	0.2417133	6.177608e-05	0.00188909	1.806844e-05	0.110741	0.384971	0.055159	0.156076	0.219222	0.0108193	0.173753	0.227686	0.0104211	0.0920713	0.29875	0.0136737	0.120808	-1.47979	-4.56392	-2.38519	0.271636	1.08422
1567	-8371.458	-8371.553	0.09495291	0.0190389	0.0730566	0.0469846	0.00120214	0.00461289	0.00296667	-3.96127	-2.61652	-3.05793	-2.76238	-0.505913	1.695685	5.309152e-06	0.001093817	0.2417133	8.992817e-05	0.002784929	1.965439e-05	0.1160281	0.384971	0.055159	0.156076	0.219222	0.0108193	0.173753	0.227686	0.0104211	0.0905556	0.29875	0.0136737	0.118819	-1.47979	-4.56392	-2.40179	0.271636	1.08422
1568	-8370.114	-8371.22	1.105489	0.0190389	0.0695799	0.0469846	0.00132554	0.00484433	0.00327119	-3.96127	-2.66528	-3.05793	-2.66467	-0.415569	1.520356	5.253751e-06	0.001128694	0.2417133	7.45665e-05	0.0012683	1.406897e-05	0.1160281	0.397534	0.056959	0.16117	0.226376	0.0180984	0.139864	0.227686	0.0104211	0.0905556	0.29875	0.0136737	0.118819	-1.47979	-4.56392	-2.40179	0.271636	1.17896
1569	-8370.117	-8371.083	0.9661815	0.0211394	0.0695799	0.0469846	0.00147341	0.0048497	0.00327481	-3.85662	-2.66528	-3.05793	-2.66356	-0.346404	1.476044	5.16165e-06	0.001236791	0.2417133	0.0001557929	0.001118587	1.406897e-05	0.1160281	0.0391054	0.0890042	0.251844	0.373215	0.0282805	0.218551	0.227686	0.0104211	0.0943786	0.29875	0.0136737	0.123835	-1.47979	-4.56392	-2.36044	0.271636	1.17896
1570	-8370.77	-8371.292	0.5219878	0.0211394	0.0693547	0.0465858	0.00147341	0.004834	0.00324701	-3.85662	-2.66852	-3.06646	-2.66356	-0.334448	1.447389	5.415616e-06	0.001236791	0.2417133	0.0002257236	0.0007979203	2.109175e-05	0.1160281	0.0413817	0.0359776	0.266503	0.394939	0.0299266	0.231272	0.227686	0.00905319	0.0943786	0.29875	0.0118788	0.123835	-1.47979	-4.70464	-2.36044	0.271636	1.17896
1571	-8371.04	-8371.55	0.5098434	0.0211394	0.0702843	0.0539799	0.00147223	0.00489487	0.00375937	-3.85662	-2.65521	-2.91914	-2.66436	-0.334448	1.412245	5.672714e-06	0.001161169	0.2417133	0.0002257236	0.0007581083	2.800965e-05	0.1160281	0.0523468	0.0455108	0.229313	0.499588	0.0378565	0.135385	0.227686	0.00858025	0.0943786	0.29875	0.0112582	0.123835	-1.47979	-4.75829	-2.36044	0.271636	1.13272
1572	-8373.574	-8373.901	0.327182	0.0211394	0.0773088	0.0580428	0.00147223	0.00538408	0.00404232	-3.85662	-2.55995	-2.84657	-2.66436	-0.443312	1.163575	5.670002e-06	0.002613097	0.2417133	0.0003591501	0.00110299	2.356859e-05	0.1039207	0.131178	0.0464024	0.136408	0.509375	0.0385981	0.138038	0.227686	0.00892913	0.0943786	0.285988	0.0112155	0.118545	-1.47979	-4.71844	-2.36044	0.227979	1.03398
1573	-8372.412	-8372.952	0.5394259	0.0211177	0.0773088	0.0534982	0.00151454	0.00554453	0.00383685	-3.85764	-2.55995	-2.92811	-2.635	-0.343743	1.044663	5.432174e-06	0.001890061	0.2417133	0.00081269	0.00079509	1.889764e-05	0.1156023	0.134659	0.0476338	0.11349	0.522893	0.0396225	0.141701	0.226599	0.00892913	0.0943786	0.284621	0.0112155	0.118545	-1.48457	-4.71844	-2.36044	0.227979	0.979623
1574	-8372.703	-8373.07	0.3666693	0.0196464	0.0838812	0.0580682	0.00131276	0.00560489	0.00388008	-3.92986	-2.47835	-2.84614	-2.70576	-0.343743	0.8993914	5.152868e-06	0.001567695	0.2417133	0.001006046	0.00079509	2.258734e-05	0.1156023	0.134831	0.0476243	0.113467	0.522789	0.0396146	0.141673	0.226599	0.00892913	0.0943786	0.284621	0.0112155	0.118545	-1.48457	-4.71844	-2.36044	0.227979	0.979623
1575	-8372.854	-8373.227	0.373344	0.0196464	0.0860019	0.0580682	0.00126473	0.00553633	0.00373811	-3.92986	-2.45339	-2.84614	-2.74304	-0.451	0.9870037	4.488677e-06	0.001567695	0.2417133	0.001006046	0.0006982717	2.172743e-05	0.1156023	0.0757598	0.0267594	0.0637557	0.293748	0.460373	0.0796039	0.226599	0.00937769	0.0943786	0.284621	0.0117789	0.118545	-1.48457	-4.66942	-2.36044	0.227979	0.920723
1576	-8373.456	-8374.252	0.7964852	0.0190816	0.0977369	0.0580682	0.00132517	0.00678759	0.00403269	-3.95903	-2.32548	-2.84614	-2.66718	-0.451	0.7613461	3.697495e-06	0.001350272	0.2417133	0.0008008312	0.0006982717	3.095294e-05	0.1156023	0.0757598	0.0267594	0.0637557	0.293748	0.460373	0.0796039	0.243935	0.00920477	0.0972006	0.306396	0.0115617	0.12209	-1.41085	-4.68803	-2.33098	0.227979	0.855147
1577	-8373.256	-8374.14	0.8840864	0.0208203	0.0977369	0.0580682	0.00144592	0.00678759	0.00403269	-3.87183	-2.32548	-2.84614	-2.66718	-0.522076	0.9271692	3.136623e-06	0.001094839	0.2417133	0.0008008312	0.0006982717	3.095294e-05	0.1156023	0.0757598	0.0267594	0.0637557	0.293748	0.460373	0.0796039	0.243935	0.00904929	0.0932225	0.298261	0.0110646	0.113984	-1.41085	-4.70507	-2.37277	0.201068	0.772801
1578	-8374.485	-8374.893	0.4087419	0.022048	0.0947175	0.0580682	0.00157069	0.00674767	0.00413677	-3.81454	-2.35686	-2.84614	-2.6417	-0.522076	0.7632374	3.789916e-06	0.001591981	0.2417133	0.001521836	0.00145269	3.442322e-05	0.1156023	0.068504	0.0789862	0.142775	0.0415715	0.416282	0.251882	0.243935	0.00994974	0.0979429	0.298261	0.0121656	0.119755	-1.41085	-4.61021	-2.32337	0.201068	0.793372
1579	-8373.199	-8374.234	1.035232	0.0239568	0.104382	0.0580682	0.00170668	0.0074362	0.00413677	-3.7315	-2.25969	-2.84614	-2.6417	-0.501624	0.765697	4.602032e-06	0.001240887	0.2417133	0.001179554	0.001120127	2.659658e-05	0.1156023	0.0856062	0.0987052	0.178419	0.0519499	0.520207	0.0651127	0.243935	0.00994974	0.0979429	0.298261	0.0121656	0.119755	-1.41085	-4.61021	-2.32337	0.201068	0.793372
1580	-8376.372	-8377.049	0.6771065	0.0246311	0.105012	0.0646045	0.0017891	0.0076276	0.00469259	-3.70374	-2.25368	-2.73947	-2.6223	-0.501624	0.702159	4.572188e-06	0.001660568	0.2417133	0.001567052	0.001536614	2.659658e-05	0.1234544	0.0856062	0.0987052	0.178419	0.0519499	0.520207	0.0651127	0.252071	0.00994974	0.106961	0.308209	0.0121656	0.130782	-1.37804	-4.61021	-2.23529	0.201068	0.847083
1581	-8375.02	-8375.477	0.4571771	0.0246311	0.114949	0.0646045	0.00178585	0.00833427	0.00468407	-3.70374	-2.16326	-2.73947	-2.62412	-0.501624	0.7360374	4.798103e-06	0.001600895	0.2417133	0.001751847	0.000961717	5.691365e-05	0.1234544	0.0865301	0.181777	0.0532472	0.0564344	0.565113	0.0568979	0.252071	0.00979737	0.106961	0.300005	0.0116604	0.127301	-1.37804	-4.62564	-2.23529	0.174089	0.847554
1582	-8373.592	-8374.701	1.108722	0.0222302	0.110615	0.068891	0.00152479	0.00758722	0.00472532	-3.80631	-2.2017	-2.67523	-2.67959	-0.501624	0.7763974	4.68142e-06	0.001600895	0.2417133	0.0007599193	0.0006528236	3.229153e-05	0.1234544	0.119847	0.251767	0.0737491	0.0781635	0.397668	0.0788054	0.235921	0.00979737	0.106961	0.280784	0.0116604	0.127301	-1.44426	-4.62564	-2.23529	0.174089	0.847554
1583	-8371.656	-8372.999	1.343036	0.0222302	0.108625	0.068891	0.00152479	0.00745074	0.00472532	-3.80631	-2.21985	-2.67523	-2.67959	-0.501624	0.7754315	4.138183e-06	0.001608618	0.2417133	0.0005468728	0.0006714151	2.011471e-05	0.1170638	0.0791777	0.166332	0.0487228	0.390983	0.262722	0.0520633	0.246958	0.00889884	0.106961	0.289422	0.010429	0.125353	-1.39854	-4.72183	-2.23529	0.158665	0.847554
1584	-8372.19	-8373.965	1.774849	0.0222302	0.107484	0.068891	0.00152479	0.00737244	0.00472532	-3.80631	-2.23042	-2.67523	-2.67959	-0.404273	0.6464435	4.174108e-06	0.001459738	0.2417133	0.0005468728	0.0009338955	1.221038e-05	0.1170638	0.0790181	0.165996	0.0486246	0.300681	0.353721	0.0519584	0.259722	0.00929059	0.106961	0.30438	0.0108881	0.125353	-1.34814	-4.67875	-2.23529	0.158665	0.771504
1585	-8371.941	-8374.009	2.068339	0.0228525	0.107484	0.0694068	0.00162242	0.00763085	0.00492757	-3.7787	-2.23042	-2.66777	-2.64514	-0.361694	0.7197585	3.377151e-06	0.001459738	0.2389539	0.0005468728	0.00120986	7.159978e-06	0.1170638	0.190125	0.0804216	0.0988877	0.150826	0.374073	0.105668	0.239363	0.00995765	0.106961	0.286625	0.0119238	0.128081	-1.42978	-4.60941	-2.23529	0.180194	0.842573
1586	-8372.523	-8374.381	1.858508	0.023712	0.107484	0.0640362	0.00168344	0.00763085	0.00454628	-3.74177	-2.23042	-2.74831	-2.64514	-0.307465	0.6090755	3.831303e-06	0.002261708	0.2389539	0.0005252139	0.001287572	8.483086e-06	0.1170638	0.194496	0.0822707	0.101161	0.154294	0.382674	0.0851044	0.254271	0.00995765	0.105743	0.304477	0.0119238	0.126622	-1.36935	-4.60941	-2.24674	0.180194	0.842573
1587	-8371.459	-8373.536	2.077634	0.023712	0.10833	0.0640362	0.00168344	0.00769093	0.00454628	-3.74177	-2.22257	-2.74831	-2.64514	-0.307465	0.48525	3.87731e-06	0.003732645	0.2378255	0.0002667918	0.0009615931	1.371579e-05	0.1170638	0.299749	0.126792	0.222105	0.237791	0.0734411	0.0401215	0.254271	0.00995765	0.105183	0.304477	0.0119238	0.125952	-1.36935	-4.60941	-2.25205	0.180194	0.74379
1588	-8372.088	-8374.18	2.091975	0.023712	0.10833	0.0624826	0.00160302	0.00732353	0.00422407	-3.74177	-2.22257	-2.77287	-2.69409	-0.339036	0.5008618	3.986334e-06	0.004954469	0.2378255	0.0002667918	0.0009615931	1.080394e-05	0.1170638	0.379211	0.118058	0.175581	0.22141	0.068382	0.0373576	0.254271	0.00995765	0.102036	0.284906	0.0111573	0.114329	-1.36935	-4.60941	-2.28243	0.113757	0.603152
1589	-8370.812	-8373.844	3.03238	0.0245778	0.107085	0.0624826	0.00166156	0.00723938	0.00422407	-3.70591	-2.23413	-2.77287	-2.69409	-0.339036	0.4828945	4.097508e-06	0.004091708	0.2378255	0.0001486268	0.0003782305	9.621301e-06	0.1170638	0.406118	0.0554811	0.188039	0.23712	0.0732339	0.0400083	0.254271	0.00970106	0.102036	0.284906	0.0108698	0.114329	-1.36935	-4.63552	-2.28243	0.113757	0.588464
1590	-8369.92	-8372.951	3.031293	0.0269302	0.1072	0.065923	0.00182059	0.00724718	0.00445666	-3.61451	-2.23306	-2.71927	-2.69409	-0.386196	0.4202732	3.686569e-06	0.004105107	0.2378255	0.0002430921	0.000305339	8.570942e-06	0.1170638	0.383573	0.0575873	0.195177	0.246121	0.076014	0.0415271	0.254271	0.00970106	0.107069	0.284906	0.0108698	0.119968	-1.36935	-4.63552	-2.23428	0.113757	0.676814
1591	-8368.474	-8372.562	4.088101	0.0290021	0.0995075	0.065678	0.00207634	0.00712403	0.00470208	-3.54039	-2.30752	-2.72299	-2.63676	-0.386196	0.3690174	3.68125e-06	0.001741015	0.2378255	9.976507e-05	0.0002223152	1.349584e-05	0.1170638	0.364679	0.0547506	0.185563	0.233998	0.0722697	0.0887394	0.254271	0.00970106	0.107069	0.284906	0.0108698	0.119968	-1.36935	-4.63552	-2.23428	0.113757	0.701184
1592	-8368.547	-8371.878	3.331231	0.0290021	0.0927534	0.065678	0.00193122	0.00617638	0.00437345	-3.54039	-2.37781	-2.72299	-2.70921	-0.355537	0.3299711	3.617945e-06	0.001986718	0.2378255	0.000223269	0.0002885208	1.349584e-05	0.1170638	0.364679	0.0547506	0.185563	0.233998	0.0722697	0.0887394	0.254271	0.00975073	0.107069	0.288997	0.0110824	0.121691	-1.36935	-4.63041	-2.23428	0.128013	0.701184
1593	-8370.151	-8373.9	3.748841	0.0316532	0.0783643	0.065678	0.00221647	0.00548735	0.00459901	-3.45292	-2.54639	-2.72299	-2.65892	-0.268196	0.3110695	3.94785e-06	0.001977573	0.2378255	0.0001162264	0.0001807364	2.029925e-05	0.1170638	0.0304688	0.0678388	0.300467	0.378893	0.0786447	0.143688	0.248611	0.00917199	0.0978267	0.301663	0.0111292	0.118702	-1.39187	-4.6916	-2.32456	0.193421	0.701184
1594	-8368.923	-8372.943	4.020636	0.0300161	0.0844306	0.065678	0.00231819	0.0065207	0.00507241	-3.50602	-2.47183	-2.72299	-2.56095	-0.191039	0.2963825	4.041769e-06	0.002799222	0.2378255	0.0001162264	0.0001849612	1.932095e-05	0.1170638	0.0376065	0.0631445	0.279675	0.521858	0.0732027	0.0245132	0.244899	0.0098783	0.0978267	0.297158	0.0119863	0.118702	-1.40691	-4.61742	-2.32456	0.193421	0.666124
1595	-8368.841	-8373.075	4.234419	0.0293535	0.0844306	0.0608508	0.00226701	0.0065207	0.0046996	-3.52834	-2.47183	-2.79933	-2.56095	-0.118306	0.2851671	4.942324e-06	0.002257354	0.2479711	5.690229e-05	0.000192812	2.700664e-05	0.1170638	0.056247	0.0944436	0.418303	0.31378	0.0805627	0.0366638	0.244899	0.0098783	0.0978267	0.297158	0.0119863	0.118702	-1.40691	-4.61742	-2.32456	0.193421	0.666124
1596	-8370.236	-8373.496	3.260597	0.0293535	0.0781918	0.0608508	0.00226701	0.00603887	0.0046996	-3.52834	-2.54859	-2.79933	-2.56095	-0.13426	0.2952364	4.714309e-06	0.002257354	0.2469967	0.0001174884	0.0004644849	3.186813e-05	0.1170638	0.0550091	0.092365	0.409097	0.306874	0.100798	0.0358569	0.241605	0.00946315	0.094791	0.300996	0.0117893	0.118092	-1.42045	-4.66035	-2.35608	0.21979	0.626715
1597	-8370.444	-8373.194	2.750308	0.0305794	0.0781918	0.0608508	0.00236169	0.00603887	0.0046996	-3.48743	-2.54859	-2.79933	-2.56095	-0.13426	0.2738077	4.243642e-06	0.003449772	0.2469967	0.0001831354	0.0006525543	2.588518e-05	0.1170638	0.0438755	0.126974	0.397833	0.298425	0.0980225	0.0348696	0.237347	0.00946315	0.0984838	0.310041	0.0123615	0.128647	-1.43823	-4.66035	-2.31786	0.267182	0.663533
1598	-8371.156	-8373.174	2.017706	0.0277073	0.0791207	0.0608508	0.00206224	0.0058889	0.00452908	-3.58606	-2.53678	-2.79933	-2.59791	-0.13426	0.2685168	4.674409e-06	0.003103027	0.2469967	0.000120919	0.001298722	5.751146e-05	0.1170638	0.058867	0.170358	0.192084	0.400391	0.131515	0.0467839	0.237347	0.00886429	0.0981749	0.310041	0.0115792	0.128244	-1.43823	-4.72572	-2.321	0.267182	0.608439
1599	-8371.049	-8374.018	2.969664	0.0272637	0.0844379	0.0608508	0.00224116	0.00694104	0.00500212	-3.6022	-2.47174	-2.79933	-2.49856	0.0280918	0.2762671	5.200363e-06	0.002346643	0.2428045	3.748436e-05	0.0008261803	9.019771e-05	0.1170638	0.0347641	0.100606	0.113436	0.236453	0.0776667	0.437074	0.23584	0.00886429	0.0981749	0.308073	0.0115792	0.128244	-1.4446	-4.72572	-2.321	0.267182	0.653513
1600	-8371.319	-8373.996	2.67693	0.0262148	0.0844379	0.0608508	0.00215493	0.00694104	0.00500212	-3.64143	-2.47174	-2.79933	-2.49856	-0.00460356	0.2539179	7.098829e-06	0.003746107	0.2428045	3.10193e-05	0.001086643	8.852186e-05	0.1170638	0.0248814	0.150486	0.169677	0.390799	0.156832	0.107325	0.23584	0.00886429	0.0939349	0.308073	0.0115792	0.122705	-1.4446	-4.72572	-2.36515	0.267182	0.653513
1601	-8370.797	-8373.868	3.070975	0.0250134	0.0844379	0.0586569	0.00205618	0.00694104	0.00482177	-3.68834	-2.47174	-2.83605	-2.49856	-0.00460356	0.2384707	6.252543e-06	0.003746107	0.2428045	1.776998e-05	0.001271502	5.560459e-05	0.1170638	0.036695	0.221936	0.108732	0.243059	0.231296	0.158282	0.23584	0.00917718	0.0963884	0.308073	0.0119879	0.12591	-1.4446	-4.69104	-2.33937	0.267182	0.70638
1602	-8371.757	-8374.283	2.525724	0.0250134	0.0844379	0.0586569	0.00205618	0.00694104	0.00482177	-3.68834	-2.47174	-2.83605	-2.49856	-0.1805	0.2355791	6.436773e-06	0.003190321	0.2428045	2.584272e-05	0.001014794	0.0001263347	0.1158388	0.036695	0.221936	0.108732	0.243059	0.231296	0.158282	0.227175	0.00834951	0.0907636	0.291089	0.0106986	0.1163	-1.48204	-4.78555	-2.3995	0.247911	0.69442
1603	-8371.91	-8374.026	2.115812	0.0253092	0.0879013	0.0610334	0.00204305	0.0070957	0.00492683	-3.67659	-2.43154	-2.79633	-2.51672	-0.196692	0.2480727	7.207522e-06	0.003582971	0.2428045	1.987139e-05	0.001092941	0.0001993872	0.1158388	0.036695	0.221936	0.108732	0.243059	0.231296	0.158282	0.227175	0.00791375	0.094393	0.306064	0.0106619	0.127172	-1.48204	-4.83915	-2.36029	0.298074	0.743802
1604	-8370.708	-8372.602	1.894438	0.0253092	0.099855	0.0553223	0.00194725	0.00768271	0.00425642	-3.67659	-2.30404	-2.89458	-2.56475	-0.432774	0.2484152	6.14201e-06	0.005671193	0.2428045	1.627583e-05	0.0007267406	0.0002864386	0.1158388	0.0449408	0.271808	0.133166	0.297677	0.0585587	0.19385	0.227175	0.00870589	0.094393	0.296792	0.0113738	0.12332	-1.48204	-4.74376	-2.36029	0.267312	0.84219
1605	-8371.189	-8373.128	1.938896	0.0244601	0.0973799	0.0591051	0.00188193	0.00749227	0.00454746	-3.71071	-2.32914	-2.82844	-2.56475	-0.432774	0.1789747	5.88011e-06	0.003626215	0.2428045	2.617256e-05	0.0004919572	0.0002730071	0.1158388	0.0606959	0.277207	0.101084	0.30359	0.0597219	0.1977	0.227175	0.00840038	0.100413	0.292835	0.0108284	0.129436	-1.48204	-4.77948	-2.29846	0.253891	1.021
1606	-8370.244	-8372.373	2.129251	0.0222277	0.0899318	0.0564202	0.00170355	0.00689245	0.00432409	-3.80642	-2.4087	-2.87493	-2.56862	-0.432774	0.1699464	6.590267e-06	0.0062472	0.2428045	1.739967e-05	0.0001776618	0.0003590784	0.1158388	0.0618495	0.0908761	0.103006	0.459663	0.060857	0.223749	0.227175	0.00880131	0.0979168	0.292835	0.0113452	0.126218	-1.48204	-4.73285	-2.32364	0.253891	1.07154
1607	-8370.308	-8372.625	2.317665	0.0234723	0.0769988	0.0598099	0.00179894	0.00590126	0.00458388	-3.75194	-2.56397	-2.81658	-2.56862	-0.431473	0.1764107	5.593548e-06	0.0062472	0.2428045	1.359477e-05	0.0001237326	0.0004783648	0.1158388	0.0746779	0.109725	0.124371	0.328447	0.0926214	0.270158	0.227175	0.00906445	0.0979168	0.292835	0.0116844	0.126218	-1.48204	-4.70339	-2.32364	0.253891	1.14888
1608	-8370.584	-8372.446	1.861932	0.0234723	0.0769988	0.0638585	0.00159697	0.00523873	0.00434471	-3.75194	-2.56397	-2.75109	-2.68771	-0.531345	0.1647161	5.069488e-06	0.005730057	0.2428045	1.395525e-05	0.0001251062	0.0007450717	0.1202808	0.101497	0.14913	0.135317	0.120994	0.125884	0.367178	0.227175	0.00968219	0.0979168	0.292835	0.0124807	0.126218	-1.48204	-4.63747	-2.32364	0.253891	1.18411
1609	-8369.742	-8372.254	2.511811	0.0199527	0.0769988	0.0638585	0.00163698	0.00631719	0.00523912	-3.91439	-2.56397	-2.75109	-2.50052	-0.45657	0.1713715	6.018452e-06	0.008909955	0.242091	9.19432e-06	0.0001251062	0.0005510861	0.1202808	0.248641	0.15599	0.0576198	0.126559	0.0271229	0.384067	0.227175	0.011153	0.0979168	0.295568	0.0145108	0.127396	-1.48204	-4.49604	-2.32364	0.263181	1.22853
1610	-8371.216	-8374.121	2.905415	0.0196956	0.0769988	0.0638585	0.00156089	0.00610218	0.00506081	-3.92736	-2.56397	-2.75109	-2.53514	-0.45657	0.1650693	5.922062e-06	0.006109016	0.242091	9.19432e-06	7.861514e-05	0.0003693617	0.1350102	0.243122	0.152527	0.0563409	0.145946	0.0265208	0.375543	0.227175	0.011153	0.096799	0.31527	0.015478	0.134336	-1.48204	-4.49604	-2.33512	0.327709	1.22328
1611	-8369.928	-8373.112	3.183908	0.0198001	0.0713544	0.0608527	0.00148418	0.00534861	0.00456141	-3.92207	-2.6401	-2.7993	-2.59082	-0.42055	0.1653521	6.596985e-06	0.007730426	0.242091	9.19432e-06	3.424479e-05	0.0003735808	0.1350102	0.225358	0.141383	0.0522242	0.20835	0.024583	0.348103	0.223952	0.0118897	0.0944418	0.297608	0.0158002	0.125503	-1.49632	-4.43208	-2.35977	0.284346	1.22328
1612	-8368.245	-8370.913	2.667824	0.0191766	0.0713544	0.0603765	0.00143744	0.00534861	0.00452572	-3.95407	-2.6401	-2.80716	-2.59082	-0.44825	0.1447538	4.370686e-06	0.009697782	0.242091	7.197709e-06	5.246199e-05	0.0006417314	0.1350102	0.225358	0.141383	0.0522242	0.20835	0.024583	0.348103	0.216014	0.0118897	0.100753	0.294967	0.0162354	0.137578	-1.53241	-4.43208	-2.29508	0.311521	1.22367
1613	-8367.738	-8370.58	2.841511	0.0175314	0.0713544	0.0658056	0.00131412	0.00534861	0.00493268	-4.04376	-2.6401	-2.72105	-2.59082	-0.515078	0.1763375	5.425942e-06	0.005967275	0.2422166	7.788647e-06	2.758243e-05	0.000898954	0.1350102	0.200232	0.12562	0.0464017	0.296611	0.0218423	0.309293	0.216014	0.0118897	0.100122	0.294967	0.0162354	0.136717	-1.53241	-4.43208	-2.30136	0.311521	1.2632
1614	-8371	-8372.969	1.96924	0.0175314	0.0713544	0.0703534	0.00131589	0.00535578	0.00528065	-4.04376	-2.6401	-2.65422	-2.58948	-0.515078	0.1575161	4.126137e-06	0.006600064	0.2422166	9.215094e-06	2.962573e-05	0.003020398	0.1350102	0.0391506	0.152728	0.0556231	0.355557	0.026183	0.370759	0.216014	0.0115354	0.0953755	0.294967	0.0157515	0.130235	-1.53241	-4.46234	-2.34993	0.311521	1.34847
1615	-8370.777	-8373.26	2.483412	0.0197147	0.0734443	0.0703534	0.00147976	0.00551265	0.00528065	-3.92639	-2.61123	-2.65422	-2.58948	-0.515078	0.1431591	4.398935e-06	0.004783124	0.2347123	5.971945e-06	2.836041e-05	0.003020398	0.1350102	0.0232995	0.14073	0.100583	0.327627	0.0661253	0.341635	0.212272	0.0115354	0.0953755	0.289857	0.0157515	0.130235	-1.54989	-4.46234	-2.34993	0.311521	1.44551
