Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extra[1]	extra[2]	extra[3]	extra[4]	extra[5]	extra[6]	hidden_rate1	hidden_rate2	q_12	q_13	q_21	q_23	q_31	q_32	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation_alpha[1]	speciation_alpha[2]	speciation_alpha[3]	speciation_beta[1]	speciation_beta[2]
54	-9662.33	-9678.062	15.73153	0.0764483	0.0590372	0.0527635	0.660986	0.645604	0.683961	0.0281402	0.0124083	0.00239604	0.00754388	0.014876	0.00266354	0.002817368	0.1514235	0.003548166	0.002363229	0.003219592	0.0008431748	0.006052124	0.01202622	0.120146	0.232423	0.153485	0.406018	0.0173628	0.0705661	0.0603852	0.0582861	0.0629593	0.816803	0.78841	0.851622	-2.80701	-2.84239	-2.76527	2.60465	0.191632
55	-9662.09	-9677.808	15.71817	0.0721121	0.0599569	0.0532347	0.613594	0.670223	0.703373	0.0281402	0.0124083	0.00239604	0.00754388	0.014876	0.00268028	0.002635172	0.1576319	0.003060698	0.00161752	0.003219592	0.0008431748	0.009520239	0.01202622	0.0941396	0.182113	0.120262	0.318132	0.0136045	0.271749	0.0549649	0.0594358	0.0635484	0.757563	0.819183	0.875866	-2.90106	-2.82286	-2.75595	2.62341	0.181518
56	-9659.263	-9675.135	15.87272	0.0759273	0.0599569	0.0543675	0.666178	0.6669	0.708989	0.0281402	0.0124083	0.00304091	0.00754388	0.0115532	0.00157163	0.00237879	0.1576319	0.003060698	0.001596413	0.003219592	0.0008431748	0.008575042	0.01202622	0.0933391	0.180564	0.119239	0.315427	0.0219921	0.269438	0.0597339	0.0594358	0.0641582	0.823293	0.819183	0.884272	-2.81786	-2.82286	-2.7464	2.62341	0.140375
57	-9667.027	-9683.027	15.99991	0.0802375	0.0668614	0.0526434	0.700629	0.762063	0.69997	0.0299508	0.0124083	0.00193181	0.00754388	0.0115532	0.00102966	0.002604401	0.1662655	0.003060698	0.002119237	0.003219592	0.001188581	0.008575042	0.007335278	0.0900644	0.174229	0.115056	0.30436	0.0563045	0.259985	0.0628584	0.0680664	0.0633894	0.866356	0.938137	0.873676	-2.76687	-2.68727	-2.75846	2.62341	0.0174199
58	-9664.531	-9680.149	15.61771	0.0798335	0.0636653	0.0504083	0.694432	0.718012	0.662311	0.0299508	0.0124083	0.00241793	0.00691544	0.0115532	0.000875802	0.002482487	0.1661295	0.003742183	0.002119237	0.003502726	0.001532103	0.008575042	0.007335278	0.0900644	0.174229	0.115056	0.30436	0.0563045	0.259985	0.0623534	0.0640713	0.059988	0.859396	0.883073	0.826794	-2.77494	-2.74776	-2.81361	2.62341	0.0772017
59	-9652.348	-9668.085	15.73724	0.0667224	0.0555692	0.0549306	0.688086	0.677437	0.701637	0.015801	0.00584978	0.00241793	0.0085588	0.0139515	0.000875802	0.002433074	0.1591891	0.003742183	0.001852111	0.003502726	0.001226303	0.006700872	0.0150927	0.0866436	0.167612	0.110686	0.292801	0.0921468	0.250111	0.0636518	0.0621492	0.0656408	0.849409	0.829357	0.875951	-2.75433	-2.77822	-2.72356	2.59111	0.00122795
60	-9650.73	-9666.485	15.75547	0.0601306	0.0599093	0.0543919	0.643301	0.679818	0.689804	0.0117772	0.00918497	0.00187925	0.0085588	0.0139515	0.000462722	0.002381679	0.1476015	0.003742183	0.002437501	0.003502726	0.001117923	0.006700872	0.01201869	0.0712122	0.35803	0.0488055	0.240652	0.0757352	0.205565	0.0604417	0.0634054	0.0656408	0.793428	0.832333	0.861677	-2.80608	-2.75821	-2.72356	2.57468	0.0254932
61	-9651.626	-9667.302	15.676	0.0577323	0.061064	0.0528502	0.643301	0.653529	0.669567	0.00937892	0.0122456	0.00187925	0.0085588	0.0126817	0.000462722	0.002230459	0.1524595	0.003742183	0.002437183	0.003502726	0.001117923	0.004869624	0.01061405	0.112622	0.396996	0.0541172	0.266843	0.0670636	0.102359	0.0604417	0.061023	0.0637137	0.793428	0.801059	0.83638	-2.80608	-2.7965	-2.75336	2.57468	0.297267
62	-9652.018	-9667.701	15.68291	0.0529912	0.061064	0.0504001	0.584908	0.653634	0.631819	0.0091434	0.0122456	0.00230674	0.00921637	0.0126817	0.000385907	0.00211948	0.1501017	0.003742183	0.001813338	0.003502726	0.001117923	0.006949811	0.008515411	0.151749	0.201988	0.0729186	0.191449	0.0903628	0.291532	0.0548098	0.061023	0.0601167	0.719614	0.80119	0.789291	-2.90389	-2.7965	-2.81147	2.57485	0.297267
63	-9650.27	-9666.099	15.82857	0.0508479	0.061064	0.0497566	0.551907	0.655451	0.629177	0.00978028	0.0122456	0.00230674	0.00769096	0.00852375	0.000385907	0.00178763	0.1501406	0.003742183	0.001421096	0.003037915	0.001117923	0.006949811	0.00884002	0.149118	0.202614	0.0731447	0.192043	0.090643	0.292436	0.0513345	0.061023	0.0593123	0.68027	0.808659	0.785989	-2.96939	-2.7965	-2.82494	2.58413	0.28473
64	-9652.673	-9668.334	15.66119	0.0471426	0.061064	0.0515364	0.598773	0.709939	0.707793	0.00607498	0.0122456	0.00230674	0.00872021	0.00852375	0.00047001	0.002214253	0.1579093	0.003742183	0.002103984	0.003433871	0.001117923	0.006949811	0.008360961	0.19154	0.106873	0.0939529	0.115576	0.116429	0.375629	0.0513345	0.061023	0.061537	0.737566	0.87677	0.884154	-2.96939	-2.7965	-2.78812	2.66499	0.155088
65	-9651.043	-9666.736	15.69308	0.0523284	0.061064	0.0513998	0.668857	0.70527	0.701135	0.00607498	0.0122456	0.00230674	0.00872021	0.00852375	0.00047001	0.001990361	0.1557493	0.00385418	0.001446109	0.003318064	0.001573376	0.006949811	0.008360961	0.199226	0.121945	0.0977232	0.139762	0.050641	0.390703	0.0578167	0.061023	0.0613663	0.825171	0.870932	0.875832	-2.85048	-2.7965	-2.79089	2.65831	0.214208
66	-9646.736	-9662.485	15.74896	0.0540113	0.0623691	0.0513998	0.608828	0.634592	0.61434	0.00607498	0.0122456	0.00230674	0.00961536	0.00803714	0.000667158	0.001837266	0.1499108	0.004305275	0.001446109	0.003318064	0.001099538	0.006949811	0.01181049	0.108158	0.133514	0.106994	0.153022	0.0705415	0.42777	0.0599204	0.0626545	0.0613663	0.749016	0.783193	0.767091	-2.81474	-2.77012	-2.79089	2.52574	0.272371
67	-9642.568	-9658.18	15.61266	0.0529819	0.0575644	0.0538828	0.611771	0.651486	0.663132	0.00607498	0.00744078	0.00230674	0.00961536	0.00803714	0.00103686	0.001674497	0.1503751	0.004305275	0.002474378	0.003318064	0.001093644	0.006169658	0.01181049	0.105475	0.130202	0.129146	0.149226	0.0687917	0.417159	0.0586336	0.0626545	0.0644701	0.752695	0.804311	0.827619	-2.83645	-2.77012	-2.74155	2.55235	0.195113
68	-9643.879	-9659.843	15.96443	0.0481412	0.0542261	0.0501074	0.588548	0.623559	0.629345	0.00406327	0.00744078	0.00230674	0.00917221	0.00859683	0.00103686	0.001614194	0.139964	0.00482287	0.001129353	0.003479515	0.001093644	0.006169658	0.00932405	0.222446	0.123063	0.0397216	0.155462	0.0650199	0.394287	0.0550974	0.0584816	0.0597508	0.724219	0.768703	0.785385	-2.89865	-2.83904	-2.81757	2.57599	0.169865
69	-9650.241	-9666.233	15.99126	0.0440215	0.0522626	0.0548016	0.579579	0.629091	0.727633	0.00267499	0.00744078	0.00230674	0.00719541	0.00859683	0.000915529	0.001655258	0.1588269	0.005247466	0.0006054442	0.003479515	0.001576234	0.006169658	0.00932405	0.0955845	0.126223	0.0407415	0.159453	0.173588	0.404409	0.0516832	0.0560273	0.0656186	0.71548	0.775618	0.908396	-2.96262	-2.88192	-2.7239	2.62782	0.149694
70	-9647.191	-9662.977	15.78574	0.0440215	0.0510541	0.0553702	0.603894	0.680033	0.742996	0.00267499	0.00444554	0.00383608	0.00826166	0.00859683	0.000602947	0.001803707	0.148547	0.005247466	0.0008854003	0.003479515	0.001576234	0.004927594	0.01025577	0.0955845	0.126223	0.0407415	0.159453	0.173588	0.404409	0.0516832	0.0582607	0.0644176	0.744541	0.839295	0.927991	-2.96262	-2.84283	-2.74237	2.66763	0.213839
71	-9643.477	-9659.892	16.41467	0.0521	0.0511147	0.0578045	0.677554	0.639277	0.731347	0.00267499	0.00444554	0.00383608	0.00826166	0.00730312	0.000529949	0.001842394	0.1543095	0.003459193	0.001112258	0.002442527	0.001087852	0.004927594	0.01025577	0.109197	0.0942038	0.0465436	0.0897426	0.19831	0.462003	0.0617813	0.0583364	0.0674605	0.836616	0.789967	0.913522	-2.78415	-2.84153	-2.69621	2.60576	0.213839
72	-9641.394	-9657.829	16.43468	0.0521	0.0535235	0.0521345	0.645279	0.621453	0.619707	0.00267499	0.00546354	0.00383608	0.0116583	0.00533211	0.000529949	0.001765246	0.1566209	0.003586152	0.001401092	0.002564352	0.001087852	0.004927594	0.01025577	0.0919585	0.0793322	0.0391959	0.0755753	0.32487	0.389068	0.0617813	0.060075	0.060373	0.792026	0.770151	0.773972	-2.78415	-2.81216	-2.80721	2.55099	0.0501892
73	-9640.096	-9656.446	16.34928	0.0510968	0.0562041	0.050628	0.638941	0.660732	0.624385	0.00253302	0.00546354	0.00232962	0.0116583	0.00533211	0.000529949	0.001860605	0.1566209	0.003502884	0.001212669	0.002564352	0.001087852	0.00723	0.01025577	0.0919585	0.0793322	0.0391959	0.0755753	0.32487	0.389068	0.0607047	0.0634257	0.060373	0.784103	0.81925	0.779818	-2.80173	-2.75789	-2.80721	2.55852	0.0378224
74	-9640.113	-9656.089	15.97597	0.053692	0.053242	0.0561651	0.628971	0.601566	0.653041	0.00253302	0.00401857	0.0022956	0.0092928	0.00533211	0.000529949	0.002303335	0.1524347	0.003502884	0.001760147	0.003496402	0.001540155	0.00723	0.01025577	0.158416	0.0991847	0.0490045	0.0944876	0.406167	0.19274	0.0639487	0.0615293	0.0673369	0.774598	0.745292	0.815638	-2.74967	-2.78824	-2.69805	2.49426	0.0256676
75	-9638.691	-9654.289	15.5982	0.0482492	0.0512032	0.0506055	0.581448	0.613363	0.595566	0.00161883	0.00173762	0.0022956	0.00690439	0.00388643	0.000329111	0.00259158	0.1486782	0.003502884	0.001760147	0.003496402	0.001508444	0.00723	0.01246584	0.162708	0.101872	0.0232401	0.0970474	0.417171	0.197962	0.058288	0.061832	0.0603874	0.71818	0.761846	0.744047	-2.84236	-2.78333	-2.80698	2.51132	0.228746
76	-9639.262	-9655.067	15.80537	0.0501838	0.0519873	0.0570071	0.607341	0.613102	0.662768	0.00162962	0.00252168	0.00324367	0.00909369	0.0036253	0.000335579	0.002849196	0.1506894	0.004330356	0.001513189	0.003496402	0.001508444	0.005649826	0.01009703	0.162708	0.101872	0.0232401	0.0970474	0.417171	0.197962	0.0606928	0.061832	0.0672043	0.74781	0.761846	0.82804	-2.80193	-2.78333	-2.70002	2.51132	0.278163
77	-9638.482	-9654.18	15.6985	0.0546355	0.051069	0.0518274	0.660585	0.601067	0.610872	0.00151812	0.00252168	0.00229244	0.00611341	0.00290315	0.00054027	0.002692369	0.149792	0.003866322	0.001513189	0.003496402	0.0014715	0.008098273	0.01009703	0.159366	0.0833033	0.0227628	0.13207	0.408602	0.193896	0.0663967	0.0606842	0.0619187	0.818089	0.747704	0.762915	-2.71211	-2.80207	-2.78193	2.51132	0.278163
78	-9641.297	-9656.647	15.35003	0.0506048	0.0534602	0.0516995	0.613777	0.626979	0.609273	0.00115281	0.00269775	0.00229244	0.00446773	0.00152337	0.000517979	0.002713776	0.1551479	0.005389763	0.002845354	0.002765185	0.0014715	0.007994151	0.01112823	0.161963	0.084661	0.00683557	0.134223	0.415261	0.197056	0.061815	0.0634531	0.0617588	0.761637	0.78182	0.760944	-2.78361	-2.75745	-2.78452	2.51132	0.206578
79	-9649.37	-9664.711	15.34105	0.0510241	0.0576844	0.0561723	0.61375	0.661413	0.674117	0.00157213	0.0041512	0.00149192	0.00444064	0.00181785	0.000386898	0.003555691	0.1730926	0.005389763	0.002845354	0.003608038	0.0014715	0.007292605	0.01112823	0.173434	0.0906573	0.00731971	0.143729	0.373846	0.211013	0.061815	0.0669165	0.0683505	0.761637	0.824494	0.842162	-2.78361	-2.70431	-2.68311	2.51132	0.170436
80	-9646.406	-9661.921	15.51491	0.0554411	0.058929	0.0546781	0.62909	0.662757	0.642087	0.00348549	0.0041512	0.00149192	0.00220307	0.00181785	0.000352108	0.003443281	0.1604575	0.004145834	0.002845354	0.003572507	0.0014715	0.007801972	0.01112823	0.173434	0.0906573	0.00731971	0.143729	0.373846	0.211013	0.0649445	0.0684723	0.0664827	0.783608	0.826174	0.802168	-2.73422	-2.68133	-2.71081	2.49038	0.153429
81	-9642.844	-9658.452	15.6077	0.0545429	0.0572541	0.0534328	0.62909	0.641283	0.627099	0.00258731	0.00425599	0.00149192	0.00220307	0.00181785	0.000389292	0.003121604	0.1564368	0.004145834	0.002845354	0.003572507	0.00116713	0.007910381	0.01112823	0.108356	0.0775547	0.00920387	0.115716	0.319815	0.369355	0.0649445	0.0662477	0.0649262	0.783608	0.799332	0.783387	-2.73422	-2.71436	-2.7345	2.49038	0.153429
82	-9645.898	-9661.534	15.63635	0.0473297	0.0536281	0.0563859	0.567319	0.619454	0.69452	0.00258731	0.00478354	0.00149192	0.00155471	0.00181785	0.000389292	0.003027046	0.1585629	0.004390536	0.003050003	0.002455743	0.001751247	0.005267707	0.01112823	0.127916	0.0915543	0.0108653	0.105839	0.227797	0.436028	0.055928	0.0610557	0.0686174	0.707206	0.772045	0.867664	-2.88369	-2.79597	-2.67921	2.53726	0.120623
83	-9649.391	-9665.405	16.01398	0.04932	0.0500599	0.0595569	0.59245	0.574096	0.72052	0.00258731	0.00478354	0.00260678	0.00151759	0.00157873	0.000389292	0.003202588	0.1500196	0.004390536	0.00138902	0.002007925	0.001765839	0.005267707	0.01112823	0.155104	0.111014	0.0305951	0.128335	0.276215	0.298737	0.0584159	0.0565955	0.0711876	0.738665	0.715646	0.900163	-2.84017	-2.87183	-2.64244	2.53726	0.239988
84	-9651.094	-9666.976	15.88237	0.0516434	0.0508841	0.0560753	0.612975	0.574096	0.676496	0.00332261	0.00560774	0.00260678	0.0019618	0.00157873	0.000389292	0.003058081	0.1575574	0.004895102	0.001386999	0.001859453	0.001765839	0.006280224	0.01112823	0.156116	0.111739	0.0242681	0.129172	0.278018	0.300686	0.060401	0.0565955	0.0668357	0.763766	0.715646	0.845133	-2.80675	-2.87183	-2.70552	2.53726	0.248396
85	-9645.173	-9661.073	15.8993	0.0521525	0.058556	0.0560753	0.643964	0.671053	0.703158	0.00332261	0.00760972	0.00260678	0.00211069	0.00138158	0.000331028	0.003058888	0.1591876	0.004895102	0.001318072	0.00332197	0.001593418	0.006280224	0.01112823	0.214343	0.104029	0.0225936	0.12026	0.258835	0.27994	0.0610374	0.0636828	0.0668357	0.802316	0.83709	0.878533	-2.79627	-2.75384	-2.70552	2.57602	0.0327829
86	-9643.493	-9659.215	15.72136	0.0502971	0.054652	0.0536554	0.619575	0.65617	0.671349	0.00332261	0.00490476	0.00260678	0.00211069	0.00225893	0.000331028	0.003490758	0.1576983	0.004895102	0.001318072	0.00332197	0.001593418	0.007376425	0.01112823	0.169778	0.0823999	0.0178961	0.0952562	0.412933	0.221737	0.0587181	0.062184	0.0638108	0.77183	0.817388	0.838772	-2.83501	-2.77766	-2.75183	2.57602	0.0865337
87	-9643.974	-9659.881	15.90737	0.0537685	0.0540936	0.0550609	0.672553	0.639841	0.680986	0.0021014	0.00490476	0.00260678	0.00211069	0.00155683	0.000331028	0.003337854	0.1698115	0.004927576	0.001341284	0.002671883	0.00143898	0.007376425	0.01112823	0.22751	0.0308908	0.0256088	0.322157	0.0795185	0.314315	0.0645839	0.0614861	0.0655677	0.838053	0.797855	0.850818	-2.73979	-2.78894	-2.72467	2.56312	0.102862
88	-9641.568	-9657.386	15.81857	0.0546201	0.0505394	0.0552797	0.699562	0.634729	0.696924	0.0021014	0.00281849	0.00282556	0.00211069	0.000993734	0.000331028	0.003095212	0.1635444	0.004927576	0.001759576	0.003451791	0.001041231	0.007376425	0.009284884	0.311326	0.0422712	0.0350433	0.359591	0.108814	0.142954	0.0656484	0.0596511	0.0655677	0.871814	0.792169	0.870741	-2.72344	-2.81924	-2.72467	2.58626	0.162171
89	-9642.3	-9657.895	15.59545	0.054385	0.0526201	0.0532275	0.642692	0.622728	0.617727	0.0021014	0.00207981	0.00282556	0.00211069	0.00350634	0.000200987	0.002907754	0.1462623	0.004927576	0.003132268	0.003451791	0.001097067	0.007353595	0.009284884	0.267581	0.0292459	0.0301192	0.309064	0.241123	0.122867	0.0653545	0.0631753	0.0630024	0.800726	0.774027	0.771908	-2.72793	-2.76184	-2.76458	2.50569	0.173141
90	-9643.086	-9658.957	15.87042	0.0577959	0.0505569	0.0568383	0.660598	0.590061	0.654534	0.00335427	0.00207981	0.00282556	0.00106913	0.00278859	0.000200987	0.002981084	0.1577577	0.002772649	0.003132268	0.003368417	0.001097067	0.007451194	0.009484823	0.288421	0.0315236	0.019031	0.377774	0.150815	0.132436	0.068052	0.0605964	0.067516	0.824411	0.73409	0.817917	-2.68748	-2.80352	-2.69539	2.4944	0.20881
91	-9640.348	-9656.352	16.00406	0.0582891	0.0538888	0.0541721	0.65917	0.626064	0.615151	0.00335427	0.00184709	0.00282556	0.00124635	0.00278859	0.000200987	0.002807562	0.159607	0.003260779	0.002275339	0.003062933	0.001097067	0.006590222	0.009484823	0.288421	0.0315236	0.019031	0.377774	0.150815	0.132436	0.0686685	0.0650521	0.0641832	0.822405	0.779094	0.768688	-2.67846	-2.73257	-2.74601	2.48294	0.288214
92	-9644.529	-9660.376	15.84694	0.0567139	0.0573231	0.0564541	0.597237	0.630402	0.602229	0.00362323	0.00184709	0.00282556	0.00124635	0.00763441	0.000200987	0.002905708	0.1547885	0.00406497	0.002577543	0.003062933	0.00107333	0.005655983	0.009034904	0.288421	0.0315236	0.019031	0.377774	0.150815	0.132436	0.0663634	0.0693451	0.0670357	0.744988	0.77846	0.752535	-2.71261	-2.66866	-2.70253	2.41822	0.473118
93	-9649.99	-9665.998	16.00833	0.0640327	0.0577835	0.0557396	0.642572	0.59572	0.569668	0.00362323	0.00230741	0.00211104	0.00136754	0.00688043	0.00043841	0.002702691	0.1623893	0.003973105	0.002577543	0.003062933	0.00107333	0.005655983	0.009531307	0.309311	0.0894684	0.0204095	0.277043	0.161738	0.142029	0.0755119	0.0693451	0.0670357	0.801506	0.736049	0.711537	-2.58347	-2.66866	-2.70253	2.3622	0.390907
94	-9647.202	-9662.987	15.78508	0.0651798	0.0541548	0.0561641	0.661141	0.582022	0.590789	0.00477027	0.00126495	0.00211104	0.00136754	0.00437628	0.00043841	0.002836046	0.1601553	0.003973105	0.002828889	0.003062933	0.00107333	0.007370639	0.009531307	0.345329	0.0998864	0.022786	0.309303	0.0641281	0.158567	0.0755119	0.0661123	0.0675663	0.824717	0.722058	0.737938	-2.58347	-2.7164	-2.69465	2.39075	0.396489
95	-9645.492	-9661.43	15.93815	0.0635233	0.0555553	0.0536659	0.643195	0.600853	0.561052	0.00477027	0.00112015	0.00233559	0.00151295	0.00632915	0.00043841	0.002415521	0.1472754	0.004028659	0.001973637	0.00313385	0.00107333	0.007370639	0.009531307	0.335691	0.0970987	0.0221501	0.300671	0.0902473	0.154142	0.0734413	0.0680439	0.0641629	0.802103	0.743154	0.700768	-2.61127	-2.6876	-2.74633	2.39075	0.396489
96	-9644.832	-9660.768	15.93544	0.0615001	0.0548079	0.0503753	0.617474	0.61276	0.538641	0.00651976	0.000678215	0.00233559	0.00151295	0.00632915	0.00043841	0.00215805	0.1461955	0.003517086	0.001973637	0.00313385	0.0008701875	0.006193578	0.01170676	0.350865	0.101488	0.0231514	0.264181	0.0362067	0.224108	0.0687254	0.0676621	0.0600496	0.769952	0.758038	0.672754	-2.67764	-2.69323	-2.81258	2.41621	0.474736
97	-9643.983	-9660.034	16.05095	0.0576763	0.056909	0.0519164	0.57094	0.632238	0.552397	0.00651976	0.000678215	0.00233559	0.00151295	0.00632915	0.000508478	0.002094605	0.151897	0.003517086	0.00178644	0.003151768	0.0009872069	0.006093584	0.009444906	0.352377	0.101925	0.0232511	0.265319	0.0320543	0.225073	0.0639457	0.0702884	0.0619761	0.711784	0.782386	0.689861	-2.74972	-2.65515	-2.78101	2.40974	0.461546
98	-9646.241	-9662.273	16.03188	0.0637584	0.0509113	0.0510587	0.638641	0.564407	0.542757	0.00651976	0.000678215	0.00233559	0.00151295	0.00525877	0.000416297	0.002172266	0.1468615	0.004543089	0.00178644	0.002850538	0.0009872069	0.005394343	0.009444906	0.278317	0.0805032	0.0183643	0.209556	0.0316585	0.381601	0.0715483	0.0627913	0.0609038	0.79641	0.698935	0.677925	-2.63738	-2.76794	-2.79846	2.40974	0.461546
99	-9647.162	-9663.082	15.92062	0.0658911	0.0508023	0.0511602	0.661903	0.562545	0.542922	0.00651976	0.000569208	0.00243709	0.00103629	0.00339729	0.000582013	0.002172266	0.1468615	0.004885851	0.001809727	0.002850538	0.0007972731	0.007718761	0.009444906	0.249532	0.175602	0.016465	0.187883	0.0283842	0.342134	0.0742142	0.0627913	0.0609038	0.826084	0.698935	0.677925	-2.6008	-2.76794	-2.79846	2.40974	0.471493
100	-9641.583	-9657.507	15.92375	0.0590099	0.0513618	0.0496526	0.607791	0.589275	0.54633	0.00651976	0.000507585	0.00243709	0.000949438	0.0013467	0.000469198	0.002350188	0.1508805	0.003742255	0.001368481	0.003535632	0.0007972731	0.007718761	0.009444906	0.243152	0.193442	0.00798527	0.178342	0.0523187	0.32476	0.0656127	0.0635678	0.0590194	0.758551	0.73491	0.682326	-2.72399	-2.75565	-2.82989	2.44764	0.54354
101	-9642.334	-9657.845	15.5108	0.0622615	0.0509079	0.0492093	0.665315	0.599926	0.560811	0.00651976	0.000710634	0.00218446	0.00110432	0.00178187	0.000469198	0.002170521	0.1461626	0.005618337	0.001368481	0.00281557	0.001273618	0.007718761	0.009444906	0.277476	0.0510762	0.00911247	0.203517	0.0882156	0.370603	0.0696772	0.0627466	0.058781	0.830264	0.747681	0.700427	-2.66388	-2.76865	-2.83394	2.47787	0.620297
102	-9645.337	-9661.012	15.67467	0.0616925	0.0477566	0.0514842	0.647668	0.562124	0.587823	0.00743185	0.00073172	0.00218446	0.00110432	0.00178187	0.000374366	0.002045447	0.1336209	0.003876684	0.001368481	0.00281557	0.001273618	0.007718761	0.008297334	0.359732	0.0257072	0.0118138	0.263848	0.114367	0.224532	0.0678259	0.0587811	0.0616247	0.808204	0.700428	0.734311	-2.69081	-2.83394	-2.78669	2.47787	0.702678
103	-9638.216	-9653.674	15.45829	0.0582839	0.0477566	0.0554706	0.664859	0.586858	0.663314	0.00493637	0.00073172	0.00218446	0.0012025	0.00185671	0.00042084	0.002449058	0.1521339	0.004411678	0.001368481	0.00281557	0.001203515	0.007365687	0.01162818	0.258022	0.029791	0.0136905	0.305762	0.132534	0.260201	0.0666844	0.0587811	0.0666077	0.829571	0.731251	0.828616	-2.70778	-2.83394	-2.70894	2.52094	0.702678
104	-9637.219	-9652.844	15.62521	0.0582839	0.0508436	0.0531727	0.665606	0.627661	0.636302	0.00493637	0.000456382	0.00205789	0.00194877	0.000831608	0.00042084	0.001983569	0.1605474	0.004411678	0.001461573	0.00281557	0.001104865	0.007365687	0.01009926	0.249188	0.0287711	0.0132218	0.329529	0.127997	0.251293	0.0666844	0.062984	0.0638936	0.829571	0.783537	0.794852	-2.70778	-2.76487	-2.75054	2.52094	0.62572
105	-9640.133	-9655.532	15.39894	0.0591193	0.0462957	0.0531727	0.671846	0.577506	0.641244	0.00577172	0.000302982	0.00205789	0.00306686	0.000928468	0.000454866	0.001820576	0.1452095	0.00627606	0.001349487	0.003423733	0.001104865	0.006869829	0.01114763	0.249188	0.0287711	0.0132218	0.329529	0.127997	0.251293	0.0666844	0.0574909	0.0638936	0.835974	0.720722	0.800987	-2.70778	-2.85613	-2.75054	2.52863	0.561837
106	-9638.648	-9653.901	15.25313	0.0558861	0.047382	0.0592334	0.629974	0.565384	0.684422	0.00401683	0.000683339	0.00264728	0.00302041	0.000928468	0.000454866	0.001522876	0.1452095	0.00627606	0.002093896	0.003266851	0.001139199	0.007161316	0.009769952	0.27678	0.0319568	0.0146858	0.309381	0.14217	0.225027	0.0648366	0.0583733	0.0707327	0.783692	0.705569	0.854959	-2.73589	-2.8409	-2.64885	2.49215	0.615679
107	-9635.38	-9650.966	15.5863	0.0564918	0.0478969	0.058702	0.646355	0.576926	0.666528	0.00401683	0.000778561	0.00420151	0.00493684	0.000983694	0.000349969	0.001911399	0.1479986	0.003309334	0.002093896	0.003266851	0.001139199	0.006668309	0.009769952	0.27678	0.0319568	0.0146858	0.309381	0.14217	0.225027	0.0655937	0.0588979	0.0681256	0.801773	0.719928	0.832722	-2.72428	-2.83195	-2.6864	2.50335	0.615679
108	-9633.72	-9649.309	15.58984	0.0543264	0.0482247	0.0535667	0.629917	0.580745	0.614842	0.00366652	0.000778561	0.00330167	0.0106848	0.000795307	0.000436627	0.001782796	0.1479986	0.003309334	0.001452811	0.003266851	0.001363559	0.007172787	0.009769952	0.166523	0.0539206	0.00883561	0.0874716	0.0855354	0.597714	0.0633248	0.0593077	0.0628313	0.77404	0.724938	0.768007	-2.75948	-2.82502	-2.7673	2.50335	0.615679
109	-9636.741	-9652.495	15.75399	0.052366	0.0482247	0.0529192	0.606516	0.57042	0.596451	0.00273181	0.000778561	0.00330167	0.0106848	0.000853691	0.000819082	0.001865281	0.1501272	0.002477577	0.001486252	0.003266851	0.001090883	0.007730435	0.00915953	0.166523	0.0539206	0.00883561	0.0874716	0.0855354	0.597714	0.0620427	0.0593077	0.0620219	0.744789	0.711957	0.74454	-2.77993	-2.82502	-2.78027	2.48528	0.694599
110	-9635.821	-9651.497	15.67667	0.0545164	0.0458146	0.0544197	0.700438	0.590775	0.658099	0.00244949	0.00130327	0.00480218	0.0106848	0.00111423	0.000794346	0.001735442	0.1464741	0.002472617	0.001222855	0.003266851	0.001090883	0.007730435	0.01147658	0.166523	0.0539206	0.00883561	0.0874716	0.0855354	0.597714	0.0650837	0.0556391	0.0620219	0.862191	0.737075	0.821631	-2.73208	-2.88887	-2.78027	2.5838	0.645462
111	-9636.917	-9652.576	15.65912	0.0576841	0.0462835	0.0500146	0.748163	0.590775	0.623846	0.00244949	0.00177219	0.00301871	0.0164465	0.00111423	0.00127238	0.001533549	0.1424486	0.002829392	0.001268542	0.003266851	0.001195899	0.007915904	0.008815061	0.194653	0.0630292	0.0282865	0.102248	0.0999846	0.511799	0.0690432	0.0556391	0.0587448	0.914645	0.737075	0.778218	-2.67302	-2.88887	-2.83455	2.5838	0.645462
112	-9637.821	-9653.13	15.30925	0.0590982	0.0459606	0.0537421	0.745967	0.584468	0.646658	0.00386362	0.00177219	0.00494079	0.0164465	0.000841977	0.00210595	0.001558026	0.1418439	0.00365404	0.002083493	0.003266851	0.0008342874	0.007173833	0.0113728	0.157479	0.0119791	0.0228845	0.0965786	0.297019	0.414059	0.0690432	0.0552355	0.0610016	0.911901	0.729533	0.80569	-2.67302	-2.89615	-2.79685	2.5808	0.727812
