Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extra	log_speciation[1]	log_speciation[2]	log_speciation[3]	q_12	q_13	q_21	q_23	q_31	q_32	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	speciation[1]	speciation[2]	speciation[3]
1320	-11112.37	-11119.91	7.5399	0.414522	0.0383393	0.173503	0.000118279	-0.65777	-3.04123	-1.5291	0.1799348	0.003759547	0.06410797	7.434612e-05	0.01418952	0.004270731	0.679037	0.0303705	0.290592	0.518005	0.0477763	0.216731
1321	-11112.5	-11120.53	8.02928	0.391134	0.0389282	0.161885	2.11039e-05	-0.715616	-3.02343	-1.59785	0.1799348	0.003571684	0.06410797	5.783583e-05	0.01490497	0.002548516	0.259451	0.070073	0.670476	0.488891	0.0486339	0.20233
1322	-11110.2	-11118.19	7.982584	0.391127	0.0391577	0.198006	1.454125e-05	-0.715616	-3.01739	-1.39639	0.1651173	0.003571684	0.06410797	5.783583e-05	0.01287707	0.003021227	0.259451	0.070073	0.670476	0.488891	0.048929	0.24749
1323	-11110.04	-11117.9	7.858592	0.415515	0.0372004	0.184048	1.454125e-05	-0.655127	-3.06868	-1.46949	0.1651173	0.003229742	0.06410797	0.0001001135	0.01269819	0.002236499	0.259451	0.070073	0.670476	0.519376	0.0464823	0.230042
1324	-11111.71	-11119.61	7.906591	0.394664	0.0407705	0.19405	1.454125e-05	-0.706614	-2.97701	-1.41657	0.1651173	0.004235868	0.06410797	8.966363e-05	0.01715599	0.001501774	0.259451	0.070073	0.670476	0.493312	0.050945	0.242544
1325	-11109.01	-11116.63	7.62269	0.394664	0.0374299	0.186241	1.454125e-05	-0.706614	-3.06253	-1.45765	0.1651173	0.003350067	0.06410797	0.0001001561	0.0142909	0.003396121	0.259451	0.070073	0.670476	0.493312	0.0467692	0.232783
1326	-11109.68	-11117.62	7.94283	0.406488	0.0394345	0.169955	1.454125e-05	-0.677092	-3.01034	-1.54916	0.1651173	0.003500348	0.05862747	7.871388e-05	0.01117114	0.003396121	0.17681	0.366278	0.456913	0.508092	0.0492749	0.212426
1327	-11112.6	-11119.93	7.332902	0.395726	0.0325999	0.181893	1.454125e-05	-0.703925	-3.20075	-1.48127	0.1651173	0.002768097	0.05862747	0.0001652523	0.01557304	0.003778966	0.249358	0.263333	0.487309	0.49464	0.0407317	0.227348
1328	-11111.93	-11119.03	7.104159	0.395726	0.0328906	0.181786	1.454125e-05	-0.703925	-3.19187	-1.48186	0.1651173	0.00374957	0.05862747	0.0002115458	0.01457122	0.003731659	0.134668	0.303567	0.561764	0.49464	0.0410951	0.227215
1329	-11111.75	-11119.08	7.325047	0.412167	0.0352966	0.174487	1.454125e-05	-0.663219	-3.12124	-1.52285	0.1651173	0.002214246	0.05862747	0.0003103612	0.01457122	0.002933499	0.134668	0.303567	0.561764	0.51519	0.0441025	0.21809
1330	-11113.38	-11120.35	6.967056	0.412167	0.0355685	0.165998	1.454125e-05	-0.663219	-3.11356	-1.57272	0.1651173	0.003393721	0.0672211	0.0003344833	0.01457122	0.00328244	0.40918	0.207266	0.383554	0.51519	0.0444424	0.207479
1331	-11117.68	-11124.98	7.299968	0.391346	0.0389982	0.169041	0.0009059053	-0.717337	-3.0446	-1.55985	0.1651173	0.003393721	0.0672211	0.0002085273	0.01457122	0.00328244	0.40918	0.207266	0.383554	0.48805	0.0476154	0.210168
1332	-11116.35	-11123.47	7.125404	0.411029	0.0375304	0.181349	0.0008688587	-0.668063	-3.08288	-1.48899	0.1651173	0.00293418	0.0672211	0.0002157369	0.01281436	0.004750571	0.518296	0.262538	0.219167	0.512701	0.0458269	0.2256
1333	-11117.55	-11124.64	7.0969	0.405977	0.0388555	0.165779	0.0008688587	-0.680458	-3.04738	-1.57921	0.1787038	0.004087961	0.0672211	0.0001819764	0.01281436	0.004489173	0.320677	0.370244	0.30908	0.506385	0.0474833	0.206137
1334	-11114.13	-11121.41	7.281529	0.4135	0.0366111	0.165048	0.0001383711	-0.66029	-3.08805	-1.57921	0.1787038	0.004087961	0.0672211	0.0002024848	0.01171756	0.002789979	0.320677	0.370244	0.30908	0.516702	0.0455909	0.206137
1335	-11113.39	-11120.4	7.011568	0.42024	0.0380617	0.170065	0.0001383711	-0.644115	-3.04905	-1.54925	0.1787038	0.004087961	0.0672211	0.0002654691	0.01294846	0.003257435	0.320677	0.370244	0.30908	0.525127	0.0474041	0.212408
1336	-11112.46	-11119.81	7.351222	0.403402	0.0418844	0.182079	5.488474e-05	-0.684813	-2.95101	-1.48047	0.1787038	0.002842257	0.0672211	0.0001451924	0.01294846	0.005002369	0.380266	0.213562	0.406172	0.504185	0.0522869	0.22753
1337	-11112.15	-11119.53	7.383586	0.416214	0.0399116	0.171822	5.488474e-05	-0.653545	-2.99932	-1.53847	0.1787038	0.002842257	0.0672211	0.0001388289	0.01307335	0.004535576	0.380266	0.213562	0.406172	0.520198	0.0498209	0.214709
1338	-11112.28	-11119.52	7.246178	0.393488	0.0414157	0.175976	5.488474e-05	-0.7097	-2.96228	-1.51458	0.1787038	0.003326327	0.0672211	0.0001789828	0.01307335	0.004557334	0.380266	0.213562	0.406172	0.491791	0.051701	0.219901
1339	-11111.71	-11118.71	6.999922	0.419549	0.0387304	0.184033	5.488474e-05	-0.645563	-3.02941	-1.46979	0.1787038	0.003715118	0.0672211	0.0002014568	0.01307335	0.004557334	0.374504	0.225478	0.400018	0.524367	0.0483444	0.229973
1340	-11112.1	-11119.22	7.122222	0.408947	0.0368918	0.191687	5.488474e-05	-0.671161	-3.07811	-1.42904	0.1787038	0.003715118	0.07025206	0.0002004006	0.01307335	0.003257121	0.374504	0.225478	0.400018	0.511115	0.0460461	0.23954
1341	-11113.92	-11121.49	7.560442	0.390143	0.0368918	0.202386	5.488474e-05	-0.71824	-3.07811	-1.37471	0.1787038	0.004049956	0.07025206	7.962731e-05	0.01307335	0.003257121	0.226418	0.13632	0.637261	0.48761	0.0460461	0.252913
1342	-11112.86	-11120.24	7.380788	0.387932	0.0387377	0.181193	0.0001390978	-0.724141	-3.0314	-1.48582	0.1787038	0.003780653	0.07025206	0.0001130004	0.01269529	0.004384627	0.258436	0.130678	0.610886	0.484741	0.0482482	0.226317
1343	-11116.07	-11123.68	7.611335	0.387932	0.0337229	0.163566	0.0001390978	-0.724141	-3.17057	-1.58824	0.1690987	0.002967724	0.07025206	7.568008e-05	0.01488218	0.004384627	0.217843	0.137831	0.644326	0.484741	0.0419797	0.204284
1344	-11114.1	-11121.68	7.585209	0.38788	0.0342356	0.163515	8.773661e-05	-0.724141	-3.15391	-1.58824	0.1690987	0.002967724	0.06564023	9.352298e-05	0.01406395	0.004384627	0.052944	0.790461	0.156595	0.484741	0.0426848	0.204284
1345	-11114.34	-11122.32	7.975373	0.407417	0.0333929	0.16024	8.773661e-05	-0.674991	-3.1789	-1.60849	0.1690987	0.004171183	0.06564023	4.636841e-05	0.0121579	0.002959217	0.052944	0.790461	0.156595	0.509161	0.0416315	0.200191
1346	-11111.24	-11119.76	8.514219	0.415064	0.0356498	0.172626	8.773661e-05	-0.65639	-3.11333	-1.53399	0.1715127	0.004171183	0.06247032	1.618346e-05	0.0121579	0.002959217	0.052944	0.790461	0.156595	0.518721	0.0444525	0.215673
1347	-11110.06	-11118.45	8.391665	0.413192	0.0367693	0.178502	9.698782e-05	-0.660935	-3.08259	-1.50055	0.1715127	0.003909763	0.06247032	2.011891e-05	0.01356787	0.002959217	0.052944	0.790461	0.156595	0.516368	0.0458404	0.223007
1348	-11110.57	-11118.75	8.1786	0.411826	0.0367693	0.178502	9.698782e-05	-0.664247	-3.08259	-1.50055	0.1715127	0.003276744	0.06247032	2.625222e-05	0.01586804	0.00355259	0.0961746	0.619365	0.284461	0.514661	0.0458404	0.223007
1349	-11113.05	-11121.07	8.019517	0.411826	0.040646	0.168017	9.698782e-05	-0.664247	-2.9821	-1.56113	0.1715127	0.003934955	0.06247032	4.099001e-05	0.01917026	0.002570261	0.233221	0.0769709	0.689809	0.514661	0.0506862	0.2099
1350	-11109.43	-11117.03	7.603562	0.401556	0.0385476	0.178039	9.698782e-05	-0.689507	-3.03524	-1.50316	0.1637103	0.003529174	0.06247032	9.390719e-05	0.01399602	0.003963816	0.585577	0.0416006	0.372822	0.501823	0.0480632	0.222427
1351	-11111.58	-11119.43	7.847511	0.373637	0.0388638	0.194154	9.698782e-05	-0.761587	-3.02705	-1.41646	0.1637103	0.003649837	0.05804033	9.715689e-05	0.01504904	0.002469806	0.585577	0.0416006	0.372822	0.466925	0.0484585	0.242571
1352	-11109.72	-11117.44	7.720343	0.385111	0.0414328	0.189019	9.698782e-05	-0.731331	-2.96288	-1.44327	0.1637103	0.003649837	0.05804033	0.0001449103	0.01504904	0.00223084	0.243677	0.0759213	0.680402	0.481268	0.0516698	0.236153
1353	-11111.13	-11119.05	7.923085	0.396067	0.0411779	0.180862	9.698782e-05	-0.703273	-2.96907	-1.48741	0.1724745	0.003508662	0.05804033	0.0001529939	0.01504904	0.00134073	0.243677	0.0759213	0.680402	0.494963	0.0513512	0.225956
1354	-11113.99	-11122.22	8.22864	0.38635	0.0470576	0.188194	9.698782e-05	-0.728119	-2.8353	-1.44766	0.1560303	0.002459992	0.05804033	0.0001171016	0.01660639	0.00163559	0.243696	0.0758502	0.680454	0.482816	0.0587008	0.235121
1355	-11111.69	-11120.07	8.370984	0.38931	0.0460259	0.181789	2.448328e-05	-0.7203	-2.85594	-1.4819	0.1560303	0.002459992	0.0544841	0.0001383247	0.01660639	0.001116876	0.243696	0.0758502	0.680454	0.486606	0.0575018	0.227205
1356	-11110.01	-11118.61	8.603119	0.399879	0.0411068	0.181789	2.448328e-05	-0.693512	-2.96904	-1.4819	0.1560303	0.002458939	0.0544841	0.0002015669	0.01660639	0.0004036007	0.340664	0.0453074	0.614028	0.499818	0.0513528	0.227205
1357	-11110.59	-11118.98	8.383372	0.37009	0.0381975	0.181789	2.448328e-05	-0.770931	-3.04248	-1.4819	0.1504213	0.003407607	0.0544841	0.0002977035	0.01660639	0.0003442211	0.340664	0.0453074	0.614028	0.462582	0.0477162	0.227205
1358	-11112.74	-11121.44	8.698061	0.363742	0.0450192	0.18006	2.448328e-05	-0.788233	-2.87807	-1.49146	0.1504213	0.003603531	0.0544841	0.0002977035	0.01660639	0.0002189852	0.340664	0.0453074	0.614028	0.454647	0.0562434	0.225044
1359	-11111.39	-11119.79	8.39346	0.409029	0.0387817	0.178978	2.448328e-05	-0.670885	-3.02729	-1.49749	0.1504213	0.003976271	0.0544841	0.0003295146	0.01660639	0.0002189852	0.340664	0.0453074	0.614028	0.511256	0.0484466	0.223692
1360	-11109.24	-11117.88	8.641246	0.394144	0.0399132	0.179185	2.448328e-05	-0.707958	-2.99852	-1.49633	0.1504213	0.003010866	0.0544841	0.0002727024	0.01806942	0.0002189852	0.340664	0.0453074	0.614028	0.492649	0.0498609	0.223951
1361	-11110.65	-11119.26	8.616341	0.396118	0.0399132	0.180206	2.448328e-05	-0.702961	-2.99852	-1.49064	0.1542143	0.003553362	0.050016	0.0003187592	0.01587391	0.0001994902	0.340664	0.0453074	0.614028	0.495117	0.0498609	0.225228
1362	-11111.1	-11119.68	8.584178	0.384519	0.0401312	0.180206	2.448328e-05	-0.732683	-2.99307	-1.49064	0.1542143	0.002281937	0.050016	0.0003187592	0.0180586	0.0003113567	0.340664	0.0453074	0.614028	0.480618	0.0501334	0.225228
1363	-11109.96	-11119.01	9.048499	0.377539	0.0373526	0.174111	2.448328e-05	-0.751004	-3.06486	-1.52506	0.157292	0.002658853	0.05563779	0.0002877785	0.0180586	9.936658e-05	0.340664	0.0453074	0.614028	0.471893	0.0466602	0.217608
1364	-11110.64	-11119.74	9.104176	0.384069	0.0369898	0.179136	9.213153e-05	-0.73403	-3.07646	-1.49698	0.157292	0.002263162	0.05563779	0.0002877785	0.0180586	9.676212e-05	0.340664	0.0453074	0.614028	0.479971	0.0461221	0.223805
1365	-11110.98	-11119.66	8.681026	0.407286	0.0382329	0.176131	0.0001790658	-0.675535	-3.04561	-1.5144	0.157292	0.003640345	0.05563779	0.0003886357	0.0180586	9.676212e-05	0.432743	0.0575536	0.509704	0.508884	0.0475672	0.219939
1366	-11115.49	-11124.31	8.816239	0.368637	0.0421395	0.205582	0.0001790658	-0.775285	-2.94788	-1.35964	0.157292	0.002733006	0.04919816	0.0005201828	0.0180586	9.913656e-05	0.432743	0.0575536	0.509704	0.460573	0.0524506	0.256753
1367	-11114.83	-11123.35	8.522161	0.4154	0.0420363	0.178703	0.0005108438	-0.656601	-2.9583	-1.50175	0.157292	0.003114732	0.06130911	0.0004179139	0.0180586	0.0001366075	0.431996	0.0591799	0.508824	0.518611	0.0519069	0.22274
1368	-11110.59	-11119.53	8.934672	0.398649	0.0415341	0.178201	8.590695e-06	-0.696552	-2.9583	-1.50175	0.157292	0.003796566	0.06130911	0.0001215436	0.0180586	0.0001842114	0.193797	0.0839977	0.722206	0.498301	0.0519069	0.22274
1369	-11111.37	-11120.71	9.341857	0.398649	0.0362065	0.19	8.590695e-06	-0.696552	-3.09561	-1.43763	0.1555476	0.003897108	0.06130911	4.113304e-05	0.0180586	0.00018825	0.489821	0.212304	0.297874	0.498301	0.0452474	0.23749
1370	-11114.99	-11124.27	9.283346	0.400505	0.036549	0.204058	0.0003510936	-0.692764	-3.09561	-1.36793	0.1769459	0.003297804	0.06130911	4.113304e-05	0.0180586	0.0001934335	0.489821	0.212304	0.297874	0.500192	0.0452474	0.254634
1371	-11113.78	-11122.78	9.004577	0.40047	0.036665	0.190996	0.0003510936	-0.69285	-3.09241	-1.4342	0.1769459	0.003297804	0.06130911	4.847763e-05	0.01986249	0.0002806875	0.152132	0.352829	0.495039	0.500148	0.0453923	0.238306
1372	-11113.3	-11122.02	8.726251	0.40047	0.0368395	0.19298	0.0003510936	-0.69285	-3.08762	-1.42385	0.1769459	0.003297804	0.06130911	5.683847e-05	0.01766923	0.0004692435	0.031762	0.510659	0.457579	0.500148	0.0456105	0.240786
1373	-11111.35	-11120.07	8.726306	0.38985	0.0382902	0.181442	5.7285e-05	-0.718996	-3.04092	-1.48399	0.1769459	0.003297804	0.06130911	5.683847e-05	0.01766923	0.0005611294	0.031762	0.510659	0.457579	0.487241	0.0477911	0.226731
1374	-11114.84	-11123.52	8.686127	0.390161	0.0379949	0.181753	0.0003679666	-0.718996	-3.05689	-1.48399	0.1769459	0.002376474	0.06130911	5.683847e-05	0.01793648	0.0008143556	0.0578287	0.109064	0.833107	0.487241	0.0470337	0.226731
1375	-11118.32	-11126.92	8.603206	0.422241	0.03675	0.182227	0.0008417261	-0.641032	-3.10364	-1.48399	0.1769459	0.002376474	0.06130911	4.944338e-05	0.01835954	0.0008558466	0.0578287	0.109064	0.833107	0.526749	0.0448854	0.226731
1376	-11117.21	-11125.71	8.501248	0.422241	0.041436	0.181854	0.0008417261	-0.641032	-2.98098	-1.48605	0.1769459	0.004308841	0.06130911	3.425829e-05	0.01997122	0.0008926012	0.0578287	0.109064	0.833107	0.526749	0.0507429	0.226265
1377	-11112.54	-11121.43	8.899335	0.398693	0.0426462	0.178013	0.0003468112	-0.697291	-2.93984	-1.50471	0.1620049	0.003309707	0.06130911	2.001783e-05	0.01997122	0.001221247	0.0578287	0.109064	0.833107	0.497932	0.0528742	0.222082
1378	-11112.29	-11121.04	8.751237	0.398693	0.0388148	0.188723	0.0003468112	-0.697291	-3.03478	-1.44617	0.1620049	0.003972952	0.0547867	2.866022e-05	0.01997122	0.0009119451	0.0578287	0.109064	0.833107	0.497932	0.048085	0.235471
1379	-11115.49	-11123.63	8.136991	0.391115	0.0387632	0.185855	0.0002951482	-0.716365	-3.03478	-1.46123	0.1620049	0.00499388	0.0547867	6.943427e-05	0.01997122	0.001079378	0.0260856	0.598114	0.375801	0.488525	0.048085	0.23195
1380	-11116.05	-11124.45	8.395118	0.391222	0.0407705	0.19168	0.0002951482	-0.716091	-2.98392	-1.43032	0.1620049	0.002515724	0.0547867	6.143324e-05	0.0213127	0.001396579	0.0260856	0.598114	0.375801	0.488659	0.0505942	0.239232
1381	-11113.26	-11122.1	8.835994	0.399704	0.0411741	0.204154	0.0002951482	-0.694626	-2.974	-1.36718	0.1620049	0.002710773	0.0547867	3.799342e-05	0.01588844	0.00106067	0.0541717	0.165406	0.780423	0.499261	0.0510987	0.254823
1382	-11112.49	-11121.26	8.771828	0.399704	0.0411741	0.19836	0.0002951482	-0.694626	-2.974	-1.39602	0.1620049	0.002710773	0.0547867	4.383922e-05	0.01588844	0.001079931	0.0828743	0.253045	0.664081	0.499261	0.0510987	0.247581
1383	-11112.55	-11120.71	8.162095	0.383511	0.0439914	0.180539	0.0001869025	-0.73573	-2.90488	-1.4897	0.1620049	0.004644846	0.0547867	7.083039e-05	0.01588844	0.001708146	0.0828743	0.253045	0.664081	0.479156	0.0547556	0.22544
1384	-11112.62	-11120.35	7.738696	0.412207	0.0393701	0.171233	0.0001869025	-0.663539	-3.01636	-1.54268	0.1620049	0.004644846	0.0574381	0.000181504	0.01588844	0.001170925	0.0832816	0.249374	0.667344	0.515025	0.0489789	0.213808
1385	-11111.31	-11119.07	7.759915	0.381405	0.0381752	0.169796	0.0001869025	-0.74124	-3.04733	-1.55111	0.1620049	0.00281375	0.0574381	0.0003017675	0.01729402	0.001170925	0.0832816	0.249374	0.667344	0.476523	0.0474854	0.212012
1386	-11110.57	-11118.63	8.058579	0.381291	0.0371756	0.177999	7.328195e-05	-0.74124	-3.07093	-1.50324	0.1620049	0.002824506	0.0574381	0.0003017675	0.01789717	0.0005756632	0.361301	0.173745	0.464954	0.476523	0.0463778	0.222407
1387	-11112.01	-11120.08	8.073203	0.41353	0.0418102	0.171325	7.328195e-05	-0.660059	-2.95323	-1.54147	0.1620049	0.00354547	0.0574381	0.0003017675	0.01744914	0.0004600128	0.537994	0.240752	0.221255	0.516821	0.0521712	0.214065
1388	-11111.99	-11119.94	7.941957	0.376667	0.0418102	0.18806	7.328195e-05	-0.753446	-2.95323	-1.44824	0.1620049	0.00354547	0.0574381	0.0003021825	0.01697268	0.0006835935	0.26792	0.605011	0.127069	0.470742	0.0521712	0.234984
1389	-11110.38	-11118.66	8.278292	0.397216	0.0403336	0.183064	7.328195e-05	-0.700317	-2.98924	-1.47518	0.1620049	0.003661703	0.0574381	0.0001975859	0.01697268	0.0004559622	0.26792	0.605011	0.127069	0.496428	0.0503254	0.228738
1390	-11116.37	-11123.81	7.441396	0.398613	0.0456112	0.182797	7.328195e-05	-0.696804	-2.86607	-1.47664	0.1620049	0.003470883	0.06319934	0.0003928928	0.01924777	0.001156549	0.184337	0.674086	0.141577	0.498175	0.0569224	0.228405
1391	-11115.51	-11123.12	7.613648	0.38459	0.0456112	0.187753	7.328195e-05	-0.732626	-2.86607	-1.44987	0.1620049	0.003024801	0.06319934	0.0006328254	0.01551046	0.0007668151	0.184337	0.674086	0.141577	0.480645	0.0569224	0.2346
1392	-11116.82	-11124.55	7.73403	0.390163	0.0457383	0.194548	2.329198e-05	-0.718107	-2.86219	-1.41405	0.1620049	0.003024801	0.06319934	0.0004388344	0.01309647	0.0009698048	0.887851	0.092208	0.0199407	0.487675	0.0571437	0.243156
1393	-11113.15	-11120.17	7.01672	0.414446	0.04208	0.194674	2.329198e-05	-0.657726	-2.94559	-1.4134	0.1678077	0.00353265	0.06319934	0.0004388344	0.01309647	0.002660163	0.887851	0.092208	0.0199407	0.518028	0.0525709	0.243313
1394	-11112.69	-11119.68	6.990292	0.403174	0.0416426	0.198998	2.329198e-05	-0.685301	-2.95605	-1.39144	0.1678077	0.002713793	0.06319934	0.0006376133	0.01309647	0.002576143	0.887851	0.092208	0.0199407	0.503938	0.0520241	0.248718
1395	-11112.9	-11120.09	7.188272	0.385542	0.0417342	0.186187	0.0001149493	-0.73026	-2.95605	-1.45848	0.1678077	0.002367686	0.06319934	0.0005816969	0.01309647	0.002576143	0.887851	0.092208	0.0199407	0.481784	0.0520241	0.232589
1396	-11114.93	-11121.81	6.875423	0.395666	0.0341519	0.194586	0.0001149493	-0.704333	-3.15716	-1.41433	0.1678077	0.002375528	0.05998939	0.0005816969	0.01787324	0.002576143	0.67085	0.270625	0.0585248	0.494438	0.0425462	0.243088
1397	-11114.85	-11122.01	7.155451	0.378142	0.0359716	0.164545	0.0001149493	-0.749647	-3.10508	-1.58213	0.1678077	0.002552467	0.05998939	0.0007990007	0.01362729	0.001835677	0.258815	0.718607	0.0225789	0.472533	0.0448209	0.205537
1398	-11113.4	-11120.43	7.022557	0.412223	0.034293	0.178993	0.0001149493	-0.663326	-3.15303	-1.49791	0.1678077	0.002552467	0.05998939	0.0007990007	0.0134285	0.001754772	0.258815	0.718607	0.0225789	0.515135	0.0427225	0.223598
1399	-11112.69	-11119.65	6.965314	0.412223	0.0351709	0.178993	0.0001149493	-0.663326	-3.12767	-1.49791	0.1678077	0.002862979	0.05998939	0.0007094406	0.01328531	0.002068057	0.358607	0.610108	0.0312848	0.515135	0.0438199	0.223598
1400	-11113.96	-11121.07	7.115401	0.412223	0.0337972	0.178993	0.0001149493	-0.663326	-3.16764	-1.49791	0.1678077	0.002181189	0.06036648	0.0006480533	0.01328531	0.002068057	0.358607	0.610108	0.0312848	0.515135	0.0421028	0.223598
1401	-11114.51	-11121.8	7.283194	0.413216	0.0337972	0.179166	0.0001149493	-0.66092	-3.16764	-1.49694	0.1678077	0.002181189	0.06036648	0.0004304789	0.0141907	0.002068057	0.382162	0.587702	0.0301359	0.516376	0.0421028	0.223814
1402	-11113.67	-11120.99	7.322674	0.413257	0.0368442	0.197973	0.0001561561	-0.66092	-3.08216	-1.39727	0.1678077	0.003266181	0.06465637	0.0004304789	0.01569749	0.001080051	0.608621	0.343385	0.0479936	0.516376	0.0458601	0.247271
1403	-11113.03	-11120.21	7.175978	0.413257	0.0388755	0.186243	0.0001561561	-0.66092	-3.02827	-1.4584	0.1752115	0.004004563	0.06352802	0.0004793827	0.01689256	0.001081515	0.378345	0.213463	0.408192	0.516376	0.0483992	0.232609
1404	-11112.18	-11119.48	7.300651	0.417225	0.0407746	0.180825	0.0001164437	-0.651265	-2.97941	-1.48773	0.1752115	0.002623863	0.06352802	0.0004793827	0.01689256	0.001379447	0.378345	0.213463	0.408192	0.521386	0.0508227	0.225885
1405	-11111.94	-11119.04	7.093696	0.417225	0.0392822	0.186695	0.0001164437	-0.651265	-3.01681	-1.45576	0.1752115	0.002840043	0.06352802	0.0005862108	0.01689256	0.001458183	0.378345	0.213463	0.408192	0.521386	0.0489572	0.233223
1406	-11112.86	-11120.25	7.398225	0.417183	0.0429891	0.182732	7.460261e-05	-0.651265	-2.9254	-1.477	0.1752115	0.002728341	0.06326703	0.0005862108	0.01689256	0.0009439476	0.378345	0.213463	0.408192	0.521386	0.0536431	0.228322
1407	-11112.22	-11119.25	7.031114	0.413219	0.0381856	0.182732	7.460261e-05	-0.660815	-3.04411	-1.477	0.1752115	0.002728341	0.06530359	0.0010097	0.01689256	0.0009767198	0.378345	0.213463	0.408192	0.516431	0.0476388	0.228322
1408	-11114.79	-11122	7.21478	0.387339	0.0358418	0.168535	7.460261e-05	-0.725503	-3.10758	-1.55791	0.1752115	0.002853443	0.06530359	0.0008469753	0.01320058	0.001132693	0.724409	0.0946319	0.180959	0.484081	0.0447089	0.210576
1409	-11111.77	-11118.87	7.100318	0.404781	0.0366826	0.186042	7.460261e-05	-0.681449	-3.08434	-1.45904	0.1752115	0.002317693	0.06530359	0.0007225926	0.01550838	0.001489731	0.724409	0.0946319	0.180959	0.505884	0.04576	0.232459
1410	-11112.52	-11119.69	7.163056	0.404781	0.0366781	0.172814	7.460261e-05	-0.681449	-3.08447	-1.53283	0.1752115	0.002113082	0.06530359	0.0006452062	0.01523249	0.001766424	0.67429	0.157271	0.168439	0.505884	0.0457543	0.215924
1411	-11113.15	-11120.15	6.999935	0.404851	0.0401695	0.173933	0.0001440568	-0.681449	-2.9951	-1.52677	0.166408	0.003308958	0.06530359	0.0004909636	0.01596932	0.002326436	0.280365	0.649599	0.0700357	0.505884	0.0500318	0.217237
1412	-11115.06	-11122.54	7.475417	0.420417	0.0430597	0.180064	0.0005230621	-0.644609	-2.93425	-1.49421	0.166408	0.003308958	0.05878479	0.0003200131	0.01596932	0.001491034	0.363184	0.57484	0.0619757	0.524868	0.0531708	0.224426
1413	-11114.15	-11121.24	7.092404	0.400449	0.0448102	0.180033	0.000492133	-0.693255	-2.89322	-1.49421	0.166408	0.002807116	0.05878479	0.0006689103	0.01596932	0.002099844	0.291868	0.51462	0.193512	0.499946	0.0553976	0.224426
1414	-11116.27	-11123.82	7.550581	0.417656	0.0446613	0.168305	0.0003432329	-0.650776	-2.89322	-1.56088	0.166408	0.002285745	0.05878479	0.0004398032	0.01326286	0.00184712	0.291868	0.51462	0.193512	0.521641	0.0553976	0.209952
1415	-11113.09	-11120.86	7.772015	0.411806	0.0391312	0.172788	0.0001890936	-0.664519	-3.02254	-1.53364	0.1611817	0.002358984	0.05878479	0.0002878624	0.01326286	0.001590445	0.235249	0.608777	0.155973	0.514521	0.0486776	0.215749
1416	-11111.71	-11119.31	7.600051	0.388938	0.0433018	0.172788	0.0001890936	-0.721679	-2.92079	-1.53364	0.1611817	0.003214514	0.05881876	0.0003531694	0.01326286	0.001702361	0.564851	0.0381005	0.397048	0.485936	0.0538909	0.215749
1417	-11111.12	-11118.53	7.409393	0.388938	0.03766	0.17956	0.0001890936	-0.721679	-3.06105	-1.49516	0.1611817	0.003491242	0.05415685	0.0002306623	0.01326286	0.003132029	0.468727	0.170924	0.360349	0.485936	0.0468387	0.224214
1418	-11113.33	-11120.59	7.259352	0.394077	0.0339542	0.179451	8.055575e-05	-0.70827	-3.16197	-1.49516	0.1611817	0.003491242	0.05415685	0.0001607213	0.01496731	0.00452719	0.316047	0.220045	0.463908	0.492496	0.0423421	0.224214
1419	-11115.64	-11123.04	7.400461	0.39437	0.0359099	0.164227	0.000373576	-0.70827	-3.11406	-1.58564	0.1611817	0.004046975	0.05415685	0.0001682322	0.01042177	0.004724513	0.316047	0.220045	0.463908	0.492496	0.0444204	0.204817
1420	-11119.92	-11127.5	7.579895	0.363558	0.0387091	0.157677	0.000373576	-0.7897	-3.03824	-1.62643	0.1413794	0.004046975	0.05415685	0.0001360942	0.01430228	0.004724513	0.42424	0.295373	0.280387	0.453981	0.0479194	0.19663
1421	-11116.54	-11124.45	7.904077	0.363562	0.0398598	0.169682	0.0003770203	-0.7897	-3.00875	-1.55291	0.1413794	0.002473492	0.05415685	0.0001360942	0.01430228	0.003960798	0.583198	0.0313559	0.385446	0.453981	0.0493535	0.211631
1422	-11114.66	-11122.45	7.792598	0.363562	0.0376981	0.172297	0.0003770203	-0.7897	-3.06505	-1.53758	0.1565322	0.003036178	0.05415685	0.0001185197	0.01087596	0.004921029	0.421015	0.0202845	0.5587	0.453981	0.0466513	0.2149
1423	-11110.64	-11118.25	7.614447	0.389253	0.0370499	0.191412	8.791044e-05	-0.720608	-3.07472	-1.43064	0.1565322	0.003036178	0.06135089	0.0001854159	0.01431296	0.002288261	0.421015	0.0202845	0.5587	0.486456	0.0462025	0.239155
1424	-11111.76	-11119.12	7.357213	0.397731	0.0376447	0.162753	8.791044e-05	-0.699057	-3.05876	-1.59292	0.1565322	0.003236847	0.06135089	0.0002695556	0.01431296	0.002806455	0.421015	0.0202845	0.5587	0.497054	0.046946	0.203331
1425	-11111.6	-11119	7.405443	0.3875	0.0376447	0.169571	8.791044e-05	-0.725124	-3.05876	-1.55186	0.1740763	0.003236847	0.06135089	0.0002046519	0.01290897	0.00330147	0.421015	0.0202845	0.5587	0.484265	0.046946	0.211854
