Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction_alpha[1]	extinction_alpha[2]	extinction_alpha[3]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	q_12	q_13	q_21	q_23	q_31	q_32	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation_alpha[1]	speciation_alpha[2]	speciation_alpha[3]	speciation_beta[1]	speciation_beta[2]
3298	-8371.38	-8371.2	-0.178319	0.0264962	0.0376246	0.11462	0.000629362	0.000893694	0.00272257	-3.63075	-3.2801	-2.16613	-3.74005	1.08571	2.453136	0.003990329	1.307326e-05	0.0002037389	0.1735942	0.0005451666	3.922804e-06	0.2652965	0.094459	0.334878	0.120017	0.215143	0.126787	0.108715	0.0145072	0.0851487	0.160986	0.0284954	0.167252	0.316214	-4.23311	-2.46336	-1.82644	0.675102	0.606331
3299	-8367.39	-8373.67	6.27613	0.0241827	0.104216	0.566739	0.00120658	0.00519978	0.0282769	-3.72212	-2.26129	-0.567857	-2.99785	1.08571	2.889928	0.0008665927	1.307326e-05	2.374498e-05	0.1735942	3.624961e-06	3.859054e-07	0.2344561	0.104123	0.369139	0.132296	0.134847	0.139758	0.119838	0.01582	0.0851487	0.144552	0.0315286	0.169698	0.288088	-4.14648	-2.46336	-1.93411	0.689623	0.606331
3300	-8370.63	-8377.78	7.14662	0.0241827	0.0747878	0.566739	0.00120658	0.00373148	0.0282769	-3.72212	-2.5931	-0.567857	-2.99785	-1.29388	1.545612	0.001961824	1.532308e-05	2.374498e-05	0.2235709	2.543785e-06	3.859054e-07	0.2104298	0.104123	0.369139	0.132296	0.134847	0.139758	0.119838	0.0192791	0.098465	0.148086	0.0393588	0.201019	0.302321	-3.94873	-2.31805	-1.90997	0.713699	1.03276
3301	-8364.76	-8373	8.24456	0.0267278	0.0527993	0.08013	0.00133356	0.00263437	0.00399802	-3.62205	-2.94126	-2.5241	-2.99785	-1.29388	1.471412	0.001497819	5.345087e-06	0.001062078	0.1954844	4.019028e-08	5.739638e-07	0.2330896	0.0612665	0.217203	0.0778437	0.0793446	0.295876	0.268466	0.0154734	0.0919659	0.142456	0.0296371	0.176148	0.272854	-4.16864	-2.38634	-1.94872	0.649906	1.13004
3302	-8374.82	-8378.01	3.19059	0.0267278	0.151666	0.0678541	0.00133356	0.00756726	0.00338552	-3.62205	-1.88607	-2.6904	-2.99785	1.16381	5.688095	0.008398159	1.483381e-06	0.0001160338	0.2061233	1.542912e-07	2.680805e-05	0.2330896	0.0728494	0.258267	0.0925606	0.153373	0.103729	0.319221	0.0136458	0.0963772	0.142456	0.0261366	0.184597	0.272854	-4.29432	-2.33949	-1.94872	0.649906	1.19146
3303	-8373.91	-8373.27	-0.643989	0.0267278	0.0614356	0.0136529	0.000542955	0.00124802	0.000277348	-3.62205	-2.78977	-4.29381	-3.89643	1.16381	0.6588376	4.472993e-05	0.0001857386	2.74878e-05	0.2061233	1.542912e-07	0.0008874928	0.2330896	0.0580065	0.257941	0.159795	0.122124	0.00779645	0.394336	0.0136458	0.101657	0.150649	0.0255125	0.190061	0.281656	-4.29432	-2.28615	-1.89281	0.625736	1.88944
3304	-8370.55	-8373.31	2.75942	0.0317884	0.0614356	0.0304933	0.000817343	0.00157963	0.000784046	-3.44866	-2.78977	-3.49025	-3.6608	-0.123317	0.09906693	4.085435e-05	0.001179901	8.986837e-06	0.2061233	1.542912e-07	0.0008874928	0.238916	0.0576364	0.256296	0.165156	0.121345	0.00774671	0.391821	0.0188547	0.101657	0.14477	0.0343995	0.18547	0.264127	-3.971	-2.28615	-1.93261	0.601283	1.88944
3305	-8371.52	-8373.9	2.37713	0.0317884	0.0201198	0.348612	0.00104176	0.000659358	0.0114246	-3.44866	-3.90605	-1.0538	-3.41819	-1.44126	0.001973978	2.873372e-06	0.001179901	9.839058e-05	0.2195379	2.254019e-08	0.0001977254	0.238916	0.0814529	0.362202	0.172212	0.171487	0.0109478	0.201699	0.0199788	0.101657	0.14349	0.039669	0.201846	0.284905	-3.91308	-2.28615	-1.94149	0.685895	1.88944
3306	-8371.31	-8373.55	2.24106	0.0317884	0.0332737	0.348612	0.00104176	0.00109043	0.0114246	-3.44866	-3.40299	-1.0538	-3.41819	-1.44126	0.02835578	2.350721e-05	0.001158683	9.839058e-05	0.2161984	4.167918e-07	3.599414e-05	0.2574441	0.0942997	0.419329	0.199373	0.0408125	0.0126745	0.233511	0.0199788	0.101657	0.158072	0.0392744	0.199838	0.310738	-3.91308	-2.28615	-1.8447	0.675899	1.88944
3307	-8373.03	-8376.71	3.68061	0.0813616	0.0350221	0.082218	0.00912187	0.00392651	0.00921789	-2.50885	-3.35178	-2.49838	-2.18823	1.12476	0.3580473	0.0001385528	2.298669e-05	0.001252565	0.2161984	7.730588e-05	0.0002159492	0.2574441	0.0630168	0.437168	0.133233	0.0272734	0.00483303	0.334476	0.0167348	0.0882666	0.160694	0.0328973	0.173514	0.315892	-4.09026	-2.42739	-1.82825	0.675899	1.90258
3308	-8375.62	-8375.37	-0.249173	0.0813616	0.0515766	0.0854502	0.00459347	0.00291189	0.00482431	-2.50885	-2.96469	-2.45982	-2.87427	-1.06737	2.60693	9.921737e-05	0.002192879	0.001252565	0.2133778	8.194906e-08	0.006752589	0.2564761	0.0721037	0.143	0.365454	0.0312062	0.00552994	0.382706	0.0167348	0.101973	0.160694	0.0309567	0.188634	0.297258	-4.09026	-2.28304	-1.82825	0.615097	1.70495
3309	-8373.31	-8371.82	-1.482	0.0131117	0.0515766	0.0854502	0.000653157	0.00256928	0.00425669	-4.33425	-2.96469	-2.45982	-2.99944	-1.06737	2.094752	0.0005305162	0.002192879	0.000530605	0.2047663	5.740603e-07	0.001023767	0.2564761	0.0721037	0.143	0.365454	0.0312062	0.00552994	0.382706	0.0171378	0.101973	0.160694	0.0310952	0.185023	0.291567	-4.06647	-2.28304	-1.82825	0.595767	1.9104
3310	-8370.84	-8374.41	3.57484	0.115911	0.0271332	0.139455	0.00761811	0.00178329	0.0091655	-2.15493	-3.607	-1.97001	-2.7223	-0.171791	0.3508732	3.93707e-05	0.001538586	0.000530605	0.2047724	5.740603e-07	0.001023767	0.250444	0.0721037	0.143	0.365454	0.0312062	0.00552994	0.382706	0.0136579	0.0888529	0.160694	0.0249909	0.162581	0.294035	-4.29344	-2.42077	-1.82825	0.604195	0.980963
3311	-8369.2	-8368.2	-1.00093	0.0275132	0.0252798	0.139455	0.00180827	0.00166148	0.0091655	-3.59309	-3.67775	-1.97001	-2.7223	-0.171791	1.863592	3.122532e-05	0.0007090839	0.0002123977	0.1823084	5.870363e-05	0.001023767	0.250444	0.0702197	0.139264	0.38445	0.0303907	0.0285315	0.347145	0.0148534	0.0888529	0.164507	0.0271814	0.162599	0.301044	-4.20953	-2.42077	-1.8048	0.604306	1.96568
3312	-8371.34	-8369.32	-2.01279	0.0275132	0.00942981	0.0196887	0.00450524	0.00154412	0.003224	-3.59309	-4.66388	-3.92771	-1.80942	-0.171791	2.666923	0.0007016192	0.0006984401	0.0001623629	0.1869867	5.870363e-05	0.001023767	0.2415603	0.156611	0.0813313	0.282632	0.0157142	0.0147529	0.448958	0.0148534	0.0917854	0.15763	0.0282504	0.174571	0.299805	-4.20953	-2.3883	-1.8475	0.642879	1.83106
3313	-8369.34	-8369.51	0.171095	0.0275132	0.0198356	0.0196887	0.00388108	0.00279805	0.00277734	-3.59309	-3.92028	-3.92771	-1.95855	0.513309	1.393736	0.0002269593	0.0001658002	0.0001623629	0.1869867	0.002257776	0.001023767	0.2534468	0.162401	0.0429673	0.262196	0.0515819	0.0152982	0.465556	0.0152674	0.0943942	0.163969	0.0277186	0.171377	0.297694	-4.18204	-2.36028	-1.80808	0.596387	0.605683
3314	-8367.72	-8370.84	3.1251	0.0241584	0.0271772	0.0964657	0.00340785	0.00383368	0.0136077	-3.72312	-3.60538	-2.33857	-1.95855	0.515238	0.1074694	8.911393e-06	3.939666e-05	0.0005269853	0.1869867	0.002257776	0.001023767	0.2534468	0.162401	0.0429673	0.262196	0.0515819	0.0152982	0.465556	0.0182191	0.0873074	0.162395	0.0341801	0.163794	0.304662	-4.00528	-2.43832	-1.81773	0.629172	0.605683
3315	-8377.63	-8377.7	0.0718025	0.0241584	0.0333612	0.0947421	0.00340785	0.00470602	0.0133646	-3.72312	-3.40036	-2.3566	-1.95855	-0.163825	0.2995637	0.0002690261	0.0006479173	0.0006500448	0.179041	0.002257776	0.001023767	0.2536551	0.0472563	0.048874	0.29824	0.0586728	0.0174013	0.529556	0.0123907	0.0918001	0.151518	0.0231719	0.171675	0.283354	-4.39081	-2.38814	-1.88705	0.625989	1.76602
3316	-8372.29	-8374.36	2.07674	0.0241584	0.0333612	0.0947421	0.00340785	0.00470602	0.0133646	-3.72312	-3.40036	-2.3566	-1.95855	-0.163825	0.4430458	0.0007190253	0.001593263	3.141437e-05	0.179041	0.0007284003	0.003212581	0.2279278	0.102459	0.0479773	0.292768	0.0198737	0.017082	0.51984	0.0151721	0.0918001	0.151518	0.0290424	0.175724	0.290036	-4.1883	-2.38814	-1.88705	0.6493	1.04228
3317	-8371.31	-8375.09	3.78408	0.0241584	0.0240472	0.0883676	0.00340785	0.00339216	0.0124654	-3.72312	-3.72773	-2.42625	-1.95855	-0.163825	2.462094	5.000018e-05	0.001593263	2.108202e-06	0.179041	1.474171e-05	0.003212581	0.2218969	0.102459	0.0479773	0.292768	0.0198737	0.017082	0.51984	0.0151721	0.0918001	0.166265	0.0290424	0.175724	0.318265	-4.1883	-2.38814	-1.79417	0.6493	0.272955
3318	-8366.72	-8370.57	3.85728	0.0241584	0.0185617	0.0883676	0.00340785	0.00261836	0.0124654	-3.72312	-3.98665	-2.42625	-1.95855	-0.163825	0.2910394	3.866698e-06	0.00135121	0.0001581709	0.1736514	1.474171e-05	0.003212581	0.2196923	0.135893	0.0414186	0.252745	0.0171568	0.10401	0.448776	0.0151721	0.0938818	0.15959	0.0275266	0.170329	0.289542	-4.1883	-2.36572	-1.83515	0.595697	0.0727514
3319	-8368.27	-8369.34	1.06757	0.0241584	0.0154826	0.049785	0.00312142	0.00200045	0.00643254	-3.72312	-4.16804	-3.00004	-2.04635	-0.141203	0.1483512	0.0001042515	0.0007870404	0.0004162296	0.1658181	1.474171e-05	0.004082564	0.2257766	0.106176	0.0323613	0.197476	0.232083	0.0812656	0.350638	0.0138138	0.0840896	0.15959	0.0250623	0.152563	0.289542	-4.28209	-2.47587	-1.83515	0.595697	1.87126
3320	-8368.64	-8369	0.357577	0.0285181	0.0108847	0.0422582	0.00414769	0.00158307	0.00614605	-3.55722	-4.5204	-3.16396	-1.92799	-0.141203	0.7404834	9.622115e-06	0.0007870404	0.0004162296	0.1805855	0.0003701363	0.004082564	0.2424277	0.12357	0.0376629	0.229827	0.270105	0.094579	0.244256	0.0150675	0.0872931	0.162785	0.0273369	0.158375	0.29534	-4.19521	-2.43848	-1.81532	0.595697	0.148771
3321	-8369.88	-8372.48	2.59801	0.0285181	0.0768658	0.0699892	0.00414769	0.0111794	0.0101793	-3.55722	-2.56569	-2.65941	-1.92799	0.0799891	1.350848	9.938746e-05	0.0007870404	0.0001288454	0.1730201	0.0003701363	0.004082564	0.2424277	0.0618164	0.0601194	0.114972	0.298679	0.0473134	0.4171	0.0150675	0.0947879	0.163208	0.0274735	0.172832	0.297587	-4.19521	-2.35611	-1.81273	0.600679	0.148771
3322	-8367.72	-8368.71	0.987838	0.0149111	0.0175186	0.0729627	0.00287533	0.00337815	0.0140695	-4.20565	-4.04449	-2.61781	-1.64594	0.0799891	1.350848	9.938746e-05	0.0007870404	0.0001288454	0.1695457	0.0003852658	0.004082564	0.2411236	0.0738581	0.0718305	0.137368	0.18388	0.05653	0.476533	0.0142676	0.0883575	0.164173	0.0262098	0.162314	0.301587	-4.24976	-2.42636	-1.80684	0.608139	0.148771
3323	-8374.64	-8370.94	-3.70573	0.0149111	0.0175186	0.0126209	0.00249535	0.00293172	0.00211209	-4.20565	-4.04449	-4.3724	-1.78768	0.0799891	3.338844	5.186673e-05	0.003248705	0.000254112	0.1935658	0.001782014	0.0004490642	0.2414661	0.00380654	0.0772637	0.147758	0.197789	0.0608059	0.512577	0.0142676	0.0915299	0.161143	0.0257675	0.165304	0.291025	-4.24976	-2.39109	-1.82546	0.591119	0.148771
3324	-8381.06	-8377.23	-3.83809	0.0363735	0.00752348	0.151958	0.00608706	0.00125904	0.02543	-3.31391	-4.88973	-1.88415	-1.78768	0.643078	3.338844	0.00209407	0.003248705	1.140154e-05	0.1905319	0.005545078	0.003768055	0.2493683	0.00410908	0.0834045	0.180058	0.113474	0.0656387	0.553316	0.0129399	0.0899149	0.163658	0.0236138	0.164084	0.298657	-4.34744	-2.40889	-1.80997	0.601514	1.16121
3325	-8368.87	-8372.54	3.67609	0.0363735	0.045458	0.0195666	0.00394142	0.00492581	0.00212023	-3.31391	-3.09097	-3.93393	-2.2223	1.14693	0.5797284	0.0005699329	0.0006995924	1.427005e-05	0.1718997	0.0004143729	1.45605e-05	0.2493683	0.00713331	0.314523	0.312578	0.196988	0.113948	0.054829	0.0129399	0.0899149	0.170058	0.0236138	0.164084	0.310336	-4.34744	-2.40889	-1.77161	0.601514	1.16121
3326	-8370.28	-8371.14	0.86268	0.0100196	0.025868	0.0195666	0.00108572	0.00280305	0.00212023	-4.60321	-3.65475	-3.93393	-2.2223	1.14693	0.6663241	0.0003364016	0.0006995924	2.908271e-06	0.1835053	0.0004143729	0.0002148936	0.2472471	0.00728053	0.300376	0.319029	0.201054	0.116299	0.0559606	0.0130949	0.0899149	0.164834	0.0238967	0.164084	0.300802	-4.33553	-2.40889	-1.80282	0.601514	1.16121
3327	-8376.15	-8377.4	1.24462	0.0301516	0.0416211	0.0289739	0.00324791	0.0044834	0.00312105	-3.50152	-3.17915	-3.54136	-2.22823	0.110231	0.8937517	0.0009820349	0.001318882	0.001543014	0.1636452	6.752995e-05	0.0002148936	0.2472471	0.00556378	0.229547	0.243802	0.389445	0.0888761	0.0427651	0.013573	0.095119	0.166915	0.024769	0.173581	0.3046	-4.29968	-2.35263	-1.79027	0.601514	1.16121
3328	-8374.7	-8372.26	-2.44663	0.0393271	0.0812798	0.0198802	0.00197236	0.0040764	0.000997044	-3.23584	-2.50986	-3.91803	-2.99268	-0.549855	1.56947	0.0009820349	0.001318882	0.0009053673	0.1636452	6.752995e-05	0.005925942	0.2472033	0.00621775	0.138987	0.272459	0.435221	0.0993227	0.0477917	0.0170907	0.0934899	0.167235	0.0295227	0.161496	0.288884	-4.06922	-2.3699	-1.78835	0.546624	1.16121
3329	-8374.05	-8374.13	0.0823645	0.0106305	0.0143944	0.0307362	0.00053315	0.000721917	0.0015415	-4.54403	-4.24092	-3.48232	-2.99268	-0.549855	0.6374907	0.0001174612	0.001971662	0.0004210158	0.1558713	1.185456e-07	0.005925942	0.2589737	0.0068566	0.050522	0.300453	0.479938	0.109528	0.0527021	0.0197036	0.0836371	0.171584	0.0340363	0.144476	0.296395	-3.92695	-2.48127	-1.76269	0.546624	0.412932
3330	-8366.52	-8369.67	3.14851	0.00548207	0.037585	0.165789	0.000274941	0.00188499	0.00831479	-5.20627	-3.28115	-1.79704	-2.99268	0.147754	0.6374907	0.000235406	8.089239e-05	0.0001934286	0.1656204	1.185456e-07	0.00207148	0.2493378	0.0068566	0.050522	0.300453	0.479938	0.109528	0.0527021	0.0197036	0.0916541	0.183673	0.0327513	0.152347	0.3053	-3.92695	-2.38973	-1.6946	0.508138	0.412932
3331	-8368.77	-8370.48	1.70657	0.00548207	0.0652039	0.190951	0.000274941	0.00327015	0.00957671	-5.20627	-2.73024	-1.65574	-2.99268	0.731202	0.60993	0.0003611085	9.456266e-05	0.0001934286	0.1500411	2.249765e-06	0.002034264	0.2233402	0.00464491	0.0342254	0.526102	0.325128	0.074198	0.0357023	0.0155692	0.101169	0.183673	0.024683	0.160391	0.29119	-4.16246	-2.29096	-1.6946	0.46082	0.260137
3332	-8369.94	-8369.22	-0.726758	0.0132893	0.00364543	0.0441395	0.00254675	0.000698606	0.00845884	-4.3208	-5.61428	-3.1204	-1.65214	0.731202	1.196292	0.0001196109	0.0001660164	0.0001934286	0.1326018	2.249765e-06	0.005181902	0.2482543	0.00810937	0.145284	0.087108	0.567628	0.129539	0.0623313	0.0127894	0.0891828	0.189577	0.020276	0.141388	0.30055	-4.35914	-2.41707	-1.66296	0.46082	1.38521
3333	-8374.34	-8372.35	-1.9922	0.0132893	0.0013061	0.0441395	0.00416904	0.000409741	0.0138472	-4.3208	-6.64071	-3.1204	-1.15927	0.0648623	1.196292	0.001572978	0.0001660164	0.0008858155	0.1293163	2.249765e-06	0.003230891	0.2482543	0.00810937	0.145284	0.087108	0.567628	0.129539	0.0623313	0.0124477	0.0878083	0.203631	0.0187144	0.132015	0.306147	-4.38622	-2.4326	-1.59145	0.407757	0.133511
3334	-8372.53	-8371.04	-1.49858	0.0137783	0.0191927	0.109541	0.00127627	0.00177781	0.0101467	-4.28466	-3.95323	-2.21146	-2.37915	-0.773201	2.22226	0.0003885589	0.0001660164	0.001237977	0.1314693	4.71774e-05	0.003582602	0.2482659	0.00810937	0.145284	0.087108	0.567628	0.129539	0.0623313	0.0155895	0.0980432	0.203631	0.023123	0.145422	0.302033	-4.16116	-2.32235	-1.59145	0.39423	1.26037
3335	-8374.85	-8373.1	-1.74932	0.0293969	0.0191927	0.00997115	0.00272301	0.00177781	0.000923621	-3.52687	-3.95323	-4.60806	-2.37915	-0.252055	2.165425	0.001296189	0.0003596233	0.001237977	0.1269299	2.690874e-05	0.00510301	0.2637483	0.00810937	0.145284	0.087108	0.567628	0.129539	0.0623313	0.0156605	0.0877508	0.209274	0.0232283	0.130156	0.310404	-4.15661	-2.43325	-1.56411	0.39423	0.301332
3336	-8374.29	-8371.03	-3.26123	0.0118129	0.0191927	0.00997115	0.00109422	0.00177781	0.000923621	-4.43856	-3.95323	-4.60806	-2.37915	-0.252055	2.165425	0.001296189	0.0003596233	0.001374052	0.1269299	8.444274e-05	0.001812458	0.2381277	0.00774046	0.0566126	0.0831452	0.541805	0.0547959	0.255901	0.0127552	0.0899048	0.192131	0.0191921	0.135274	0.289087	-4.36181	-2.409	-1.64958	0.408553	0.301332
3337	-8375.43	-8372.57	-2.85713	0.0510279	0.0259821	0.00997115	0.00472667	0.0024067	0.000923621	-2.97538	-3.65035	-4.60806	-2.37915	-0.252055	3.387734	0.001559007	2.382408e-05	0.0005831762	0.1266339	0.0002579696	0.01525934	0.2381277	0.00667169	0.0487958	0.209741	0.466995	0.0472299	0.220567	0.00979077	0.082846	0.192131	0.0155274	0.131387	0.304704	-4.62631	-2.49077	-1.64958	0.461164	0.301332
3338	-8384.12	-8373.83	-10.2894	0.0116014	0.0476029	0.00574442	0.00042224	0.00173254	0.000209072	-4.45663	-3.04486	-5.15953	-3.31331	-0.252055	6.321267	0.00269258	2.382408e-05	0.0005831762	0.1052503	0.0002579696	0.01525934	0.2328889	0.00453734	0.0331855	0.462553	0.317598	0.0321205	0.150005	0.0114369	0.0803737	0.192131	0.0181381	0.127466	0.304704	-4.47091	-2.52107	-1.64958	0.461164	0.301332
3339	-8376.62	-8373.28	-3.34462	0.0116014	0.0171219	0.0195438	0.000562185	0.000829699	0.000947063	-4.45663	-4.0674	-3.9351	-3.02705	0.226164	0.7430225	0.0003590084	0.0004033444	0.0003941981	0.1052503	8.281585e-05	0.01525934	0.226635	0.00740498	0.054159	0.122882	0.518323	0.052421	0.24481	0.0110088	0.0830522	0.192131	0.0165252	0.124668	0.288404	-4.50906	-2.48829	-1.64958	0.406187	0.301332
3340	-8372.77	-8373.19	0.412823	0.00811937	0.0171219	0.0195438	0.000988012	0.00208349	0.00237821	-4.8135	-4.0674	-3.9351	-2.10631	0.387188	0.5684934	0.0003474913	0.0004594724	0.0003434952	0.1204727	1.385327e-05	0.004271496	0.2253226	0.00498215	0.0364387	0.0826763	0.348733	0.362459	0.164711	0.0148524	0.0800936	0.192131	0.0228918	0.123447	0.296128	-4.20959	-2.52456	-1.64958	0.432617	0.301332
3341	-8369.35	-8372.98	3.62627	0.020543	0.00913	0.039662	0.00512092	0.00227592	0.0098869	-3.88524	-4.69619	-3.22736	-1.38918	0.387188	0.4854882	0.0003323426	0.0009654856	0.0003434952	0.1344206	2.560199e-06	0.002719534	0.2253226	0.00638819	0.0467223	0.106009	0.447151	0.182535	0.211194	0.0148524	0.086179	0.192054	0.0218809	0.126961	0.282938	-4.20959	-2.45133	-1.64998	0.387452	0.301332
3342	-8376.72	-8377.19	0.469649	0.020543	0.016538	0.0252401	0.00392879	0.00316285	0.00482711	-3.88524	-4.1021	-3.67932	-1.65419	-0.463998	1.122918	0.001349793	0.0009654856	0.0003434952	0.1397142	0.0002845777	0.006972532	0.2253226	0.00644607	0.0380854	0.106969	0.451202	0.184189	0.213108	0.0148524	0.0901895	0.183163	0.0217949	0.132347	0.268778	-4.20959	-2.40584	-1.69738	0.383512	0.0972626
3343	-8373.07	-8372.85	-0.219215	0.020543	0.016538	0.0252401	0.00407788	0.00328288	0.00501029	-3.88524	-4.1021	-3.67932	-1.61694	1.4679	1.257684	0.000515319	0.0005657677	0.0003434952	0.127582	0.0001032398	0.01446726	0.2412989	0.00644607	0.0380854	0.106969	0.451202	0.184189	0.213108	0.0148524	0.0901895	0.211999	0.0217569	0.132116	0.310551	-4.20959	-2.40584	-1.55118	0.381769	0.0972626
3344	-8376.37	-8375.01	-1.36626	0.0392215	0.016538	0.234987	0.00473368	0.00199598	0.0283607	-3.23853	-4.1021	-1.44823	-2.11452	-1.50474	1.257684	0.0007184642	0.0005657677	0.0003434952	0.127582	0.0005034839	0.01446726	0.2412989	0.00629027	0.037165	0.104384	0.440297	0.203906	0.207957	0.0102683	0.0901895	0.214597	0.0160417	0.140899	0.335255	-4.57869	-2.40584	-1.53899	0.446131	0.0972626
3345	-8376.86	-8375.96	-0.902132	0.0392215	0.0189933	0.234987	0.00473368	0.00229232	0.0283607	-3.23853	-3.96367	-1.44823	-2.11452	1.33511	2.604863	0.0004392012	0.0005657677	0.0003434952	0.123218	8.304971e-05	0.01446726	0.2412989	0.00916477	0.0848182	0.152085	0.153858	0.297086	0.302989	0.0147966	0.0816306	0.214597	0.0231161	0.127528	0.335255	-4.21336	-2.50555	-1.53899	0.446131	0.206565
3346	-8372.86	-8370.95	-1.90828	0.0506803	0.0189933	0.290235	0.00246704	0.000924566	0.0141282	-2.98222	-3.96367	-1.23706	-3.02252	0.0718258	2.208777	0.0002476589	0.002735792	0.0003434952	0.1226484	0.0008631324	0.0001405451	0.2412989	0.00862802	0.138417	0.143178	0.144847	0.279686	0.285244	0.0113056	0.0850288	0.197573	0.0176622	0.132837	0.308659	-4.48246	-2.46476	-1.62165	0.446131	0.206565
3347	-8370.12	-8371.41	1.28985	0.0984484	0.0189933	0.290235	0.00479231	0.000924566	0.0141282	-2.31822	-3.96367	-1.23706	-3.02252	0.0718258	2.208777	0.0003362998	0.000123841	0.0003836959	0.1226484	0.0008566539	9.903122e-06	0.2531398	0.00984355	0.157917	0.0415709	0.165253	0.299986	0.325429	0.0123935	0.0821622	0.197573	0.0187256	0.124141	0.298518	-4.39059	-2.49906	-1.62165	0.412723	0.206565
3348	-8369.92	-8371.15	1.22568	0.102189	0.0375983	0.00854127	0.00497441	0.00183023	0.000415776	-2.28093	-3.2808	-4.76285	-3.02252	0.0718258	1.722986	0.001048005	3.133296e-06	0.0003836959	0.1176358	0.0008566539	9.903122e-06	0.2531398	0.00956104	0.045627	0.0445102	0.176938	0.374925	0.348439	0.010161	0.0879081	0.200891	0.014861	0.12857	0.293813	-4.5892	-2.43146	-1.60499	0.380182	0.922914
3349	-8363.1	-8370.96	7.85859	0.0751768	0.0382495	0.118395	0.00365949	0.00186192	0.00576327	-2.58791	-3.26363	-2.13373	-3.02252	0.0718258	1.716067	0.0006479164	1.40214e-05	2.255528e-05	0.1309492	0.0008566539	2.067356e-08	0.2531398	0.0104521	0.0498793	0.0486584	0.100231	0.409867	0.380913	0.0148214	0.0841026	0.205787	0.0227309	0.128984	0.315605	-4.21168	-2.47572	-1.58091	0.42765	0.922914
3350	-8363.37	-8369.86	6.49434	0.0751768	0.028145	0.0566946	0.00439807	0.00164657	0.00331681	-2.58791	-3.57038	-2.87008	-2.83868	0.169145	3.342516	7.890714e-05	7.821024e-06	2.807824e-05	0.1279345	0.0008566539	2.067356e-08	0.2531398	0.0124154	0.0592487	0.0577985	0.119058	0.486857	0.264623	0.0143954	0.0855644	0.188979	0.0220774	0.131226	0.289828	-4.24085	-2.45849	-1.66612	0.42765	0.922914
3351	-8368.06	-8368.29	0.226096	0.0751768	0.00653292	0.0286573	0.00348332	0.000302703	0.00132783	-2.58791	-5.0309	-3.55235	-3.07186	0.169145	3.342516	0.0003599539	7.821024e-06	0.0002053426	0.1279345	0.001278982	2.941245e-07	0.2531398	0.0124154	0.0592487	0.0577985	0.119058	0.486857	0.264623	0.0124402	0.0856659	0.188979	0.0201608	0.138832	0.306264	-4.38682	-2.4573	-1.66612	0.48281	0.922914
3352	-8368.89	-8373.45	4.56598	0.0751768	0.0312885	0.0286573	0.00851076	0.00354217	0.00324429	-2.58791	-3.4645	-3.55235	-2.17851	0.169145	2.353773	0.001851609	7.821024e-06	0.0001366494	0.1156567	0.001278982	2.941245e-07	0.2574545	0.0124154	0.0592487	0.0577985	0.119058	0.486857	0.264623	0.00685883	0.0773628	0.188979	0.0109646	0.123673	0.302104	-4.98222	-2.55925	-1.66612	0.469134	1.4328
3353	-8375.61	-8375.11	-0.498115	0.0751768	0.0296876	0.011912	0.00809727	0.00319764	0.00128304	-2.58791	-3.51703	-4.43021	-2.22832	0.506488	1.945479	0.001746944	0.003136043	0.0001366494	0.1124033	0.001278982	1.239974e-05	0.2574545	0.0124154	0.0592487	0.0577985	0.119058	0.486857	0.264623	0.00711736	0.0773628	0.192212	0.0113779	0.123673	0.307272	-4.94522	-2.55925	-1.64916	0.469134	0.686529
3354	-8377.86	-8378.11	0.252941	0.0751768	0.0296876	0.106698	0.00809727	0.00319764	0.0114924	-2.58791	-3.51703	-2.23775	-2.22832	-0.244556	1.191303	0.0003429636	0.0008912508	0.00140294	0.1081658	0.001278982	0.0002074753	0.248662	0.0124154	0.0592487	0.0577985	0.119058	0.486857	0.264623	0.00921442	0.0804967	0.192212	0.0139913	0.122227	0.291857	-4.68699	-2.51954	-1.64916	0.417667	1.30675
3355	-8378.05	-8377.88	-0.165277	0.0751768	0.0545725	0.118244	0.00809727	0.00587799	0.0127361	-2.58791	-2.90823	-2.135	-2.22832	-1.12515	1.191303	0.0008331649	0.002706212	0.0004905145	0.1081658	0.000414839	0.004573996	0.2476474	0.0122723	0.0585654	0.220286	0.173816	0.273489	0.261571	0.00887845	0.0804439	0.201938	0.0134812	0.122147	0.306626	-4.72413	-2.5202	-1.59979	0.417667	0.481155
3356	-8370.22	-8371.21	0.993151	0.0751768	0.011394	0.024611	0.00809727	0.00122724	0.00265085	-2.58791	-4.47467	-3.70456	-2.22832	0.755067	0.7671538	4.55516e-05	0.0001438872	4.751738e-05	0.1100877	0.000196999	0.006777524	0.2464451	0.0130202	0.0676295	0.16727	0.18441	0.290158	0.277513	0.00971778	0.0804439	0.200605	0.0147556	0.122147	0.304602	-4.6338	-2.5202	-1.60642	0.417667	0.481155
