Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction_alpha[1]	extinction_alpha[2]	extinction_alpha[3]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	q_12	q_13	q_21	q_23	q_31	q_32	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation_alpha[1]	speciation_alpha[2]	speciation_alpha[3]	speciation_beta[1]	speciation_beta[2]
2017	-8372.14	-8374.26	2.1221	0.0664951	0.0615118	0.286467	0.0060679	0.00561316	0.0261411	-2.71063	-2.78853	-1.25013	-2.39412	0.443178	1.806362	0.0006187835	0.0001998159	0.0004447935	0.1978067	0.000144745	0.001236127	0.243622	0.0334486	0.0194926	0.357089	0.0828563	0.266207	0.240907	0.0165391	0.0815124	0.154205	0.0339643	0.167392	0.316672	-4.10203	-2.507	-1.86947	0.719583	0.399978
2018	-8374.4	-8372.03	-2.37015	0.00292903	0.0431723	0.286467	0.000267284	0.00393962	0.0261411	-5.83308	-3.14256	-1.25013	-2.39412	0.443178	2.901133	0.0005589503	0.0006484374	0.0004447935	0.1799421	0.000144745	1.164753e-05	0.243622	0.0351169	0.0204648	0.3749	0.0371113	0.279484	0.252923	0.0165391	0.0754698	0.154205	0.0335148	0.152932	0.312481	-4.10203	-2.58402	-1.86947	0.706261	0.633525
2019	-8374.88	-8376.01	1.12627	0.0625141	0.0174783	0.35366	0.00570462	0.00159495	0.0322727	-2.77236	-4.0468	-1.03942	-2.39412	0.333473	1.003695	0.000876288	0.0006484374	0.0004447935	0.1799421	0.000144745	0.0008296066	0.2212274	0.0441237	0.0257137	0.471054	0.0466296	0.0946864	0.317792	0.0163735	0.0917578	0.154205	0.0326953	0.183225	0.307923	-4.11209	-2.3886	-1.86947	0.691565	0.703651
2020	-8375.04	-8371.57	-3.47683	0.00903707	0.0131154	0.35366	0.000824663	0.00119683	0.0322727	-4.70642	-4.33396	-1.03942	-2.39412	-0.329815	2.691331	0.0003568529	0.0006405821	0.0004447935	0.1879026	0.000144745	0.001198093	0.2273607	0.0441237	0.0257137	0.471054	0.0466296	0.0946864	0.317792	0.0163735	0.0757957	0.155066	0.0333829	0.154535	0.316153	-4.11209	-2.57971	-1.86391	0.712378	0.703651
2021	-8376.72	-8375.12	-1.59593	0.152239	0.11162	0.0942592	0.00639422	0.00468818	0.00395899	-1.8823	-2.19265	-2.36171	-3.17006	-1.82379	1.01382	4.320964e-05	0.0004964413	0.0004447935	0.1799318	0.000144745	0.001198093	0.2273607	0.0545627	0.0317972	0.582499	0.0732104	0.117088	0.140843	0.0103511	0.0809379	0.155066	0.0197976	0.154802	0.296579	-4.57066	-2.51407	-1.86391	0.648465	0.703651
2022	-8372.94	-8371.45	-1.48711	0.0500897	0.0132014	0.0942592	0.00225773	0.000595036	0.00424862	-2.99394	-4.32743	-2.36171	-3.09945	-0.626329	1.054431	0.0009330745	0.0004964413	0.0002875862	0.1799318	0.0001805145	0.00110545	0.2324636	0.0608614	0.0354678	0.649743	0.0816618	0.130604	0.0416618	0.0118332	0.0782424	0.150143	0.0223164	0.147558	0.283157	-4.43685	-2.54794	-1.89617	0.634412	0.703651
2023	-8372.09	-8371.93	-0.159599	0.0261509	0.0114937	0.0942592	0.00419711	0.00184469	0.0151282	-3.64387	-4.46596	-2.36171	-1.82949	-0.626329	3.324715	0.000687452	5.148939e-05	0.0002875862	0.1797598	0.0001805145	0.00110545	0.2324636	0.137033	0.175613	0.115623	0.183866	0.294062	0.0938036	0.0131383	0.0812261	0.155136	0.0266123	0.164527	0.314235	-4.33222	-2.51052	-1.86345	0.705839	0.703651
2024	-8372.8	-8372.87	0.0706913	0.0261509	0.0332912	0.0268671	0.00195161	0.00248449	0.00200506	-3.64387	-3.40246	-3.61685	-2.59523	-0.626329	1.142315	0.000687452	0.004555539	1.974248e-05	0.1799941	0.0004412769	0.00110545	0.253513	0.178656	0.228955	0.150744	0.239715	0.0796335	0.122297	0.0164937	0.0845138	0.155136	0.0312194	0.159969	0.293643	-4.10478	-2.47084	-1.86345	0.638062	0.572056
2025	-8376.39	-8367.34	-9.05489	0.0774501	0.0207977	0.0221542	0.00143881	0.000386364	0.000411564	-2.55812	-3.87291	-3.80973	-3.98582	-0.626329	5.381983	5.01317e-05	0.0004923176	0.0001574552	0.173251	0.0004412769	0.001104296	0.2560961	0.168183	0.266247	0.175297	0.278759	0.092604	0.018911	0.0142383	0.0860366	0.157723	0.0269503	0.162851	0.298539	-4.25182	-2.45298	-1.84692	0.638062	0.782841
2026	-8375.15	-8369.99	-5.16255	0.0524487	0.155201	0.162398	0.000713032	0.00210994	0.00220778	-2.94792	-1.86303	-1.81771	-4.29806	-0.343883	1.002498	8.454643e-05	0.0004923176	0.0001574552	0.1495193	0.0007498797	0.005596799	0.2616787	0.139303	0.220529	0.145196	0.230892	0.0767027	0.187377	0.0142383	0.0773042	0.157723	0.0295456	0.160413	0.327289	-4.25182	-2.56001	-1.84692	0.730003	0.782841
2027	-8377.4	-8371.45	-5.95431	0.0510252	0.155201	0.160062	0.00069368	0.00210994	0.00217601	-2.97543	-1.86303	-1.8322	-4.29806	0.142333	0.2815463	3.690363e-05	0.0004923176	0.0001574552	0.1543072	0.002177563	0.005596799	0.2702288	0.139303	0.220529	0.145196	0.230892	0.0767027	0.187377	0.0142383	0.0877387	0.157492	0.0284565	0.175354	0.314764	-4.25182	-2.43339	-1.84838	0.692446	1.82084
2028	-8375.12	-8369.29	-5.82858	0.104324	0.148399	0.166967	0.00141827	0.00201746	0.00226988	-2.26025	-1.90785	-1.78996	-4.29806	0.718888	1.284047	0.0008816292	0.0004923176	2.18354e-05	0.1543072	0.002021075	0.005596799	0.2415246	0.139303	0.220529	0.145196	0.230892	0.0767027	0.187377	0.0142383	0.0786573	0.154017	0.0269113	0.148668	0.291102	-4.25182	-2.54266	-1.87069	0.636614	1.82084
2029	-8374.51	-8370.69	-3.81725	0.104324	0.0475836	0.344541	0.0031548	0.00143895	0.0104191	-2.26025	-3.04527	-1.06554	-3.49858	0.718888	2.980732	1.88955e-05	0.0004923176	3.730788e-05	0.1691446	0.004652735	0.001597456	0.2289867	0.139303	0.220529	0.145196	0.230892	0.0767027	0.187377	0.0141771	0.079016	0.154017	0.0267957	0.149346	0.291102	-4.25613	-2.5381	-1.87069	0.636614	0.503998
2030	-8375.07	-8372.01	-3.05215	0.104324	0.0614363	0.464619	0.0031548	0.00185786	0.0140503	-2.26025	-2.78975	-0.766538	-3.49858	0.718888	2.980732	0.0009204366	0.0004923176	3.730788e-05	0.1697016	0.004652735	0.0003963622	0.2282301	0.122382	0.24323	0.127559	0.202846	0.0673855	0.236598	0.0141771	0.0843544	0.154017	0.0267957	0.159436	0.291102	-4.25613	-2.47273	-1.87069	0.636614	0.320137
2031	-8374.12	-8373.01	-1.1047	0.104324	0.0614363	0.208673	0.0031548	0.00185786	0.00631035	-2.26025	-2.78975	-1.56699	-3.49858	0.173906	2.090114	0.0003701762	8.243929e-05	0.001196886	0.1697016	0.0004941324	0.0003132414	0.2282301	0.122846	0.244152	0.128042	0.203615	0.0638488	0.237496	0.0122	0.0858806	0.151193	0.0217444	0.153067	0.269474	-4.40632	-2.4548	-1.8892	0.577917	0.320137
2032	-8384.1	-8376.51	-7.59002	0.0405698	0.165624	0.208673	0.00122685	0.00500853	0.00631035	-3.20473	-1.79804	-1.56699	-3.49858	2.77841	2.090114	0.0003538087	0.003654358	0.001196886	0.1863577	0.0002476184	0.002670802	0.2282301	0.116658	0.231854	0.171964	0.193359	0.0606327	0.225533	0.0166522	0.08555	0.150063	0.0336003	0.17262	0.302793	-4.09521	-2.45865	-1.8967	0.701993	0.320137
2033	-8380.49	-8376.23	-4.25257	0.0595304	0.104447	0.0272985	0.00180022	0.00315851	0.000825518	-2.82127	-2.25908	-3.60092	-3.49858	1.12455	1.131371	0.001549831	0.003654358	0.001196886	0.1991997	0.0002476184	0.002670802	0.2339516	0.145497	0.041966	0.214474	0.241157	0.0756213	0.281285	0.017521	0.08555	0.145923	0.0346519	0.169195	0.288596	-4.04435	-2.45865	-1.92468	0.681952	0.866167
2034	-8384.1	-8372.61	-11.4887	0.0191709	0.104447	0.0185909	0.000251301	0.00136914	0.000243698	-3.95436	-2.25908	-3.98508	-4.3345	1.12455	1.858436	0.0005141475	0.003654358	0.001196886	0.1797746	0.0008089958	0.00499023	0.2339516	0.183822	0.0530203	0.270968	0.103237	0.0335736	0.355378	0.0169674	0.0803062	0.145923	0.0335571	0.158824	0.288596	-4.07646	-2.52191	-1.92468	0.681952	1.75235
2035	-8376.93	-8370.53	-6.40227	0.0191709	0.179907	0.0760238	0.000388059	0.0036417	0.00153888	-3.95436	-1.71531	-2.57671	-3.89999	1.12455	1.928149	0.0002591551	0.0002179159	0.001196886	0.1797746	0.0001267968	0.00499023	0.2515908	0.152992	0.0568515	0.225523	0.240914	0.0279428	0.295776	0.0169674	0.0856434	0.145923	0.0335571	0.16938	0.288596	-4.07646	-2.45756	-1.92468	0.681952	1.75235
2036	-8370.48	-8367.98	-2.50365	0.0514938	0.0561108	0.0514544	0.00104234	0.0011358	0.00104154	-2.96629	-2.88043	-2.96706	-3.89999	-1.51316	2.992404	0.0003845823	5.124522e-05	7.283349e-06	0.1824376	5.351642e-05	0.0003116218	0.2515908	0.167664	0.0623034	0.151252	0.264018	0.0306225	0.324141	0.0143713	0.0827962	0.154011	0.0284226	0.163749	0.304593	-4.24252	-2.49137	-1.87073	0.681952	1.75235
2037	-8367.56	-8374.06	6.49998	0.102122	0.0326567	0.0251523	0.00871197	0.00278592	0.00214572	-2.28158	-3.42171	-3.68281	-2.46147	0.117318	1.162664	0.001925922	1.155872e-06	4.463335e-06	0.1539132	5.101909e-05	0.0003730076	0.2515908	0.168171	0.0594661	0.15171	0.264816	0.0307151	0.325121	0.0143713	0.0827962	0.151839	0.0275737	0.158858	0.291329	-4.24252	-2.49137	-1.88493	0.65163	1.75235
2038	-8368.25	-8368.11	-0.142598	0.00442633	0.0222634	0.0251523	0.000438236	0.00220422	0.00249024	-5.42018	-3.80481	-3.68281	-2.31257	-1.19243	2.004262	0.001925922	1.155872e-06	3.459203e-05	0.1539132	0.000203808	0.0003730076	0.2409244	0.168171	0.0594661	0.15171	0.264816	0.0307151	0.325121	0.0143713	0.0779033	0.153177	0.0275737	0.14947	0.293896	-4.24252	-2.55229	-1.87616	0.65163	1.2732
2039	-8372.79	-8368.94	-3.84738	0.00563323	0.00602456	0.0254942	0.000557726	0.000596471	0.00252409	-5.17907	-5.11191	-3.6693	-2.31257	-1.19243	1.10506	0.001139736	2.652799e-06	0.0008669264	0.1521006	0.0004487201	0.0003730076	0.2409244	0.163992	0.0252192	0.14794	0.258236	0.098152	0.306461	0.0128277	0.0719227	0.153177	0.024612	0.137996	0.293896	-4.35615	-2.63216	-1.87616	0.65163	1.65611
2040	-8374.18	-8370.72	-3.45592	0.00563323	0.00799883	0.120543	0.000866568	0.00123047	0.0185433	-5.17907	-4.82846	-2.11575	-1.8719	0.748942	1.10506	0.0004987208	2.652799e-06	0.0008669264	0.1449436	0.002065226	0.004750628	0.2409244	0.157197	0.0656098	0.14181	0.247535	0.094085	0.293763	0.0105033	0.075835	0.152342	0.0207611	0.149897	0.301123	-4.55606	-2.5792	-1.88162	0.681387	1.65611
2041	-8373.73	-8371.2	-2.5319	0.00550709	0.0290768	0.0685558	0.00104026	0.00549244	0.0129498	-5.20172	-3.53782	-2.68011	-1.66657	-0.315722	1.871021	0.0001612792	9.53871e-05	0.0004420072	0.1449436	0.002065226	0.01331748	0.2409244	0.17909	0.0747475	0.146607	0.15769	0.107188	0.334676	0.0144856	0.075835	0.158989	0.0278975	0.146049	0.306194	-4.2346	-2.5792	-1.83892	0.655385	0.858943
2042	-8371.49	-8368.21	-3.27735	0.00550709	0.00790041	0.0343606	0.000645134	0.000925502	0.00402521	-5.20172	-4.84084	-3.37084	-2.14433	-0.315722	0.6093178	0.0002428753	0.0006650664	5.691478e-05	0.1393476	0.002065226	0.0005862833	0.2409244	0.17909	0.0747475	0.146607	0.15769	0.107188	0.334676	0.0111182	0.075835	0.151896	0.0214123	0.146049	0.292535	-4.49918	-2.5792	-1.88456	0.655385	0.858943
2043	-8375.45	-8374.17	-1.28332	0.0318678	0.0240857	0.0670549	0.00118657	0.000896808	0.00249673	-3.44616	-3.72614	-2.70224	-3.29053	-0.315722	0.1962707	0.0002456277	0.0006650664	0.0001218259	0.1457933	0.002065226	0.0005862833	0.2409244	0.253909	0.105975	0.207855	0.174885	0.151969	0.105407	0.0121014	0.0769453	0.164998	0.0234525	0.14912	0.319766	-4.41444	-2.56466	-1.80182	0.661658	0.746067
2044	-8368.35	-8367.38	-0.967143	0.0318678	0.00520618	0.0670549	0.00229919	0.000375614	0.00483786	-3.44616	-5.25791	-2.70224	-2.62904	0.679204	0.1525273	1.710246e-05	0.0006650664	0.0001218259	0.1457933	0.001171322	0.000135147	0.2409244	0.253909	0.105975	0.207855	0.174885	0.151969	0.105407	0.0121945	0.0728497	0.156708	0.0225203	0.134536	0.289402	-4.40677	-2.61936	-1.85337	0.61343	0.746067
2045	-8372.15	-8371.25	-0.897929	0.0396899	0.00520618	0.137771	0.00386528	0.000507014	0.0134171	-3.22666	-5.25791	-1.98216	-2.32906	0.679204	1.01237	1.220318e-05	0.0002032691	0.0001218259	0.1198248	0.001171322	0.0004910776	0.2409244	0.244358	0.101988	0.200036	0.168306	0.146252	0.13906	0.011205	0.0724914	0.170602	0.0206928	0.133874	0.315061	-4.4914	-2.62429	-1.76842	0.61343	0.746067
2046	-8374.21	-8372.79	-1.42059	0.00600783	0.0314701	0.137771	0.00135094	0.00707646	0.0309796	-5.11469	-3.45872	-1.98216	-1.49226	1.34964	5.032152	0.001195806	0.0002032691	1.475197e-06	0.1273763	0.0001191482	0.002578626	0.2409244	0.230607	0.096249	0.148894	0.254994	0.138022	0.131234	0.011205	0.0757942	0.171608	0.0213195	0.144212	0.326515	-4.4914	-2.57973	-1.76254	0.643266	0.746067
2047	-8377.86	-8372.21	-5.65276	0.00765524	0.00782158	0.137771	0.00172138	0.00175878	0.0309796	-4.87236	-4.85087	-1.98216	-1.49226	-1.48675	6.396377	0.0007335026	0.0002032691	1.475197e-06	0.1273763	0.002422694	0.008766364	0.235016	0.275925	0.115164	0.178155	0.066749	0.165146	0.198861	0.0129461	0.0756332	0.172659	0.0246323	0.143906	0.328516	-4.34696	-2.58186	-1.75644	0.643266	0.0366212
2048	-8376.31	-8373.3	-3.01209	0.0123656	0.015886	0.137771	0.00126986	0.00163138	0.0141481	-4.39284	-4.14232	-1.98216	-2.27601	1.03273	4.204778	0.002405318	0.0002032691	1.475197e-06	0.1273763	0.002422694	0.008766364	0.2480607	0.158692	0.0662336	0.102461	0.244424	0.0786762	0.349513	0.00863905	0.0773259	0.178295	0.0157177	0.140685	0.324385	-4.75146	-2.55973	-1.72432	0.598495	0.0366212
2049	-8376.94	-8375.68	-1.257	0.0384251	0.0549626	0.137771	0.0025408	0.00363432	0.00910991	-3.25904	-2.9011	-1.98216	-2.71623	1.03273	3.599199	0.003222861	0.002064097	1.475197e-06	0.1273763	0.0007426453	0.008766364	0.2631049	0.0167379	0.0774092	0.11975	0.285666	0.0919513	0.408486	0.0102355	0.0788153	0.178295	0.0192144	0.147954	0.3347	-4.58189	-2.54065	-1.72432	0.629797	0.0366212
2050	-8367.4	-8372.12	4.71812	0.0384251	0.0549626	0.0381906	0.00600139	0.00858429	0.00596477	-3.25904	-2.9011	-3.26517	-1.85672	0.84463	1.85812	0.0002557174	7.265257e-05	1.475197e-06	0.1392426	0.002916306	0.0005137774	0.2631049	0.0167859	0.0776311	0.120093	0.286485	0.0893482	0.409657	0.0110147	0.0775789	0.16278	0.020561	0.144815	0.303859	-4.50852	-2.55646	-1.81536	0.624164	0.0366212
2051	-8366.47	-8368.74	2.27584	0.0114855	0.0549626	0.101129	0.00115058	0.005506	0.0101309	-4.46667	-2.9011	-2.29135	-2.30082	0.84463	0.9527971	7.493204e-05	0.0003981062	0.0001157061	0.1392426	0.0003483789	0.0002324949	0.2527917	0.0167859	0.0776311	0.120093	0.286485	0.0893482	0.409657	0.012158	0.0786989	0.16278	0.0226952	0.146906	0.303859	-4.40977	-2.54213	-1.81536	0.624164	0.0366212
2052	-8372.39	-8371.18	-1.21343	0.0212323	0.016982	0.0534052	0.00212699	0.00170121	0.00534998	-3.85223	-4.0756	-2.92985	-2.30082	1.91675	0.9527971	0.0003952986	0.0003981062	0.0009684689	0.1456675	0.0003483789	0.001348002	0.252521	0.0258809	0.119693	0.185162	0.441709	0.0242768	0.203278	0.0156787	0.0836112	0.16278	0.0292672	0.156076	0.303859	-4.15545	-2.48158	-1.81536	0.624164	0.0366212
2053	-8377.2	-8372.58	-4.61854	0.00597397	0.0117945	0.174079	0.000598456	0.00118154	0.0174387	-5.12034	-4.44012	-1.74825	-2.30082	1.06655	0.842764	0.0003952986	0.0007584236	0.0006500053	0.1456675	0.00546327	0.004043575	0.2680462	0.0198	0.4286	0.141657	0.235855	0.0185728	0.155516	0.0162405	0.0752377	0.169425	0.0300863	0.139381	0.313866	-4.12025	-2.5871	-1.77535	0.616559	0.201587
2054	-8376.51	-8372.39	-4.1141	0.0118356	0.0692472	0.174079	0.000463791	0.00271353	0.00682148	-4.43664	-2.67007	-1.74825	-3.23943	1.06655	0.842764	0.000215575	0.0007584236	0.0006500053	0.1463344	0.00546327	0.004043575	0.2680462	0.00918196	0.251993	0.289581	0.313242	0.0445666	0.0914352	0.0162405	0.0847582	0.180698	0.0294095	0.153486	0.327222	-4.12025	-2.46795	-1.71093	0.59381	0.201587
2055	-8376.45	-8373.48	-2.9655	0.0118356	0.0503022	0.0264809	0.00145671	0.00619116	0.00325925	-4.43664	-2.98971	-3.63133	-2.09493	1.75897	2.779051	0.002797454	0.0007584236	0.0006500053	0.1463344	0.0001543433	0.004043575	0.2586675	0.0126151	0.195943	0.174227	0.430363	0.06123	0.125623	0.0162405	0.0936444	0.182037	0.0280343	0.161648	0.314231	-4.12025	-2.36825	-1.70355	0.545918	0.201587
2056	-8373.85	-8371.8	-2.04658	0.0118356	0.0368902	0.0206437	0.00145671	0.00454041	0.00254081	-4.43664	-3.29981	-3.88034	-2.09493	1.75897	1.213113	0.0009890626	0.0007814692	0.0006500053	0.1706593	0.0001543433	0.004043575	0.2673246	0.0166274	0.189851	0.16881	0.416982	0.0593263	0.148403	0.0162405	0.0936444	0.182739	0.0280343	0.161648	0.315443	-4.12025	-2.36825	-1.6997	0.545918	0.201587
2057	-8373.59	-8374.47	0.87614	0.0951625	0.106447	0.0694087	0.0073116	0.00817864	0.00533286	-2.35217	-2.24011	-2.66774	-2.56612	1.65096	0.4389944	0.0003918501	0.0007814692	0.0006363956	0.1812634	0.0001543433	0.001470304	0.2673246	0.0173877	0.198533	0.278156	0.288696	0.0620391	0.155189	0.015567	0.0964938	0.182739	0.0268716	0.166567	0.315443	-4.1626	-2.33828	-1.6997	0.545918	0.849571
2058	-8376.5	-8368.71	-7.79497	0.0951625	0.0203244	0.274447	0.00189797	0.000405359	0.00547369	-2.35217	-3.89593	-1.293	-3.9148	1.65096	4.995205	0.0001136095	0.0007814692	0.0006363956	0.1812634	0.0001543433	0.0001138532	0.2673246	0.00914001	0.104361	0.593928	0.178383	0.0326115	0.0815766	0.015199	0.0924877	0.168706	0.027387	0.166653	0.30399	-4.18652	-2.38068	-1.7796	0.588838	0.549268
2059	-8376.61	-8369.01	-7.60318	0.037636	0.0377003	0.0228602	0.00075063	0.000751912	0.000455935	-3.27979	-3.27809	-3.77836	-3.9148	-0.325048	3.428876	0.0001812873	0.0007814692	0.0006363956	0.1812634	0.0001543433	0.001276265	0.2673246	0.0196453	0.22431	0.1272	0.383412	0.0700943	0.175339	0.015199	0.0961578	0.168706	0.027387	0.173266	0.30399	-4.18652	-2.34176	-1.7796	0.588838	1.56593
2060	-8368.59	-8369.64	1.0471	0.037636	0.0172741	0.0712173	0.0025553	0.00117283	0.00483531	-3.27979	-4.05855	-2.64202	-2.68979	-0.325048	0.2500727	0.0001238562	0.0001574629	0.0006363956	0.1812634	0.0001543433	0.001276265	0.2582911	0.0167085	0.190778	0.257676	0.326095	0.0596158	0.149127	0.0146191	0.0961578	0.167794	0.0263421	0.173266	0.302347	-4.22543	-2.34176	-1.78502	0.588838	0.921596
2061	-8369.04	-8372.31	3.27086	0.037636	0.101437	0.0806662	0.0025553	0.00688711	0.00547684	-3.27979	-2.28831	-2.51744	-2.68979	0.105943	0.2500727	2.134336e-05	0.0001202918	0.0005127292	0.1812634	0.0001543433	0.001276265	0.2690581	0.010484	0.119706	0.33864	0.204613	0.0125394	0.314018	0.0146191	0.0961578	0.165964	0.0263421	0.173266	0.29905	-4.22543	-2.34176	-1.79598	0.588838	0.287439
2062	-8370.74	-8370.34	-0.397514	0.0518782	0.0561727	0.024068	0.00251552	0.00272375	0.00116703	-2.95886	-2.87933	-3.72687	-3.02642	0.105943	0.2511613	3.630612e-05	0.001655978	0.0009863354	0.1812634	0.000179629	0.001726374	0.2690581	0.0124275	0.141898	0.216034	0.242545	0.0148641	0.372232	0.0146191	0.0891486	0.16592	0.0272067	0.165909	0.308783	-4.22543	-2.41745	-1.79625	0.621135	0.287439
2063	-8375.17	-8373.57	-1.59669	0.0596503	0.00922977	0.0482304	0.0136346	0.0021097	0.0110243	-2.81926	-4.68532	-3.03177	-1.47589	0.105943	4.344885	3.630612e-05	6.48957e-05	0.0007657964	0.1812634	0.000179629	0.006430943	0.2731667	0.0124275	0.141898	0.216034	0.242545	0.0148641	0.372232	0.0129047	0.0891486	0.166205	0.0251988	0.174079	0.324546	-4.35016	-2.41745	-1.79453	0.669206	0.287439
2064	-8367.93	-8372.6	4.66513	0.0444833	0.00895992	0.0482304	0.00867572	0.00174748	0.00940654	-3.11264	-4.71499	-3.03177	-1.63458	-0.297042	2.249647	0.0002426913	6.479717e-07	0.0007657964	0.1634709	2.872211e-06	0.006430943	0.2731667	0.0119124	0.136016	0.248531	0.232491	0.0142479	0.356802	0.0150765	0.0882534	0.166205	0.0294397	0.172331	0.324546	-4.19462	-2.42754	-1.79453	0.669206	0.287439
2065	-8371.93	-8373.52	1.58674	0.0154235	0.00651504	0.142587	0.00588019	0.00248385	0.0543611	-4.17186	-5.03364	-1.9478	-0.964302	-0.297042	2.748078	0.000468682	6.479717e-07	0.0004838756	0.1620095	0.0001386545	0.006430943	0.2614717	0.0134584	0.153669	0.151001	0.262665	0.0160971	0.40311	0.0156883	0.0883452	0.179388	0.0300024	0.168952	0.343064	-4.15484	-2.4265	-1.7182	0.648364	0.621439
2066	-8371.16	-8373.8	2.63698	0.010317	0.00651504	0.132281	0.00393334	0.00248385	0.0504319	-4.57396	-5.03364	-2.02283	-0.964302	-0.297042	0.4420843	0.0002951416	6.479717e-07	0.0003489214	0.1781734	0.0001386545	0.002269505	0.2614717	0.0127955	0.153772	0.151102	0.262842	0.0161079	0.403381	0.0156883	0.0883452	0.18769	0.0300024	0.168952	0.35894	-4.15484	-2.4265	-1.67296	0.648364	1.85407
2067	-8372.71	-8374.07	1.35993	0.010317	0.00828334	0.142733	0.00393334	0.00315802	0.0544167	-4.57396	-4.79351	-1.94678	-0.964302	-0.297042	1.535166	2.920131e-05	4.956348e-05	0.0003489214	0.1632458	0.0001386545	0.002269505	0.2587436	0.0125351	0.150643	0.148028	0.257493	0.0361289	0.395172	0.0140022	0.0944645	0.192623	0.0267779	0.180655	0.368375	-4.26854	-2.35953	-1.64702	0.648364	0.237071
2068	-8369.64	-8370.98	1.33282	0.010317	0.00426204	0.142733	0.00491691	0.00203122	0.0680241	-4.57396	-5.45801	-1.94678	-0.741111	0.847275	0.2614728	7.049991e-05	4.956348e-05	0.0003489214	0.1583234	0.0001386545	0.002269505	0.2394883	0.0125351	0.150643	0.148028	0.257493	0.0361289	0.395172	0.0140022	0.0804352	0.181285	0.0275288	0.158139	0.356414	-4.26854	-2.5203	-1.70768	0.676021	0.0292598
2069	-8370.93	-8371.36	0.438604	0.010317	0.00346381	0.142733	0.00491691	0.0016508	0.0680241	-4.57396	-5.66539	-1.94678	-0.741111	0.31554	1.060213	0.000344736	6.657515e-05	0.0003489214	0.1583234	2.705519e-05	0.005132823	0.2394883	0.0125351	0.150643	0.148028	0.257493	0.0361289	0.395172	0.0133947	0.0804352	0.181081	0.0263346	0.158139	0.356013	-4.31289	-2.5203	-1.70881	0.676021	0.114434
2070	-8374.73	-8374.22	-0.506868	0.010317	0.00414832	0.142733	0.00493088	0.00198264	0.0682173	-4.57396	-5.48505	-1.94678	-0.738274	0.31554	2.823029	0.0005875128	1.318079e-05	0.0003489214	0.1583234	0.0002681514	0.001240844	0.2394883	0.015145	0.182008	0.178848	0.311105	0.0436512	0.269243	0.0133947	0.0873102	0.181081	0.0269989	0.175986	0.364993	-4.31289	-2.43829	-1.70881	0.700934	0.114434
2071	-8373.61	-8375.18	1.57088	0.010317	0.00414832	0.16549	0.00461907	0.00185727	0.0740925	-4.57396	-5.48505	-1.79884	-0.803597	0.31554	1.553615	0.002396417	1.318079e-05	0.0003489214	0.1452818	0.0001521817	0.0004159606	0.2362581	0.015145	0.182008	0.178848	0.311105	0.0436512	0.269243	0.0136195	0.0769985	0.181081	0.0274518	0.155201	0.364993	-4.29626	-2.56397	-1.70881	0.700934	0.114434
2072	-8376.14	-8378.32	2.1769	0.0133169	0.0183278	0.174695	0.00596218	0.00820563	0.0782136	-4.31872	-3.99934	-1.74472	-0.803597	0.658238	2.749752	0.002396417	0.002011572	0.0003489214	0.1574276	1.156557e-05	0.0004159606	0.2362581	0.0197013	0.236763	0.232653	0.103857	0.0567832	0.350242	0.0137683	0.0883129	0.181081	0.0271591	0.174204	0.357197	-4.28539	-2.42687	-1.70881	0.679343	0.114434
2073	-8369.52	-8374.44	4.91821	0.00292208	0.0183278	0.174695	0.00130826	0.00820563	0.0782136	-5.83546	-3.99934	-1.74472	-0.803597	-0.508195	0.2626669	0.000121716	0.0001948673	4.419597e-05	0.1789791	1.156557e-05	6.549665e-05	0.2184062	0.0197013	0.236763	0.232653	0.103857	0.0567832	0.350242	0.016134	0.0883129	0.163984	0.0318257	0.174204	0.323472	-4.12682	-2.42687	-1.80799	0.679343	0.114434
2074	-8374.28	-8374.78	0.507152	0.00292208	0.0183278	0.174695	0.00131108	0.00822328	0.0783819	-5.83546	-3.99934	-1.74472	-0.801448	-0.508195	2.957799	8.811386e-05	0.0001161229	0.0006853616	0.1798019	1.156557e-05	0.0001449567	0.2075327	0.0141391	0.169919	0.166969	0.0745355	0.242035	0.332403	0.0169827	0.0883129	0.160332	0.0348336	0.18114	0.32886	-4.07556	-2.42687	-1.83051	0.718385	0.394197
2075	-8374.32	-8373.29	-1.02703	0.00538657	0.0113977	0.117485	0.00241684	0.00511393	0.0527131	-5.22385	-4.47434	-2.14144	-0.801448	-0.508195	2.699426	0.0004837325	0.0001161229	7.891229e-05	0.1798019	0.00197032	0.0008805653	0.2183952	0.012107	0.145498	0.142972	0.0638233	0.350969	0.284631	0.0147324	0.081886	0.14797	0.0303029	0.16843	0.304357	-4.2177	-2.50243	-1.91075	0.721192	0.394197
