Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extra	log_speciation[1]	log_speciation[2]	log_speciation[3]	q_12	q_13	q_21	q_23	q_31	q_32	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	speciation[1]	speciation[2]	speciation[3]
1657	-11114.16	-11122.17	8.017679	0.40656	0.0397504	0.20096	3.264596e-05	-0.676961	-3.00281	-1.38167	0.1669403	0.002809586	0.05746644	0.000209945	0.01376113	0.0009514144	0.577136	0.368439	0.0544247	0.508159	0.0496471	0.251159
1658	-11114.4	-11122.38	7.978062	0.4024	0.03877	0.195583	3.264596e-05	-0.687246	-3.02781	-1.4088	0.1669403	0.002295451	0.05746644	0.0002278336	0.01365755	0.001196985	0.577136	0.368439	0.0544247	0.502959	0.0484217	0.244438
1659	-11111.87	-11119.83	7.958326	0.401565	0.0397497	0.184724	3.264596e-05	-0.689323	-3.00283	-1.46593	0.1669403	0.00298505	0.05746644	0.0002009326	0.01365755	0.001193033	0.577136	0.368439	0.0544247	0.501916	0.0496463	0.230864
1660	-11111.71	-11119.42	7.706782	0.397045	0.0374532	0.185201	3.264596e-05	-0.700645	-3.06239	-1.46335	0.1669403	0.003416589	0.06507165	0.0001906509	0.01702448	0.001193033	0.577136	0.368439	0.0544247	0.496265	0.0467757	0.23146
1661	-11112.87	-11120.48	7.616193	0.395151	0.0375612	0.185265	9.675928e-05	-0.705588	-3.06122	-1.46335	0.1669403	0.003718114	0.06507165	0.0001906509	0.01838796	0.001226879	0.379244	0.540861	0.0798944	0.493818	0.0468305	0.23146
1662	-11112.23	-11120.43	8.193423	0.395067	0.0395351	0.177402	1.230943e-05	-0.705588	-3.00774	-1.50627	0.1669403	0.002748274	0.06507165	0.000117583	0.01365042	0.001290238	0.490431	0.406251	0.103318	0.493818	0.0494035	0.221737
1663	-11112.74	-11120.81	8.069787	0.40552	0.0416536	0.19353	0.000150685	-0.679813	-2.95885	-1.41996	0.1489367	0.002748274	0.05374158	0.0001481918	0.01468389	0.001605311	0.490431	0.406251	0.103318	0.506712	0.0518787	0.241724
1664	-11112.69	-11120.69	8.004814	0.371958	0.0416536	0.186896	0.000150685	-0.766235	-2.95885	-1.45487	0.1489367	0.003967065	0.05004522	0.0001899802	0.01677707	0.001156244	0.490431	0.406251	0.103318	0.46476	0.0518787	0.233431
1665	-11115.38	-11123.39	8.014084	0.391408	0.0385097	0.187719	0.000150685	-0.715247	-3.03762	-1.45047	0.1544634	0.003875589	0.04992642	0.0001899802	0.02077822	0.000725737	0.317965	0.581964	0.100071	0.489071	0.0479487	0.23446
1666	-11112.38	-11120.88	8.495728	0.371159	0.038293	0.168662	0.000150685	-0.768386	-3.04329	-1.55761	0.1529476	0.003186686	0.04992642	0.0001899802	0.0158476	0.0005558849	0.0289189	0.0529296	0.918151	0.463761	0.0476779	0.210639
1667	-11113.07	-11121.67	8.594881	0.390723	0.0388326	0.174366	0.000150685	-0.716998	-3.02924	-1.52432	0.1529476	0.003186686	0.04992642	0.0001423197	0.01235154	0.0006982103	0.0289189	0.0529296	0.918151	0.488216	0.0483523	0.217769
1668	-11115.32	-11124.32	8.995782	0.39506	0.0388326	0.164647	0.000150685	-0.705956	-3.02924	-1.58172	0.1529476	0.002373415	0.04992642	9.951735e-05	0.01325927	0.0005760219	0.0289189	0.0529296	0.918151	0.493636	0.0483523	0.20562
1669	-11112.92	-11121.68	8.763713	0.367266	0.0371183	0.177434	0.000150685	-0.778937	-3.07457	-1.50686	0.1529476	0.003047817	0.04992642	8.642041e-05	0.01463588	0.0007598112	0.0289189	0.0529296	0.918151	0.458894	0.0462095	0.221604
1670	-11112.05	-11120.82	8.772256	0.372314	0.0372275	0.17766	0.000150685	-0.765278	-3.07162	-1.50559	0.1529476	0.003058136	0.05236454	8.642041e-05	0.01330488	0.0007598112	0.0289189	0.0529296	0.918151	0.465205	0.046346	0.221886
1671	-11111.38	-11120.04	8.663696	0.402622	0.0408596	0.173237	0.000150685	-0.686987	-2.97817	-1.53082	0.1529476	0.003509201	0.05236454	0.0001262589	0.01330488	0.0005496606	0.0289189	0.0529296	0.918151	0.503089	0.0508861	0.216358
1672	-11112.49	-11121.28	8.793523	0.415309	0.0408254	0.172715	9.793007e-06	-0.655612	-2.97555	-1.53302	0.1529476	0.003509201	0.05830182	9.610534e-05	0.01330488	0.0004645145	0.0289189	0.0529296	0.918151	0.519124	0.0510195	0.215882
1673	-11110.43	-11119.02	8.591237	0.392324	0.039329	0.171315	9.793007e-06	-0.712549	-3.0129	-1.54116	0.1669091	0.003509201	0.05830182	0.0001072471	0.0134149	0.0005999836	0.0860332	0.0389848	0.874982	0.490393	0.049149	0.214132
1674	-11109.92	-11118.64	8.719592	0.392393	0.0402696	0.181063	7.86299e-05	-0.712549	-2.99097	-1.4862	0.1669091	0.004238412	0.06078028	3.728962e-05	0.0134149	0.001025884	0.0860332	0.0389848	0.874982	0.490393	0.0502387	0.22623
1675	-11110.19	-11119.15	8.963856	0.392393	0.0422162	0.173239	7.86299e-05	-0.712549	-2.94367	-1.53039	0.1669091	0.004238412	0.06078028	1.850723e-05	0.01301514	0.001440328	0.0860332	0.0389848	0.874982	0.490393	0.052672	0.216451
1676	-11109.78	-11118.4	8.61999	0.388851	0.0370224	0.178317	7.86299e-05	-0.721619	-3.07521	-1.50149	0.1669091	0.004238412	0.06078028	2.567331e-05	0.01349989	0.001679574	0.34563	0.101807	0.552563	0.485965	0.0461797	0.222799
1677	-11110.6	-11119.51	8.912956	0.388851	0.0370224	0.188664	7.86299e-05	-0.721619	-3.07521	-1.44506	0.1669091	0.004238412	0.06078028	1.64792e-05	0.01776327	0.001038247	0.685584	0.0489167	0.265499	0.485965	0.0461797	0.235732
1678	-11109.7	-11118.57	8.870118	0.412212	0.0370224	0.176061	7.86299e-05	-0.663265	-3.07521	-1.51423	0.1669091	0.004020411	0.06078028	2.297852e-05	0.01379251	0.001050332	0.249246	0.0177838	0.73297	0.515167	0.0461797	0.219979
1679	-11109.23	-11118.08	8.84585	0.401084	0.0359926	0.17555	7.86299e-05	-0.690637	-3.10349	-1.51713	0.168806	0.004020411	0.06040982	2.05765e-05	0.01634345	0.001050332	0.232095	0.0181901	0.749715	0.501257	0.0448924	0.219339
1680	-11111.77	-11120.74	8.968897	0.401084	0.0361215	0.16108	7.86299e-05	-0.690637	-3.0999	-1.6032	0.168806	0.003948673	0.06040982	1.800161e-05	0.01379104	0.001233648	0.562191	0.0155201	0.422289	0.501257	0.0450536	0.201252
1681	-11114.58	-11123.57	8.989632	0.403818	0.0321241	0.16209	7.86299e-05	-0.683841	-3.21746	-1.59695	0.168806	0.003948673	0.0633581	1.355652e-05	0.01379104	0.001233648	0.881991	0.0243486	0.0936606	0.504675	0.0400568	0.202514
1682	-11112.23	-11121.27	9.036796	0.402585	0.0333885	0.171593	7.86299e-05	-0.686902	-3.17876	-1.53995	0.1623953	0.003386366	0.06405577	1.196849e-05	0.01379104	0.001565836	0.881991	0.0243486	0.0936606	0.503132	0.0416373	0.214392
1683	-11112.99	-11121.74	8.749376	0.40572	0.0333885	0.189136	7.86299e-05	-0.679142	-3.17876	-1.44256	0.1623953	0.004409673	0.06405577	1.28417e-05	0.01559033	0.001565836	0.881991	0.0243486	0.0936606	0.507052	0.0416373	0.236321
1684	-11111.57	-11120.18	8.612586	0.40572	0.0353102	0.191545	7.86299e-05	-0.679142	-3.12267	-1.4299	0.1623953	0.00364741	0.06402367	2.108583e-05	0.01559033	0.001623116	0.881991	0.0243486	0.0936606	0.507052	0.0440394	0.239333
1685	-11112.37	-11120.8	8.434532	0.40572	0.0336769	0.191545	7.86299e-05	-0.679142	-3.17014	-1.4299	0.1590251	0.00364741	0.06202892	2.491579e-05	0.01559033	0.001952088	0.881991	0.0243486	0.0936606	0.507052	0.0419978	0.239333
1686	-11112.4	-11120.51	8.111774	0.412909	0.0420861	0.184641	7.86299e-05	-0.661574	-2.94676	-1.46663	0.1590251	0.00364741	0.06202892	6.39263e-05	0.015467	0.001952088	0.881991	0.0243486	0.0936606	0.516038	0.0525093	0.230702
1687	-11110.52	-11118.31	7.796364	0.410353	0.037256	0.185655	7.86299e-05	-0.667787	-3.06891	-1.46114	0.1590251	0.00348464	0.06202892	0.0001506344	0.015467	0.001417136	0.218408	0.161264	0.620328	0.512842	0.0464717	0.231971
1688	-11111.2	-11119.32	8.117951	0.410353	0.0404327	0.178695	7.86299e-05	-0.667787	-2.98692	-1.49937	0.1590251	0.003367351	0.06267927	0.0001369395	0.015467	0.0009653749	0.218408	0.161264	0.620328	0.512842	0.0504426	0.223271
1689	-11111.16	-11119.67	8.518178	0.388671	0.0371271	0.178644	2.763526e-05	-0.721948	-3.07101	-1.49937	0.1608873	0.002511553	0.06267927	0.0001369395	0.015467	0.0005800605	0.218408	0.161264	0.620328	0.485805	0.0463744	0.223271
1690	-11112.54	-11120.77	8.237451	0.389101	0.037557	0.173109	0.0004575061	-0.721948	-3.07101	-1.53334	0.1677811	0.00308173	0.06267927	0.0001905979	0.015467	0.0005800605	0.218408	0.161264	0.620328	0.485805	0.0463744	0.215814
1691	-11113.72	-11121.78	8.056233	0.419842	0.041694	0.186637	2.612892e-05	-0.644795	-2.95488	-1.45559	0.1824209	0.003452407	0.06267927	0.0002055801	0.01489753	0.0005800605	0.218408	0.161264	0.620328	0.52477	0.0520849	0.233263
1692	-11117.4	-11125.45	8.05003	0.420213	0.0448546	0.182627	0.0004034029	-0.64481	-2.89022	-1.47937	0.1824209	0.003662628	0.06267927	0.000243626	0.01489753	0.0005128879	0.215701	0.366944	0.417355	0.524762	0.055564	0.22778
1693	-11116.99	-11124.84	7.850538	0.407283	0.0448546	0.175133	0.0004034029	-0.676095	-2.89022	-1.52137	0.1824209	0.003796351	0.06267927	0.0002203416	0.01489753	0.0009082573	0.215701	0.366944	0.417355	0.508599	0.055564	0.218412
1694	-11113.67	-11121.56	7.891048	0.40713	0.0372653	0.185927	0.0002507714	-0.676095	-3.0733	-1.46061	0.1793456	0.003349484	0.06267927	0.0001983978	0.01349144	0.0009082573	0.240991	0.292722	0.466287	0.508599	0.0462681	0.232095
1695	-11115.3	-11123.42	8.119329	0.408051	0.0384462	0.193431	0.0002827092	-0.673914	-3.04273	-1.42115	0.1793456	0.002518379	0.06267927	0.0001672841	0.01349144	0.0009028703	0.153008	0.28788	0.559112	0.50971	0.0477044	0.241436
1696	-11113.32	-11121.04	7.716102	0.408051	0.0384659	0.176415	0.0002827092	-0.673914	-3.04222	-1.51338	0.1793456	0.002518379	0.06267927	0.0002500271	0.01569235	0.001271495	0.177398	0.174365	0.648237	0.50971	0.047729	0.220165
1697	-11113.3	-11120.87	7.566701	0.394258	0.0385594	0.181337	0.0002827092	-0.708323	-3.03977	-1.48582	0.1793456	0.003272903	0.06267927	0.0002500271	0.01704298	0.001271495	0.105158	0.510581	0.384261	0.492469	0.0478459	0.226318
1698	-11114.16	-11121.95	7.79038	0.394258	0.0374786	0.175241	0.0002827092	-0.708323	-3.06841	-1.52006	0.1811038	0.003272903	0.06267927	0.0001715262	0.01704298	0.001165243	0.105158	0.510581	0.384261	0.492469	0.0464948	0.218698
1699	-11113.29	-11121.42	8.126883	0.411341	0.0410885	0.180094	0.0001901665	-0.665651	-2.97352	-1.49219	0.1811038	0.003945888	0.06267927	0.0001615407	0.01704298	0.000523237	0.33378	0.155559	0.510662	0.513939	0.051123	0.22488
1700	-11114.29	-11122.55	8.258717	0.411337	0.0356092	0.193907	0.0001859246	-0.665651	-3.11724	-1.41819	0.1811038	0.003178399	0.06267927	0.0001101293	0.01853221	0.0005187602	0.33378	0.155559	0.510662	0.513939	0.044279	0.242152
1701	-11115.16	-11123.2	8.040251	0.422062	0.034999	0.190129	0.0002412974	-0.640032	-3.13621	-1.43818	0.1811038	0.002966891	0.06267927	0.0001500504	0.01853221	0.000593931	0.151429	0.0705737	0.777997	0.527275	0.0434471	0.23736
1702	-11117.56	-11125.3	7.744844	0.412237	0.0344742	0.173816	0.0002412974	-0.663598	-3.15142	-1.528	0.1837605	0.004311259	0.06267927	0.0001773044	0.01468935	0.0008740603	0.537193	0.250359	0.212448	0.514995	0.0427911	0.216969
1703	-11115.46	-11123.34	7.882596	0.415168	0.0386574	0.182368	0.0002944416	-0.656639	-3.03752	-1.4802	0.1837605	0.003038432	0.06267927	0.0001773044	0.01468935	0.001034308	0.537193	0.250359	0.212448	0.518592	0.0479537	0.227592
1704	-11114.65	-11122.56	7.903497	0.405773	0.0394547	0.168458	0.0002944416	-0.679543	-3.01695	-1.55967	0.1800332	0.003038432	0.06267927	0.0002302911	0.01541622	0.0008683362	0.537193	0.250359	0.212448	0.506849	0.0489503	0.210205
1705	-11116.88	-11124.57	7.695109	0.405773	0.0411884	0.170051	0.0002944416	-0.679543	-2.97363	-1.55025	0.1713135	0.004996526	0.06548163	0.0002633168	0.01486442	0.0007705166	0.645055	0.0998398	0.255105	0.506849	0.0511174	0.212195
1706	-11112.69	-11120.42	7.725731	0.384011	0.0390099	0.190731	9.226537e-05	-0.734182	-3.02316	-1.43423	0.1713135	0.003159867	0.06548163	0.0003712491	0.01486442	0.0007705166	0.627551	0.124266	0.248183	0.479898	0.048647	0.238299
1707	-11111.82	-11119.89	8.0732	0.408801	0.0415309	0.190731	9.226537e-05	-0.671608	-2.9604	-1.43423	0.1601437	0.003159867	0.06092975	0.0001826094	0.01656911	0.0007830008	0.667418	0.110965	0.221617	0.510886	0.0517983	0.238299
1708	-11112.81	-11121.03	8.221459	0.38194	0.0382352	0.177623	9.226537e-05	-0.73959	-3.04327	-1.50547	0.1601437	0.002506813	0.05891097	0.0001680499	0.01967605	0.0007789958	0.667418	0.110965	0.221617	0.477309	0.0476786	0.221914
1709	-11111.84	-11119.7	7.85928	0.381689	0.0393673	0.17148	9.226537e-05	-0.740248	-3.01402	-1.54069	0.1601437	0.003559051	0.05891097	0.0002740067	0.01338119	0.001106447	0.667418	0.110965	0.221617	0.476995	0.0490938	0.214234
1710	-11110.83	-11118.5	7.66502	0.399318	0.0377257	0.17148	9.226537e-05	-0.695086	-3.05672	-1.54069	0.1601437	0.003559051	0.05891097	0.000310581	0.01495834	0.001106447	0.667418	0.110965	0.221617	0.499032	0.0470418	0.214234
1711	-11110.92	-11118.69	7.773417	0.399915	0.0387231	0.168248	9.226537e-05	-0.693591	-3.03056	-1.55972	0.1601437	0.002929546	0.05891097	0.000310581	0.01495834	0.001135713	0.667418	0.110965	0.221617	0.499778	0.0482886	0.210194
1712	-11111.57	-11119.36	7.791863	0.40885	0.0385649	0.182627	9.226537e-05	-0.671488	-3.03467	-1.47767	0.1601437	0.002725102	0.05891097	0.000310581	0.01738657	0.000885595	0.264043	0.648281	0.0876761	0.510948	0.0480907	0.228168
1713	-11112.24	-11120.56	8.324919	0.382096	0.0372434	0.190873	9.226537e-05	-0.73918	-3.06962	-1.43349	0.1545956	0.003326498	0.05891097	0.0001617557	0.01738657	0.0005296839	0.264043	0.648281	0.0876761	0.477505	0.046439	0.238476
1714	-11112.26	-11120.58	8.319449	0.391482	0.0368547	0.190873	9.226537e-05	-0.714909	-3.08014	-1.43349	0.1545956	0.003631205	0.05256236	0.0002650607	0.01601608	0.0003466558	0.264043	0.648281	0.0876761	0.489237	0.045953	0.238476
1715	-11111.78	-11120.03	8.243625	0.391482	0.0368547	0.177748	9.226537e-05	-0.714909	-3.08014	-1.50476	0.1545956	0.003199078	0.05256236	0.0003962395	0.01601608	0.0003294334	0.264043	0.648281	0.0876761	0.489237	0.045953	0.22207
1716	-11112.69	-11121.13	8.441281	0.391482	0.0368547	0.170934	9.226537e-05	-0.714909	-3.08014	-1.54388	0.1545956	0.003199078	0.05256236	0.0002880174	0.0153223	0.0003314204	0.129335	0.82772	0.0429458	0.489237	0.045953	0.213552
1717	-11113.6	-11121.9	8.298722	0.383816	0.0454629	0.168246	9.226537e-05	-0.734688	-2.86975	-1.55973	0.1545956	0.003199078	0.05256236	0.0004755191	0.0153223	0.0003608239	0.129335	0.82772	0.0429458	0.479655	0.0567133	0.210192
1718	-11112.41	-11120.79	8.386167	0.392365	0.045398	0.172841	9.226537e-05	-0.712655	-2.87118	-1.53278	0.1545956	0.00224993	0.05256236	0.0004755191	0.01699838	0.0003608239	0.0948143	0.606796	0.29839	0.490341	0.0566322	0.215935
1719	-11114.08	-11122.18	8.101962	0.373014	0.0476463	0.186916	9.226537e-05	-0.763242	-2.82275	-1.45444	0.1545956	0.002630417	0.05256236	0.0004755191	0.01699838	0.0005871899	0.113849	0.728615	0.157536	0.466153	0.0594425	0.23353
1720	-11110.65	-11118.2	7.546154	0.390006	0.0417598	0.188086	9.226537e-05	-0.718686	-2.95489	-1.44821	0.1545956	0.002488866	0.05256236	0.000794861	0.01674001	0.0009038295	0.113849	0.728615	0.157536	0.487392	0.0520844	0.234992
1721	-11111.73	-11119.16	7.428422	0.385482	0.0453837	0.188086	9.226537e-05	-0.730356	-2.87149	-1.44821	0.1545956	0.002488866	0.0528597	0.0008154253	0.01490023	0.001399589	0.254177	0.613234	0.132589	0.481737	0.0566143	0.234992
1722	-11113.53	-11121.09	7.563311	0.37002	0.0433079	0.189419	0.0003532838	-0.77201	-2.92447	-1.44252	0.1545956	0.002488866	0.0528597	0.0005865619	0.01490023	0.001519992	0.254177	0.613234	0.132589	0.462083	0.0536932	0.236332
1723	-11114.81	-11122.31	7.499555	0.370049	0.0445763	0.172822	0.0003820972	-0.77201	-2.89602	-1.53456	0.1545956	0.00258737	0.0528597	0.000798648	0.01352637	0.001519992	0.254177	0.613234	0.132589	0.462083	0.0552428	0.21555
1724	-11118.59	-11126.14	7.542949	0.362693	0.0479719	0.172822	0.0003820972	-0.79211	-2.82199	-1.53456	0.1545956	0.002899006	0.05631282	0.0005606049	0.01638746	0.001519992	0.309309	0.567903	0.122788	0.452888	0.0594873	0.21555
1725	-11116.24	-11123.56	7.31903	0.362547	0.0462754	0.187207	0.0002365577	-0.79211	-2.85513	-1.45366	0.1545956	0.00222842	0.05631282	0.0008701615	0.01638746	0.001785027	0.309309	0.567903	0.122788	0.452888	0.0575486	0.233713
1726	-11114.42	-11121.54	7.120685	0.373995	0.0405164	0.205723	0.0002365577	-0.761001	-2.98876	-1.35923	0.1545956	0.00222842	0.05159578	0.001042106	0.01638746	0.001785027	0.309309	0.567903	0.122788	0.467198	0.0503498	0.256858
1727	-11117.02	-11124.2	7.183346	0.364904	0.0403823	0.205818	0.0003319564	-0.785887	-2.99448	-1.35923	0.1545956	0.003408366	0.05159578	0.0005281954	0.01638746	0.00211671	0.309309	0.567903	0.122788	0.455715	0.0500629	0.256858
1728	-11116.64	-11123.67	7.028926	0.384192	0.0377287	0.208168	0.0003319564	-0.734334	-3.06303	-1.34786	0.1545956	0.003408366	0.05159578	0.0003635959	0.01638746	0.003406774	0.309309	0.567903	0.122788	0.479825	0.0467459	0.259796
1729	-11116.5	-11123.67	7.169747	0.383897	0.0323236	0.201126	3.756033e-05	-0.734334	-3.20998	-1.38086	0.1545956	0.003253151	0.05159578	0.0002975309	0.01347958	0.003406774	0.0164404	0.808707	0.174853	0.479825	0.0403575	0.251361
1730	-11111.95	-11119.23	7.285862	0.38672	0.0339985	0.184095	3.756033e-05	-0.727008	-3.1594	-1.46937	0.1596155	0.002938527	0.06297545	0.0002219627	0.01347958	0.003593419	0.0164404	0.808707	0.174853	0.483353	0.0424512	0.230071
1731	-11110.92	-11118.24	7.321716	0.400539	0.0369081	0.172924	3.756033e-05	-0.691895	-3.0772	-1.53197	0.1596155	0.002938527	0.06297545	0.0002200542	0.01347958	0.003726059	0.0164404	0.808707	0.174853	0.500627	0.0460881	0.216109
1732	-11111.98	-11119.21	7.225362	0.391395	0.0384542	0.178764	0.0004046496	-0.715929	-3.04572	-1.50081	0.1676489	0.003203491	0.05988076	0.0002660649	0.01307292	0.003726059	0.0164404	0.808707	0.174853	0.488738	0.047562	0.222949
1733	-11116.72	-11123.98	7.258014	0.440316	0.0400355	0.178764	0.0004046496	-0.598039	-3.005	-1.50081	0.1676489	0.003058021	0.05988076	0.0002660649	0.01048336	0.003726059	0.0122502	0.807924	0.179826	0.549889	0.0495386	0.222949
1734	-11112.81	-11120.09	7.281954	0.406384	0.0424191	0.17655	0.0004046496	-0.678308	-2.9466	-1.5133	0.1685124	0.002857882	0.05988076	0.0003625676	0.01265773	0.002962321	0.0122502	0.807924	0.179826	0.507475	0.0525181	0.220181
1735	-11114.8	-11122.11	7.314397	0.415898	0.0453826	0.17655	0.0004046496	-0.655145	-2.87844	-1.5133	0.1677802	0.002800192	0.05988076	0.0002757503	0.01265773	0.003829752	0.0122502	0.807924	0.179826	0.519367	0.0562224	0.220181
1736	-11114.53	-11121.78	7.245271	0.379427	0.0453826	0.184071	0.0004046496	-0.747016	-2.87844	-1.47149	0.1677802	0.003537147	0.05988076	0.0003432958	0.01265773	0.003261395	0.0137469	0.235331	0.750923	0.473778	0.0562224	0.229583
1737	-11113.57	-11121.09	7.526522	0.390405	0.0383799	0.194886	0.0004046496	-0.718465	-3.04768	-1.41428	0.1677802	0.003537147	0.05631505	0.000245079	0.01325887	0.001946155	0.0137469	0.235331	0.750923	0.4875	0.047469	0.243101
1738	-11113.04	-11120.84	7.799717	0.390629	0.0429416	0.19511	0.0006286898	-0.718465	-2.93952	-1.41428	0.1539304	0.002932606	0.05631505	0.0002184519	0.01325887	0.001946155	0.0137469	0.235331	0.750923	0.4875	0.0528912	0.243101
1739	-11114.07	-11121.81	7.741736	0.409369	0.0406844	0.187935	0.0008118043	-0.67198	-2.99892	-1.45284	0.1539304	0.002932606	0.05631505	0.0001608944	0.01763825	0.001946155	0.0137469	0.235331	0.750923	0.510697	0.0498407	0.233904
1740	-11113.36	-11121.11	7.750748	0.412521	0.0382342	0.162474	0.0001189014	-0.662614	-3.044	-1.59483	0.1539304	0.002485409	0.05631505	0.000287431	0.01230917	0.001939487	0.0137469	0.235331	0.750923	0.515502	0.0476441	0.202943
1741	-11109.34	-11117.07	7.726389	0.392757	0.0406842	0.186815	0.0001189014	-0.711724	-2.9817	-1.45513	0.1539304	0.002485409	0.05424229	0.0001898184	0.01325186	0.003131348	0.0137469	0.235331	0.750923	0.490797	0.0507067	0.23337
1742	-11110.87	-11118.69	7.819343	0.375586	0.0415459	0.188851	0.0001471148	-0.756517	-2.96136	-1.44443	0.1539304	0.002575259	0.05121177	0.0001946215	0.01325186	0.002899112	0.0137469	0.235331	0.750923	0.469298	0.0517485	0.23588
1743	-11110.59	-11118.43	7.842328	0.375586	0.0404918	0.166858	0.0001471148	-0.756517	-2.98715	-1.56835	0.1521369	0.003478017	0.05121177	0.0001324704	0.01325186	0.003333106	0.0137469	0.235331	0.750923	0.469298	0.0504309	0.208388
1744	-11110.8	-11118.6	7.79865	0.390428	0.0395337	0.184427	0.0001471148	-0.717745	-3.01119	-1.46816	0.1521369	0.003072358	0.05026368	0.0001790032	0.01325186	0.002543515	0.0431168	0.738106	0.218777	0.487851	0.0492333	0.23035
1745	-11113.1	-11121.06	7.967394	0.398702	0.0438874	0.168436	0.0001728229	-0.696831	-2.90693	-1.55908	0.1521369	0.002563645	0.0519774	0.0001671397	0.01374611	0.002543515	0.0503486	0.861906	0.0877455	0.498162	0.0546432	0.210329
1746	-11111.48	-11119.07	7.596521	0.386964	0.0386307	0.184308	0.0001728229	-0.726727	-3.03505	-1.46894	0.1521369	0.002563645	0.0519774	0.000258922	0.0121868	0.003280434	0.0503486	0.861906	0.0877455	0.483489	0.0480723	0.230169
1747	-11110.01	-11117.63	7.622889	0.388146	0.0405757	0.173287	5.308583e-05	-0.723367	-2.98275	-1.52997	0.1521369	0.003254289	0.0519774	0.0002037639	0.0129617	0.003280434	0.0864695	0.829122	0.084408	0.485116	0.0506533	0.216542
1748	-11111.94	-11119.4	7.456692	0.40788	0.0365676	0.171209	5.308583e-05	-0.673768	-3.0869	-1.54204	0.1521369	0.003948035	0.05420892	0.0001781852	0.0129617	0.003280434	0.0864695	0.829122	0.084408	0.509784	0.0456431	0.213944
1749	-11112.71	-11120.14	7.433396	0.369137	0.0368526	0.185921	5.308583e-05	-0.773587	-3.07913	-1.45958	0.1521369	0.003948035	0.05541442	0.0002241451	0.0149154	0.002656569	0.0864695	0.829122	0.084408	0.461355	0.0459994	0.232335
1750	-11112.91	-11120.38	7.472546	0.369307	0.0394006	0.200598	5.308583e-05	-0.773128	-3.01218	-1.38357	0.1521369	0.002877635	0.05541442	0.0004580302	0.0149154	0.001658905	0.0864695	0.829122	0.084408	0.461567	0.0491844	0.250682
1751	-11110.65	-11118.17	7.517401	0.385331	0.0418382	0.18753	5.308583e-05	-0.730646	-2.95207	-1.45096	0.1521369	0.003360226	0.05541442	0.0003958904	0.0149154	0.001589755	0.0864695	0.829122	0.084408	0.481598	0.0522314	0.234346
1752	-11111.76	-11119.49	7.72852	0.385331	0.0379993	0.190727	5.308583e-05	-0.730646	-3.04844	-1.43404	0.1521369	0.00218113	0.05541442	0.0005808342	0.01721123	0.0008284888	0.102731	0.814364	0.0829056	0.481598	0.0474327	0.238343
1753	-11113.09	-11120.78	7.691886	0.385319	0.0379875	0.179869	4.136385e-05	-0.730646	-3.04844	-1.49261	0.1665953	0.00218113	0.05541442	0.0005808342	0.01721123	0.0008396032	0.0937477	0.830596	0.0756562	0.481598	0.0474327	0.224785
1754	-11115.48	-11122.83	7.351045	0.385319	0.0338009	0.18316	4.136385e-05	-0.730646	-3.16535	-1.47448	0.1665953	0.003565648	0.05541442	0.0005334473	0.01721123	0.0009235594	0.0937477	0.830596	0.0756562	0.481598	0.0421994	0.228898
1755	-11112.44	-11119.55	7.108244	0.401503	0.0362675	0.17179	4.136385e-05	-0.689499	-3.09483	-1.53858	0.1665953	0.003376064	0.05541442	0.0004210615	0.01721123	0.002156118	0.0387038	0.206542	0.754755	0.501827	0.0452827	0.214686
1756	-11112.17	-11119.21	7.03889	0.401503	0.0362675	0.186365	4.136385e-05	-0.689499	-3.09483	-1.45712	0.1665953	0.003376064	0.05541442	0.0005491322	0.01721123	0.001755895	0.0387038	0.206542	0.754755	0.501827	0.0452827	0.232905
1757	-11112.72	-11120.03	7.309278	0.380227	0.0361667	0.174089	4.136385e-05	-0.743953	-3.09762	-1.52528	0.1665953	0.002167686	0.05541442	0.0008970784	0.01721123	0.001167471	0.0387038	0.206542	0.754755	0.475232	0.0451567	0.21756
1758	-11115.21	-11122.3	7.092278	0.39159	0.0360568	0.161817	4.136385e-05	-0.714502	-3.10067	-1.5984	0.1665953	0.002167686	0.05553428	0.001245373	0.01801298	0.001232566	0.108166	0.372579	0.519255	0.489436	0.0450192	0.20222
1759	-11110.81	-11117.99	7.181713	0.387649	0.0366572	0.172313	4.136385e-05	-0.724618	-3.08413	-1.53554	0.1665953	0.002966941	0.05958167	0.0007706986	0.0163018	0.001232566	0.0575866	0.198358	0.744055	0.484509	0.0457698	0.215339
1760	-11114.12	-11122.02	7.898431	0.365447	0.0404152	0.163389	4.136385e-05	-0.783604	-2.98643	-1.58873	0.1665953	0.002821629	0.05958167	0.0003643806	0.0163018	0.0008755706	0.0575866	0.198358	0.744055	0.456757	0.0504673	0.204185
1761	-11113.3	-11121.03	7.729137	0.387638	0.0340128	0.163662	0.0001330071	-0.724883	-3.16179	-1.58762	0.1665953	0.002821629	0.05958167	0.0003643806	0.0163018	0.0008640331	0.0170555	0.206889	0.776055	0.484381	0.0423497	0.204411
1762	-11111.24	-11118.65	7.41324	0.393133	0.0357646	0.171016	0.0001801487	-0.710923	-3.1127	-1.54391	0.1665953	0.002821629	0.05958167	0.0005060894	0.0163018	0.001170772	0.0170555	0.206889	0.776055	0.491191	0.0444806	0.213545
